uniqueId,gebied,Deelgebied,DateTimeAmsterdam,PBmax,alfaB,Ek,Chlorofyl,Kd,conversionEtoC,PrimaireProductie_MgC_m2_dag,X,Y,Troebelheid,ChlorofylFluorescentie,Saliniteit,Temperatuur,knmiStations,parReflectionCorrection
1643185898_1_GRV_S,Grevelingen,midden,2022-01-26 09:13:38,1.57,0.015,105,1,0.8,5,9.89,61710,412859,0.08,0.27,29.28,4.83,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643187020_1_GRV_S,Grevelingen,midden,2022-01-26 09:32:20,1.59,0.016,101,0.9,0.8,5,10.24,59112,414921,0.09,0.25,29.41,4.99,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643188144_1_GRV_S,Grevelingen,midden,2022-01-26 09:51:04,1.14,0.01,110,0.7,0.8,5,5.6,59081,414915,0.07,0.27,29.43,4.99,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643189266_1_GRV_S,Grevelingen,midden,2022-01-26 10:09:46,1.14,0.012,96,0.8,0.8,5,5.7,56625,417433,0.25,0.27,29.36,5.01,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645524039_1_GRV_S,Grevelingen,oost,2022-02-22 10:42:39,5.72,0.028,201,1.8,1,5,78.12,65001,412122,1.3,0.4,28.57,6.38,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645525162_1_GRV_S,Grevelingen,oost,2022-02-22 11:01:22,4.08,0.024,172,1.6,1,5,48.87,65001,412122,1.3,0.4,28.57,6.38,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645526285_1_GRV_S,Grevelingen,midden,2022-02-22 11:20:05,4.18,0.027,153,1.8,1,5,62.83,61235,413204,1.25,0.4,28.61,6.52,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645527409_1_GRV_S,Grevelingen,midden,2022-02-22 11:38:49,5.06,0.025,201,1.9,1,5,58.69,59098,414908,1.35,0.37,28.65,6.6,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645528532_1_GRV_S,Grevelingen,midden,2022-02-22 11:57:32,5.26,0.026,205,1.8,1,5,59.41,58448,416473,1.33,0.38,28.67,6.59,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645529655_1_GRV_S,Grevelingen,west,2022-02-22 12:16:15,4.21,0.028,148,1.5,0.9,5,53.09,54133,417884,0.81,0.37,29,6.47,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1648021812_1_GRV_S,Grevelingen,oost,2022-03-23 08:32:12,1.83,0.028,66,1.4,0.8,5,93.21,64062,412092,0.09,0.38,28.68,8.85,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
