uniqueId,gebied,Deelgebied,DateTimeAmsterdam,PBmax,alfaB,Ek,Chlorofyl,Kd,conversionEtoC,PrimaireProductie_MgC_m2_dag,X,Y,Troebelheid,ChlorofylFluorescentie,Saliniteit,Temperatuur,knmiStations,parReflectionCorrection
1617019934_1_WS_S,Westerschelde,1,2021-03-29 13:57:14,9.88,0.035,280,4.3,10.6,5,76.36,28295,381900,82.68,1.63,27.98,7.52,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617021147_1_WS_S,Westerschelde,1,2021-03-29 14:14:27,8.98,0.035,256,4.1,10.6,5,67.43,28295,381900,82.68,1.63,27.98,7.52,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617022289_1_WS_S,Westerschelde,1,2021-03-29 14:33:29,11.38,0.04,283,6.7,11.5,5,112.01,30752,382070,90.26,1.78,27.94,7.52,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617023432_1_WS_S,Westerschelde,1,2021-03-29 14:52:32,9.44,0.035,270,4.6,9.4,5,87.88,36920,380533,72.72,1.35,26.79,7.58,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617024643_1_WS_S,Westerschelde,3,2021-03-29 15:12:43,7.56,0.029,260,2.7,3.7,5,106.64,41546,375782,24.75,0.72,23.4,7.96,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617025786_1_WS_S,Westerschelde,3,2021-03-29 15:31:46,7.65,0.031,245,2.8,5.3,5,79.76,46228,374166,37.52,0.75,22.48,8.01,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617026929_1_WS_S,Westerschelde,3,2021-03-29 15:50:49,7.33,0.034,214,2.8,5.5,5,72.94,51678,375625,39.87,0.57,21.76,7.9,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617028072_1_WS_S,Westerschelde,4,2021-03-29 16:09:52,7,0.032,216,2.8,5.4,5,75.11,55913,380820,38.58,0.6,21.13,7.89,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617090349_1_WS_S,Westerschelde,4,2021-03-30 09:27:49,3.74,0.019,194,1.7,3.7,5,37.55,59392,384168,24.34,0.36,15.13,8.37,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617091492_1_WS_S,Westerschelde,5,2021-03-30 09:46:52,4.22,0.018,231,1.9,3.5,5,45.93,61656,381397,22.69,0.34,14.29,8.47,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617092635_1_WS_S,Westerschelde,5,2021-03-30 10:05:55,4.15,0.017,245,1.9,4.1,5,38.72,63987,379120,27.7,0.35,13.29,8.6,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617093777_1_WS_S,Westerschelde,5,2021-03-30 10:24:57,3.62,0.018,196,2,5.1,5,29.81,65665,376647,36.58,0.35,11.07,8.82,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617094920_1_WS_S,Westerschelde,5,2021-03-30 10:44:00,3.75,0.016,239,1.9,6.3,5,23.15,67657,376422,46.58,0.39,10.06,9.06,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617096064_1_WS_S,Westerschelde,6,2021-03-30 11:03:04,3.55,0.016,228,2,7.1,5,20.64,70241,377667,52.8,0.4,8.64,9.26,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617097206_1_WS_S,Westerschelde,6,2021-03-30 11:22:06,3.32,0.017,191,2,8.9,5,16.44,72816,377994,68.64,0.5,7.6,9.43,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617098349_1_WS_S,Westerschelde,7a,2021-03-30 11:41:09,3.51,0.015,231,2.2,13.8,5,12.31,73756,375615,109.48,0.52,6.93,9.49,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1617099493_1_WS_S,Westerschelde,0,2021-03-30 12:00:13,2.99,0.015,203,2.1,13,5,10.92,75782,373987,102.47,0.52,6.37,9.53,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618231349_1_WS_S,Westerschelde,1,2021-04-12 14:24:29,8.05,0.04,203,8.3,7.3,5,198.76,28500,381995,54.74,2.72,28.72,7.33,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618232492_1_WS_S,Westerschelde,1,2021-04-12 14:43:32,8.92,0.038,232,9.2,6.7,5,253.96,30863,381996,50.03,2.57,28.9,7.27,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618233635_1_WS_S,Westerschelde,3,2021-04-12 15:02:35,8.92,0.04,225,8.6,3.9,5,408.12,37008,380368,26.38,1.57,27.72,7.49,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618234848_1_WS_S,Westerschelde,3,2021-04-12 15:22:48,9.88,0.039,256,5.5,3.1,5,342.81,41624,375648,19.12,0.7,24.23,7.88,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618235992_1_WS_S,Westerschelde,3,2021-04-12 15:41:52,8.91,0.038,233,5.2,3.8,5,245.2,47712,373820,25.12,0.72,22.93,7.81,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618237297_1_WS_S,Westerschelde,4,2021-04-12 16:03:37,8.48,0.036,236,4.9,4.4,5,189.91,54295,377367,30.38,0.69,22.51,7.84,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618386403_1_WS_S,Westerschelde,NA,2021-04-14 09:28:43,4.84,0.026,185,3.3,1.8,5,219.32,59504,384529,8.21,0.4,16.87,8.07,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618387546_1_WS_S,Westerschelde,5,2021-04-14 09:47:46,4.42,0.029,152,3.4,4,5,96.75,61186,381657,27.14,0.42,15.22,8.2,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618388761_1_WS_S,Westerschelde,5,2021-04-14 10:08:01,4.45,0.029,153,3.4,4.6,5,82.72,63569,379529,31.94,0.37,14.56,8.37,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618389904_1_WS_S,Westerschelde,5,2021-04-14 10:27:04,4.61,0.03,155,3.3,4.4,5,85.01,65361,376984,30.36,0.38,12.99,8.5,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618391047_1_WS_S,Westerschelde,5,2021-04-14 10:46:07,4.13,0.029,142,3.1,5.3,5,62.81,67310,376322,38.25,0.44,11.61,8.75,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618392190_1_WS_S,Westerschelde,6,2021-04-14 11:05:10,4.12,0.025,163,2.9,6.6,5,45.16,70121,377560,49.17,0.36,10.11,9.05,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618393332_1_WS_S,Westerschelde,6,2021-04-14 11:24:12,4.12,0.024,172,2.9,8.5,5,34.25,72814,377962,64.86,0.44,8.73,9.24,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1618394475_1_WS_S,Westerschelde,7a,2021-04-14 11:43:15,4.01,0.024,165,2.8,13.3,5,20.62,73754,375645,105.2,0.58,8.06,9.32,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619438398_1_WS_S,Westerschelde,1,2021-04-26 13:41:58,2.31,0.035,65,4.6,7.1,5,56.44,29203,381988,53.37,11.78,28.57,9.32,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619439800_1_WS_S,Westerschelde,1,2021-04-26 14:05:20,2.55,0.037,68,4.6,4.7,5,93.12,36094,381170,33.22,10.34,28.42,9.34,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619440943_1_WS_S,Westerschelde,3,2021-04-26 14:24:23,2.86,0.039,73,4.8,2.3,5,221.35,39730,377591,12.57,8.66,26.92,9.61,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619442086_1_WS_S,Westerschelde,3,2021-04-26 14:43:26,3.32,0.034,97,4.6,4,5,128.84,44355,375040,27.13,6.9,25.31,9.72,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619443436_1_WS_S,Westerschelde,3,2021-04-26 15:05:56,10.14,0.041,244,16.7,6.1,5,633.33,46275,374377,44.75,7.17,24.47,9.76,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619444579_1_WS_S,Westerschelde,3,2021-04-26 15:24:59,11.49,0.042,274,17.8,2.5,5,1783.16,46663,374003,14.35,6.1,23.91,9.9,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619445722_1_WS_S,Westerschelde,3,2021-04-26 15:44:02,11.1,0.041,272,14.3,2.6,5,1391.23,51344,375285,14.75,5.77,23.5,9.88,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1619446865_1_WS_S,Westerschelde,4,2021-04-26 16:03:05,15.01,0.041,370,12.8,2.3,5,1443.07,55235,378507,12.48,4.66,22.7,9.96,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
