uniqueId,gebied,Deelgebied,DateTimeAmsterdam,PBmax,alfaB,Ek,Chlorofyl,Kd,conversionEtoC,PrimaireProductie_MgC_m2_dag,X,Y,Troebelheid,ChlorofylFluorescentie,Saliniteit,Temperatuur,knmiStations,parReflectionCorrection
1643100306_1_OS_S,Oosterschelde,oost,2022-01-25 09:27:06,2.15,0.018,122,1,0.9,5,11.82,66379,392871,0.69,0.27,30.56,5.26,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643101550_1_OS_S,Oosterschelde,oost,2022-01-25 09:47:50,4.43,0.019,227,0.9,1,5,10.03,60278,394287,1.39,0.25,30.83,5.51,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643102602_1_OS_S,Oosterschelde,midden,2022-01-25 10:05:22,2.88,0.021,133,0.9,1,5,9.79,55197,396159,1.93,0.29,31.01,5.58,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643103845_1_OS_S,Oosterschelde,midden,2022-01-25 10:26:05,5.35,0.018,302,0.9,1.1,5,8.36,51224,401358,2.23,0.23,31.03,5.85,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643104972_1_OS_S,Oosterschelde,west,2022-01-25 10:44:52,2.94,0.018,159,0.9,1.2,5,8.04,45930,403539,3.18,0.29,30.86,5.97,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643106181_1_OS_S,Oosterschelde,west,2022-01-25 11:05:01,2.84,0.018,161,1,1.2,5,8.49,41196,402972,3.41,0.31,30.63,6.17,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643107355_1_OS_S,Oosterschelde,west,2022-01-25 11:24:35,2.93,0.018,165,1,1.7,5,6.69,40870,403221,7.84,0.35,30.7,6.14,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643108529_1_OS_S,Oosterschelde,west,2022-01-25 11:44:09,3.19,0.015,210,0.9,1.2,5,8.04,45392,405434,2.91,0.23,30.96,5.88,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643110708_1_OS_S,Oosterschelde,midden,2022-01-25 12:20:28,3.24,0.016,206,0.8,1,5,7.97,54437,403578,1.42,0.24,31,5.54,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1643112950_1_OS_S,Oosterschelde,midden,2022-01-25 12:57:50,3.63,0.017,208,0.9,0.9,5,10.45,57029,402277,0.53,0.3,30.25,5.37,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645606193_1_OS_S,Oosterschelde,oost,2022-02-23 09:31:53,6.02,0.02,301,1.1,1.1,5,65.35,67858,390375,2.24,0.46,2.44,6.52,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645607332_1_OS_S,Oosterschelde,oost,2022-02-23 09:50:52,7.84,0.027,285,1.5,1.3,5,94.35,66916,391926,3.7,0.38,2.45,6.62,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645608470_1_OS_S,Oosterschelde,oost,2022-02-23 10:09:50,8.88,0.026,344,1.3,1.1,5,91.27,62344,394115,2.31,0.34,2.45,6.62,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645609608_1_OS_S,Oosterschelde,midden,2022-02-23 10:28:48,5.64,0.027,206,1.3,1.5,5,62.44,57667,396149,5.5,0.42,2.47,6.66,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645610828_1_OS_S,Oosterschelde,midden,2022-02-23 10:49:08,8.16,0.026,315,1.2,1.2,5,71.91,56496,401385,2.84,0.26,2.48,6.53,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645611813_1_OS_S,Oosterschelde,noord,2022-02-23 11:07:03,7.61,0.024,318,1.2,1.1,5,72.91,59700,402169,2.58,0.35,2.45,6.56,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645613912_1_OS_S,Oosterschelde,noord,2022-02-23 11:40:32,5.9,0.02,295,1.1,1,5,75.33,65351,406551,1.7,0.23,2.37,6.54,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645614963_1_OS_S,Oosterschelde,noord,2022-02-23 11:59:33,5,0.019,258,1.1,1,5,64.59,65608,406893,1.6,0.33,2.36,6.53,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645617144_1_OS_S,Oosterschelde,noord,2022-02-23 12:34:24,5.32,0.022,238,1.2,1,5,78.74,64609,405982,1.69,0.26,2.37,6.55,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645619227_1_OS_S,Oosterschelde,midden,2022-02-23 13:09:07,9.05,0.024,381,1.1,1.1,5,74.1,57598,402728,2.76,0.16,2.44,6.71,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645620267_1_OS_S,Oosterschelde,midden,2022-02-23 13:26:27,6.78,0.021,324,1.1,1.3,5,59.63,53747,404396,4.21,0.26,2.48,6.67,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645621323_1_OS_S,Oosterschelde,midden,2022-02-23 13:45:33,6.28,0.022,291,1.1,1.5,5,47.41,50786,406069,6.11,0.32,2.48,6.69,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645622374_1_OS_S,Oosterschelde,west,2022-02-23 14:03:04,8.73,0.023,377,1.1,1.3,5,56.95,49860,406316,4.46,0.31,2.49,6.71,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1645623512_1_OS_S,Oosterschelde,west,2022-02-23 14:20:32,6.09,0.022,275,1.2,1.7,5,47.45,45947,406198,7.72,0.47,2.5,6.72,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647939398_1_OS_S,Oosterschelde,oost,2022-03-22 09:38:38,8.89,0.034,257,2.6,1,5,360.04,66421,392403,1.74,0.61,29.83,7.96,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647940521_1_OS_S,Oosterschelde,oost,2022-03-22 09:57:21,8.86,0.035,252,2.5,1,5,338.25,61067,394252,1.73,0.54,29.98,7.94,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647941644_1_OS_S,Oosterschelde,midden,2022-03-22 10:16:04,10.55,0.033,316,2.1,1.1,5,249.95,55368,396084,2.7,0.38,30.32,7.86,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647943260_1_OS_S,Oosterschelde,west,2022-03-22 10:43:00,9.29,0.034,275,1.9,1.1,5,226.95,49780,402565,2.48,0.32,30.84,7.85,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647944382_1_OS_S,Oosterschelde,west,2022-03-22 11:01:42,9.77,0.03,320,1.9,1.2,5,205.74,45342,403438,3.63,0.42,31.17,7.85,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647945505_1_OS_S,Oosterschelde,west,2022-03-22 11:20:25,12.24,0.029,424,2,1.3,5,213.14,43288,402889,3.91,0.34,31.15,7.87,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647946628_1_OS_S,Oosterschelde,west,2022-03-22 11:39:08,12.83,0.032,398,2,1.2,5,244.86,40259,402733,3.51,0.42,31.19,7.86,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647947751_1_OS_S,Oosterschelde,west,2022-03-22 11:57:51,10.33,0.028,371,2.1,1.3,5,235.33,42049,403834,4.18,0.28,31.18,7.99,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647948615_1_OS_S,Oosterschelde,west,2022-03-22 12:16:45,11.04,0.031,352,1.8,1.1,5,218.66,44144,405177,2.72,0.23,30.81,7.9,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647949653_1_OS_S,Oosterschelde,west,2022-03-22 12:32:33,8.34,0.028,294,1.9,1.2,5,203.66,47297,406438,3.41,0.32,30.74,7.8,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647951817_1_OS_S,Oosterschelde,midden,2022-03-22 13:07:07,7.93,0.023,341,1.8,0.9,5,236.22,52346,404665,1.14,0.3,30.51,8,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647953113_1_OS_S,Oosterschelde,midden,2022-03-22 13:27:13,5.31,0.02,269,1.3,0.9,5,137.43,57232,402442,0.35,0.23,29.7,8.09,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647954262_1_OS_S,Oosterschelde,noord,2022-03-22 13:46:22,6.32,0.021,296,1.3,0.9,5,161.47,61929,403326,0.31,0.17,29.54,8.3,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1647955320_1_OS_S,Oosterschelde,noord,2022-03-22 14:05:30,6.06,0.02,310,1.3,0.8,5,157.55,65623,406891,0.26,0.15,28.84,8.34,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649145113_1_OS_S,Oosterschelde,noord,2022-04-05 09:38:23,7.37,0.03,245,2,1,5,165.72,65704,406995,1.49,0.66,30.17,8.01,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649146170_1_OS_S,Oosterschelde,noord,2022-04-05 09:53:00,6.66,0.027,249,2,1,5,157.42,65430,406714,1.45,0.53,30.14,8.05,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649147093_1_OS_S,Oosterschelde,noord,2022-04-05 10:11:23,7.88,0.029,270,2.1,1.1,5,149.3,62201,403773,2.39,0.73,30.43,8.02,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649148265_1_OS_S,Oosterschelde,noord,2022-04-05 10:26:25,10.81,0.033,324,2.1,1.3,5,146.16,58866,402333,3.78,0.71,30.7,8.08,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649149842_1_OS_S,Oosterschelde,midden,2022-04-05 10:52:42,11.71,0.036,326,2.8,1.3,5,199.17,56272,399045,4.45,1.21,30.84,8.26,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649150965_1_OS_S,Oosterschelde,midden,2022-04-05 11:11:25,11.61,0.035,330,3.2,1.4,5,224.91,57956,395835,4.69,1.34,30.55,8.24,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649152089_1_OS_S,Oosterschelde,oost,2022-04-05 11:30:09,12.32,0.039,318,3.5,1.3,5,288.25,61213,394075,3.68,1.62,30.34,8.15,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649153212_1_OS_S,Oosterschelde,oost,2022-04-05 11:48:52,13.34,0.037,363,3.5,1.3,5,287.37,64868,393040,3.77,1.76,30.24,8.16,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649154335_1_OS_S,Oosterschelde,oost,2022-04-05 12:07:35,11.52,0.035,329,3.5,1.4,5,254.22,67729,390702,4.55,1.89,30.24,8.26,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649155458_1_OS_S,Oosterschelde,oost,2022-04-05 12:26:18,12.29,0.035,355,3.8,1.4,5,262.93,66706,392258,5.19,1.64,30.24,8.16,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649156580_1_OS_S,Oosterschelde,oost,2022-04-05 12:45:00,13.12,0.039,340,3.4,1.2,5,282.01,62755,393867,3.55,1.53,30.17,7.94,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649157703_1_OS_S,Oosterschelde,oost,2022-04-05 13:03:43,14.48,0.035,413,3.1,1.2,5,256.48,58830,395380,3.2,1.21,30.38,8.22,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649158826_1_OS_S,Oosterschelde,midden,2022-04-05 13:22:26,13.32,0.032,410,2.9,1.3,5,218.83,54915,396437,3.7,1.08,30.59,8.33,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649159949_1_OS_S,Oosterschelde,midden,2022-04-05 13:41:09,12.94,0.032,408,3,1.4,5,198.42,52627,399505,4.94,1.3,30.88,8.34,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649161072_1_OS_S,Oosterschelde,midden,2022-04-05 13:59:52,11.77,0.034,343,3,1.5,5,184.69,50528,402710,6.2,1.58,31.22,8.31,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649162195_1_OS_S,Oosterschelde,west,2022-04-05 14:18:35,11.7,0.034,339,3,1.6,5,184.04,47250,403693,6.38,1.89,31.29,8.22,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1649163318_1_OS_S,Oosterschelde,west,2022-04-05 14:37:18,12.49,0.034,367,3.4,1.7,5,200.55,43579,403381,7.29,1.96,31.29,8.19,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1650350854_1_OS_S,Oosterschelde,oost,2022-04-19 08:29:34,9.09,0.038,236,4.2,0.9,5,797.5,67096,392041,0.8,1.26,30.39,11.2,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1650351977_1_OS_S,Oosterschelde,oost,2022-04-19 08:48:17,9.21,0.041,226,3.6,0.9,5,686.95,62174,394258,1.11,0.99,30.56,10.96,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
1650353634_1_OS_S,Oosterschelde,midden,2022-04-19 09:15:54,7.41,0.043,171,2.9,1,5,481.67,56304,400086,1.17,0.61,30.76,10.8,"Vlissingen, Wilhelminadorp, Westdorpe",0.94
