CompCode,POINT_X,POINT_Y
,,
3,48769.3671,379244.6049
,,
3,48771.7537,379252.4173
,,
3,48774.3826,379259.5111
,,
3,48776.7614,379266.8236
,,
3,48779.1286,379273.1361
,,
3,48782.3005,379282.7612
,,
3,48784.3902,379287.2924
,,
3,48787.0229,379294.6049
,,
3,48790.1596,379301.6674
,,
3,48794.3588,379312.2925
,,
3,48795.9836,379320.1362
,,
3,48797.8352,379325.9488
,,
3,48800.9914,379334.5425
,,
3,48804.378,379341.1049
,,
3,48809.042,379348.3862
,,
3,48810.9091,379355.48
,,
3,48813.2724,379361.5425
,,
3,48818.2293,379371.8863
,,
3,48821.4362,379384.2614
,,
3,48823.0495,379391.1052
,,
3,48824.3775,379395.9175
,,
3,48825.4946,379403.5112
,,
3,48827.8462,379408.7925
,,
3,48830.5219,379419.4176
,,
3,48833.436,379423.5427
,,
3,48838.1194,379437.6051
,,
3,48842.2951,379446.4489
,,
3,48846.4591,379454.5114
,,
3,48856.4785,379463.5115
,,
3,48861.9043,379470.7928
,,
3,48868.8457,379477.5428
,,
3,48875.7909,379484.8242
,,
3,48883.7634,379492.5741
,,
3,48888.1267,379496.3243
,,
3,48894.279,379501.0743
,,
3,48899.1696,379506.3243
,,
3,48905.0797,379511.5743
,,
3,48909.1851,379515.0743
,,
3,48917.1303,379520.8244
,,
3,48921.9975,379524.2932
,,
3,48929.1811,379530.2932
,,
3,48937.3881,379536.5434
,,
3,48943.0208,379540.2621
,,
3,48954.1263,379544.4809
,,
3,48960.0208,379549.1684
,,
3,48965.3254,379552.356
,,
3,48972.423,379556.6373
,,
3,48982.2979,379563.1998
,,
3,48988.2588,379567.1687
,,
3,49003.536,379575.7
,,
3,49004.9775,379580.8251
,,
3,49018.2626,379587.4814
,,
3,49022.8914,379592.0127
,,
3,49029.0397,379596.2315
,,
3,49035.1882,379600.7315
,,
3,49041.5983,379605.4503
,,
3,49046.4615,379608.7003
,,
3,49055.4381,379615.6691
,,
3,49063.8482,379618.3567
,,
3,49071.0238,379623.5755
,,
3,49078.4536,379628.5756
,,
3,49085.3597,379632.7944
,,
3,49092.5237,379637.0131
,,
3,49106.8596,379646.2007
,,
3,49120.1564,379653.8883
,,
3,49134.7539,379663.6072
,,
3,49144.2383,379670.826
,,
3,49153.7226,379677.826
,,
3,49170.3358,379686.4825
,,
3,49183.9138,379696.2013
,,
3,49200.8121,379707.1389
,,
3,49215.6753,379717.8577
,,
3,49228.9917,379727.0766
,,
3,49246.4251,379740.2955
,,
3,49256.9562,379749.5456
,,
3,49270.2764,379759.0144
,,
3,49286.3779,379767.4207
,,
3,49299.6864,379775.6083
,,
3,49310.1825,379782.3272
,,
3,49318.1238,379788.046
,,
3,49326.1433,379799.6398
,,
3,49335.4206,379810.4211
,,
3,49341.4477,379824.7962
,,
3,49350.475,379835.8587
,,
3,49361.0217,379846.64
,,
3,49371.5725,379857.6401
,,
3,49393.1308,379875.6403
,,
3,49404.3418,379879.0465
,,
3,49414.2792,379881.9528
,,
3,49435.1542,379886.2344
,,
3,49458.2713,379887.4532
,,
3,49477.3572,379891.2659
,,
3,49493.6423,379894.0785
,,
3,49510.154,379894.8911
,,
3,49521.3414,379896.2661
,,
3,49532.2868,379898.6413
,,
3,49539.3922,379898.5475
,,
3,49548.7516,379895.8914
,,
3,49564.2046,379893.3915
,,
3,49576.0992,379890.4541
,,
3,49585.2203,379889.048
,,
3,49590.5328,379887.7043
,,
3,49599.4312,379888.8606
,,
3,49610.6344,379891.2356
,,
3,49622.5679,379891.5795
,,
3,49635.0405,379893.9546
,,
3,49648.021,379896.8298
,,
3,49655.1538,379898.5172
,,
3,49662.2631,379898.6736
,,
3,49669.8374,379895.5174
,,
3,49679.4389,379892.1112
,,
3,49693.3218,379885.8301
,,
3,49698.0718,379880.1739
,,
3,49701.5016,379870.7363
,,
3,49704.7243,379864.6115
,,
3,49708.1853,379857.4552
,,
3,49713.3963,379847.9865
,,
3,49719.9158,379841.7991
,,
3,49724.1659,379836.9241
,,
3,49729.4315,379831.768
,,
3,49735.2167,379827.6429
,,
3,49742.7831,379823.7368
,,
3,49749.0957,379821.1118
,,
3,49755.4238,379819.7369
,,
3,49765.8223,379818.8308
,,
3,49777.205,379815.8934
,,
3,49785.0528,379814.0184
,,
3,49797.7207,379812.331
,,
3,49814.9707,379811.3311
,,
3,49828.8925,379808.1125
,,
3,49843.0722,379805.3626
,,
3,49853.1933,379802.7064
,,
3,49863.0723,379801.0502
,,
3,49876.2676,379800.6129
,,
3,49896.7558,379794.7381
,,
3,49920.5566,379790.1132
,,
3,49934.7441,379787.8945
,,
3,49950.1933,379785.1447
,,
3,49961.0839,379783.2073
,,
3,49986.4199,379779.3325
,,
3,50015.0255,379773.114
,,
3,50026.9122,379769.6453
,,
3,50039.8535,379769.2079
,,
3,50052.998,379764.9893
,,
3,50065.1582,379763.0519
,,
3,50073.0332,379763.427
,,
3,50083.6778,379762.0208
,,
3,50090.7676,379760.6459
,,
3,50101.6738,379759.7396
,,
3,50118.2206,379763.3337
,,
3,50129.7049,379768.0212
,,
3,50142.9588,379772.1463
,,
3,50151.3572,379773.8026
,,
3,50162.8104,379776.1777
,,
3,50172.5056,379779.8653
,,
3,50183.4548,379782.5216
,,
3,50193.8961,379784.9279
,,
3,50205.3493,379787.3031
,,
3,50212.4743,379788.4593
,,
3,50217.5445,379788.1469
,,
3,50221.5251,379781.7406
,,
3,50227.7829,379775.0531
,,
3,50229.2048,379767.1783
,,
3,50232.8534,379754.6782
,,
3,50238.5605,379744.4595
,,
3,50242.0058,379736.0221
,,
3,50249.2481,379726.8034
,,
3,50259.5334,379717.2722
,,
3,50265.2755,379709.8348
,,
3,50271.2327,379699.3349
,,
3,50282.7289,379685.4912
,,
3,50286.2094,379679.585
,,
3,50296.4946,379670.3039
,,
3,50302.4517,379659.8352
,,
3,50310.3932,379645.5228
,,
3,50316.8699,379636.0229
,,
3,50323.0731,379625.0228
,,
3,50332.327,379614.2417
,,
3,50338.0186,379602.7419
,,
3,50352.0304,379587.0856
,,
3,50361.0812,379580.3357
,,
3,50374.1906,379573.3358
,,
3,50383.2687,379568.3672
,,
3,50392.0969,379564.1798
,,
3,50402.2179,379561.5236
,,
3,50408.5422,379559.8987
,,
3,50414.1087,379558.305
,,
3,50429.2688,379552.7737
,,
3,50444.1789,379547.4927
,,
3,50462.6087,379539.649
,,
3,50479.7806,379532.8055
,,
3,50499.2337,379525.4307
,,
3,50510.3471,379520.962
,,
3,50532.1166,379516.3684
,,
3,50551.8706,379512.5561
,,
3,50568.2808,379505.7125
,,
3,50590.5074,379496.8064
,,
3,50622.1402,379489.2755
,,
3,50645.6753,379483.6194
,,
3,50669.4059,379473.1508
,,
3,50688.8669,379466.5259
,,
3,50715.6403,379456.2762
,,
3,50757.9059,379446.0577
,,
3,50782.1482,379436.3392
,,
3,50805.7107,379432.7144
,,
3,50832.3044,379428.0584
,,
3,50851.7966,379423.7148
,,
3,50880.7262,379422.8401
,,
3,50905.0154,379416.6528
,,
3,50928.0427,379410.7779
,,
3,50941.4373,379406.278
,,
3,50974.3279,379397.7158
,,
3,50991.1874,379386.0598
,,
3,51013.3593,379373.0599
,,
3,51022.6484,379365.0913
,,
3,51033.1758,379354.7789
,,
3,51045.9845,379343.9352
,,
3,51056.0549,379337.4665
,,
3,51063.8401,379331.0291
,,
3,51072.9103,379325.5604
,,
3,51081.3636,379323.6542
,,
3,51088.3479,379322.0606
,,
3,51095.9807,379323.2169
,,
3,51111.6173,379334.9358
,,
3,51116.2618,379340.7171
,,
3,51122.2344,379351.0608
,,
3,51127.4412,379361.1233
,,
3,51142.117,379377.1859
,,
3,51152.0622,379380.5923
,,
3,51160.7497,379385.061
,,
3,51173.984,379387.6549
,,
3,51187.98,379390.28
,,
3,51203.2379,379392.3426
,,
3,51211.8862,379393.4989
,,
3,51231.0111,379400.0929
,,
3,51248.8275,379403.6554
,,
3,51354.463,379242.2634
,,
3,51354.5,379242.2067
,,
3,51357.0709,379242.4297
,,
3,51634.0705,378817.4301
,,
3,51646.0702,377537.4311
,,
3,51075.8985,376247.307
,,
3,51075.0699,376245.4321
,,
3,52041.0698,376877.4313
,,
3,52229.4664,377000.7274
,,
3,52232.0698,377002.4313
,,
3,52232.0698,376998.8794
,,
3,52232.0694,375508.544
,,
3,52232.0693,375507.4324
,,
3,52237.2385,375509.9332
,,
3,52237.2385,375507.2636
,,
3,52219.2384,375499.2636
,,
3,52203.2386,375492.2635
,,
3,52007.2385,375395.2637
,,
3,51949.2385,375370.2636
,,
3,51860.2386,375325.2637
,,
3,51770.2386,375277.2638
,,
3,51687.2387,375185.264
,,
3,51632.2387,375083.264
,,
3,51618.2386,375059.264
,,
3,51604.2386,375036.264
,,
3,51554.2386,375002.2641
,,
3,51436.2386,374942.2642
,,
3,51287.2388,374871.2643
,,
3,51177.2388,374814.2643
,,
3,51116.2388,374787.2645
,,
3,51075.2387,374751.2643
,,
3,51034.2388,374698.2646
,,
3,50942.2388,374544.2646
,,
3,50930.2388,374524.2647
,,
3,50892.2388,374466.2647
,,
3,50842.2387,374399.2647
,,
3,50791.2388,374357.2649
,,
3,50735.2388,374323.2649
,,
3,50660.2389,374302.265
,,
3,50434.2389,374251.2651
,,
3,50387.2388,374241.265
,,
3,50387.2602,374242.1244
,,
3,50380.0686,374240.4989
,,
3,50382.7863,374362.4364
,,
3,50420.5976,374364.2449
,,
3,50429.1819,374364.8047
,,
3,50429.3175,374384.9678
,,
3,50388.6847,374389.0614
,,
3,50372.9735,374415.2175
,,
3,50354.0486,374415.8078
,,
3,50344.2391,374392.265
,,
3,50345.239,374289.265
,,
3,50341.2389,374239.2651
,,
3,50325.2389,374221.2652
,,
3,50283.2389,374216.2651
,,
3,50240.239,374210.2651
,,
3,50125.239,374188.2652
,,
3,50005.2391,374166.2652
,,
3,49820.2392,374130.2654
,,
3,49692.2392,374102.2655
,,
3,49651.2392,374056.2655
,,
3,49627.2392,373979.2656
,,
3,49621.2392,373938.2655
,,
3,49603.2391,373800.2657
,,
3,49594.2392,373759.2658
,,
3,49570.239,373640.2658
,,
3,49564.2391,373609.2658
,,
3,49549.239,373595.2659
,,
3,49527.239,373585.2659
,,
3,49472.2391,373562.2658
,,
3,49408.2392,373532.2659
,,
3,49357.2392,373501.2659
,,
3,49319.2391,373477.2661
,,
3,49302.2392,373446.2661
,,
3,49286.2391,373417.2661
,,
3,49283.2392,373411.2661
,,
3,49258.2392,373359.2662
,,
3,49228.2392,373295.2662
,,
3,49213.2392,373274.2662
,,
3,49195.2392,373249.2662
,,
3,49134.2392,373122.2663
,,
3,49087.2391,373009.2665
,,
3,49003.2391,372997.2665
,,
3,48772.2392,372988.2665
,,
3,48755.5017,372988.0283
,,
3,48490.626,372984.0548
,,
3,48436.2393,372965.2667
,,
3,48410.2394,372919.2668
,,
3,48402.7669,372918.8836
,,
3,48402.7184,372918.7976
,,
3,48384.2591,372917.9345
,,
3,48371.2393,372917.2668
,,
3,48371.2039,372917.324
,,
3,48363.949,372916.9847
,,
3,48338.0697,372959.3906
,,
3,48273.5736,372973.9527
,,
3,47983.2576,372966.7317
,,
3,47883.0363,372962.6784
,,
3,47733.2398,372956.267
,,
3,47729.9105,372956.4856
,,
3,47725.9024,372956.3234
,,
3,47330.1607,372982.1952
,,
3,47278.8206,373021.2886
,,
3,47189.6679,373075.694
,,
3,47081.0232,373106.3181
,,
3,46956.449,373134.0672
,,
3,46893.9646,373154.3166
,,
3,46879.8589,373181.254
,,
3,46876.3894,373267.7225
,,
3,46864.4908,373285.1913
,,
3,46835.592,373327.5658
,,
3,46814.5686,373337.1281
,,
3,46783.3869,373351.3035
,,
3,46762.7428,373360.6883
,,
3,46749.2403,373359.267
,,
3,46628.2403,373346.267
,,
3,46626.9267,373346.8914
,,
3,46620.6859,373346.2203
,,
3,46560.4202,373375.2824
,,
3,46527.5451,373391.157
,,
3,46510.9432,373454.3757
,,
3,46500.3529,373504.3755
,,
3,46478.2544,373608.7189
,,
3,46460.5466,373715.1248
,,
3,46459.8822,373747.5312
,,
3,46429.7807,373758.9996
,,
3,46361.2413,373804.0303
,,
3,46338.1953,373832.6445
,,
3,46304.2407,373808.2668
,,
3,46029.2407,373533.2671
,,
3,46025.3995,373536.0183
,,
3,46022.2049,373532.8092
,,
3,45947.6264,373585.6835
,,
3,45904.6183,373629.0582
,,
3,45866.215,373749.214
,,
3,45833.1315,373776.7136
,,
3,45822.2408,373764.267
,,
3,45816.1592,373765.703
,,
3,45814.9689,373764.3074
,,
3,45671.4337,373798.0561
,,
3,45671.8359,373813.2124
,,
3,45647.9725,373827.6184
,,
3,45501.8623,373823.5622
,,
3,45492.2411,373823.267
,,
3,45491.2316,373823.2671
,,
3,45484.7032,373823.0858
,,
3,45416.6049,373822.6309
,,
3,45409.241,373815.267
,,
3,45403.3989,373816.4396
,,
3,45402.1252,373815.2102
,,
3,45117.9416,373872.0517
,,
3,45123.8282,373880.083
,,
3,45109.0312,373903.864
,,
3,45100.6881,373903.4895
,,
3,45036.2412,373900.267
,,
3,45035.8029,373900.5768
,,
3,45028.961,373900.2697
,,
3,44964.0925,373945.3245
,,
3,44975.2412,373914.2671
,,
3,44966.9756,373915.3111
,,
3,44967.6134,373913.5191
,,
3,44872.8438,373926.0497
,,
3,44754.2853,373945.8924
,,
3,44646.3712,373964.3603
,,
3,44569.4063,373977.5471
,,
3,44539.3986,373980.8282
,,
3,44443.3048,373991.3586
,,
3,44384.0274,374013.4519
,,
3,44330.281,374059.5451
,,
3,44288.464,374132.7635
,,
3,44264.1484,374161.0263
,,
3,44244.2416,374152.2672
,,
3,44247.2417,374124.2673
,,
3,44237.2417,374110.2673
,,
3,44231.7285,374112.6195
,,
3,44229.5016,374109.6989
,,
3,44155.2962,374142.2625
,,
3,44030.0654,374203.0426
,,
3,43904.0648,374290.5415
,,
3,43875.7052,374336.1975
,,
3,43890.8495,374365.135
,,
3,43743.3523,374526.0712
,,
3,43677.1917,374587.6643
,,
3,43635.5588,374602.4139
,,
3,43384.9145,374611.5996
,,
3,43306.7737,374643.5675
,,
3,43192.6137,374650.7854
,,
3,43120.2856,374652.941
,,
3,43075.2076,374654.2845
,,
3,43020.8295,374679.0041
,,
3,42961.2424,374667.2673
,,
3,42924.2425,374659.2672
,,
3,42919.5638,374659.7795
,,
3,42916.5554,374659.1896
,,
3,42779.7859,374674.0322
,,
3,42725.8172,374679.9066
,,
3,42678.2782,374682.8126
,,
3,42546.3251,374690.9365
,,
3,42464.1846,374693.4671
,,
3,42448.6084,374693.9552
,,
3,42384.2427,374662.2674
,,
3,42374.2427,374651.2674
,,
3,41542.243,374437.2678
,,
3,41540.8874,374438.3107
,,
3,41535.4027,374436.8976
,,
3,41522.0745,374447.3975
,,
3,41511.6119,374452.6309
,,
3,41714.4733,374980.3573
,,
3,40972.121,375259.9021
,,
3,39894.2746,375691.0311
,,
3,39580.9539,375898.4965
,,
3,38754.8345,376445.5118
,,
3,37969.5422,377307.7805
,,
3,37630.7873,377846.6992
,,
3,37483.8444,378280.5193
,,
3,37483.251,378282.2713
,,
3,37486.0766,378281.4352
,,
3,37309.0768,378801.4349
,,
3,37115.0773,379743.4343
,,
3,37033.0774,380139.4341
,,
3,36768.0778,381185.4334
,,
3,37349.6672,382444.5428
,,
3,37354.4707,382443.5817
,,
3,37354.8783,382444.4641
,,
3,37355.2474,382445.2632
,,
4,56878.0708,386876.422
,,
4,56944.0709,386860.422
,,
4,57068.0708,386741.4219
,,
4,57097.0707,386632.4221
,,
4,57118.0708,386618.4222
,,
4,57193.0708,386603.4221
,,
4,57285.0706,386587.4222
,,
4,57353.0706,386487.4222
,,
4,57404.0705,386402.4222
,,
4,57423.0705,386346.4223
,,
4,57463.0704,386235.4223
,,
4,57497.0704,386169.4225
,,
4,57596.0703,386001.4225
,,
4,57658.0702,385905.4225
,,
4,57691.0702,385866.4226
,,
4,57729.4034,385856.5935
,,
4,57761.8072,385867.0424
,,
4,57774.4633,385885.48
,,
4,57775.4578,385883.1902
,,
4,57777.0702,385885.4226
,,
4,57791.0703,385853.4224
,,
4,57843.0701,385827.4225
,,
4,57941.07,385768.4225
,,
4,58024.07,385700.4225
,,
4,58158.0699,385564.4227
,,
4,58274.0699,385448.4227
,,
4,58330.0698,385386.4226
,,
4,58366.0698,385351.4228
,,
4,58377.0698,385340.4227
,,
4,58376.1088,385339.2179
,,
4,58386.0059,385329.7981
,,
4,58432.526,385260.0173
,,
4,58473.9914,385178.2053
,,
4,58492.4956,385139.4866
,,
4,58637.5314,385031.8318
,,
4,58703.6644,384992.5823
,,
4,58774.8404,384969.864
,,
4,58822.6534,384888.6771
,,
4,58834.806,384850.6148
,,
4,58776.0454,384722.8333
,,
4,58760.0029,384672.2081
,,
4,58760.0031,384642.4894
,,
4,58858.6995,384481.8654
,,
4,58900.4809,384462.0845
,,
4,58865.305,384485.7092
,,
4,58854.7463,384503.9903
,,
4,58802.3784,384594.6148
,,
4,58772.3897,384656.8019
,,
4,58804.604,384731.1459
,,
4,58830.5057,384788.3649
,,
4,58916.865,384789.803
,,
4,58984.1853,384787.3972
,,
4,59009.7404,384719.4913
,,
4,59042.2996,384644.6166
,,
4,59057.7456,384557.0231
,,
4,59059.8752,384460.492
,,
4,59056.9347,384358.2734
,,
4,59057.0287,384317.6172
,,
4,59081.2047,384297.9924
,,
4,59100.2201,384313.2425
,,
4,59101.5479,384348.43
,,
4,59168.634,384326.243
,,
4,59212.3604,384327.6497
,,
4,59429.771,384245.7764
,,
4,59439.4195,384232.9016
,,
4,59456.3922,384221.3079
,,
4,59471.5602,384221.1206
,,
4,59494.8101,384222.9645
,,
4,59527.8803,384236.9648
,,
4,59554.6224,384254.2774
,,
4,59573.0285,384269.7775
,,
4,59597.747,384286.059
,,
4,59616.6806,384294.2154
,,
4,59630.3133,384300.0591
,,
4,59645.2273,384300.6219
,,
4,59659.8992,384297.1219
,,
4,59700.6297,384287.3723
,,
4,59717.575,384284.6224
,,
4,59750.4474,384275.4941
,,
4,59051.3858,383254.1879
,,
4,58079.9552,383090.7106
,,
4,58080.0692,383090.4247
,,
4,58078.7093,383089.0668
,,
4,57432.0693,382443.4253
,,
4,57027.0693,381860.4258
,,
4,56802.0692,381366.4264
,,
4,56682.2039,380608.2798
,,
4,56682.0691,380607.4268
,,
4,56647.069,380580.4271
,,
4,56645.6375,380580.3963
,,
4,56645.4167,380580.2279
,,
4,56638.381,380554.5175
,,
4,56640.0689,380554.4271
,,
4,56526.069,380380.4272
,,
4,56404.0689,380202.4274
,,
4,56294.069,380023.4276
,,
4,56191.0689,379865.4278
,,
4,56100.069,379718.4277
,,
4,56078.0689,379684.4279
,,
4,56077.3628,379685.3371
,,
4,56076.2645,379683.6308
,,
4,56066.0219,379667.6946
,,
4,56067.069,379666.4279
,,
4,56049.069,379615.428
,,
4,56041.0689,379561.428
,,
4,56041.0689,379450.4281
,,
4,56042.0688,379245.4282
,,
4,56048.0689,379049.4284
,,
4,56051.0688,378945.4284
,,
4,56053.0687,378855.4286
,,
4,56058.0687,378757.4286
,,
4,56062.0686,378709.4286
,,
4,56089.0687,378655.4285
,,
4,56151.0685,378506.4289
,,
4,56230.0685,378337.429
,,
4,56239.0684,378295.4288
,,
4,56216.0683,378259.4288
,,
4,56129.0685,378166.429
,,
4,56006.0684,378037.4292
,,
4,55892.0686,377909.4294
,,
4,55863.0684,377873.4294
,,
4,55849.0684,377843.4294
,,
4,55850.0684,377716.4296
,,
4,55842.0684,377565.4296
,,
4,55835.0684,377396.4297
,,
4,55824.0683,377220.4299
,,
4,55789.0683,377179.4299
,,
4,55744.0683,377124.4299
,,
4,55729.0683,377105.43
,,
4,55684.0683,377012.43
,,
4,55591.0682,376821.4303
,,
4,55562.0682,376756.4303
,,
4,55578.0683,376657.4303
,,
4,55592.0681,376511.4304
,,
4,55582.0682,376455.4305
,,
4,55544.0681,376319.4307
,,
4,55509.0681,376159.4307
,,
4,55493.068,376106.4307
,,
4,55469.0681,376086.4308
,,
4,55467.6919,376086.4308
,,
4,55466.6452,376085.5681
,,
4,55419.0203,376086.0989
,,
4,55265.325,376094.0352
,,
4,55107.1807,376103.8776
,,
4,54743.2749,376122.2185
,,
4,54557.8218,376132.6546
,,
4,54455.1888,376131.1754
,,
4,54370.0686,376106.4312
,,
4,54285.0685,376046.4312
,,
4,54227.0686,375948.4313
,,
4,54203.0686,375907.4315
,,
4,54173.4978,375896.753
,,
4,54165.3008,375893.7143
,,
4,53932.7577,375947.8686
,,
4,53760.0822,375925.9298
,,
4,53653.9506,375913.3104
,,
4,53556.0689,375901.4316
,,
4,53528.0308,375897.3427
,,
4,53506.1648,375893.8966
,,
4,53389.8932,375875.6138
,,
4,53351.0689,375869.4317
,,
4,53346.9235,375868.8395
,,
4,53321.2435,375864.6139
,,
4,53247.7905,375852.5196
,,
4,53129.9549,375827.8624
,,
4,53114.9264,375824.7176
,,
4,53072.0691,375815.4318
,,
4,52964.8806,375789.742
,,
4,52948.5415,375785.7673
,,
4,52875.2292,375767.9542
,,
4,52874.4507,375767.7773
,,
4,52857.0691,375763.4319
,,
4,52680.0691,375723.4321
,,
4,52664.069,375716.432
,,
4,52237.2385,375509.9332
,,
4,52232.0693,375507.4324
,,
4,52232.0694,375508.544
,,
4,52232.0698,376998.8794
,,
4,52232.0698,377002.4313
,,
4,52229.4664,377000.7274
,,
4,52041.0698,376877.4313
,,
4,51075.0699,376245.4321
,,
4,51075.8985,376247.307
,,
4,51646.0702,377537.4311
,,
4,51634.0705,378817.4301
,,
4,51357.0709,379242.4297
,,
4,51354.5,379242.2067
,,
4,51354.463,379242.2634
,,
4,51248.8275,379403.6554
,,
4,51251.1928,379404.2437
,,
4,51251.0711,379404.4298
,,
4,51255.5134,379405.3182
,,
4,51258.5033,379406.0618
,,
4,51275.0579,379410.1557
,,
4,51294.9211,379414.9684
,,
4,51311.8434,379418.9056
,,
4,51331.0709,379423.4297
,,
4,51340.2629,379425.5509
,,
4,51354.503,379428.9063
,,
4,51357.0709,379429.4299
,,
4,51386.0654,379435.344
,,
4,51402.8475,379439.8079
,,
4,51415.0708,379443.4296
,,
4,51428.4006,379447.5664
,,
4,51442.1316,379452.0945
,,
4,51463.8072,379459.6572
,,
4,51464.2038,379459.7507
,,
4,51466.0709,379460.4296
,,
4,51488.0708,379465.4295
,,
4,51504.0709,379469.4295
,,
4,51551.8616,379481.8552
,,
4,51578.0095,379548.8766
,,
4,51627.8874,379674.0956
,,
4,51670.8279,379778.3146
,,
4,51722.6277,379895.2524
,,
4,51744.1195,379937.2212
,,
4,51749.7286,379984.2211
,,
4,51782.0681,380003.3464
,,
4,51801.0602,380030.034
,,
4,51801.6223,380061.1591
,,
4,51776.1377,380096.6588
,,
4,51801.2382,380226.9087
,,
4,51825.6785,380367.2838
,,
4,51838.8733,380427.6589
,,
4,51855.9552,380455.0027
,,
4,51889.5329,380488.7217
,,
4,51918.689,380512.253
,,
4,51931.1255,380549.8686
,,
4,51933.8253,380558.0344
,,
4,51949.5435,380625.3783
,,
4,51965.9847,380655.8783
,,
4,51967.7029,380655.7153
,,
4,51968.0711,380656.4286
,,
4,52004.616,380652.6804
,,
4,52016.0271,380709.3161
,,
4,52018.0328,380709.2306
,,
4,52018.071,380709.4285
,,
4,52071.5538,380707.5518
,,
4,52005.8083,380734.6911
,,
4,52053.1352,380863.0662
,,
4,52103.0171,380987.0039
,,
4,52104.6934,380986.4914
,,
4,52105.0711,380987.4282
,,
4,52152.6672,380973.1494
,,
4,52153.81,380990.9106
,,
4,52113.7669,381006.7228
,,
4,52110.3952,381091.7852
,,
4,52110.301,381131.8163
,,
4,52132.3787,381195.3477
,,
4,52196.2213,381323.1294
,,
4,52229.4293,381384.0057
,,
4,52271.4663,381461.0672
,,
4,52314.5086,381522.1299
,,
4,52358.1682,381588.8803
,,
4,52343.4099,381655.5363
,,
4,52326.714,381734.8798
,,
4,52320.3036,381761.5359
,,
4,52443.248,381869.0993
,,
4,52551.7705,381964.9749
,,
4,52542.1552,382209.6621
,,
4,52558.6356,382223.6622
,,
4,52576.3345,382258.006
,,
4,52581.9553,382298.6623
,,
4,52696.1618,382340.7882
,,
4,52696.1598,382340.7228
,,
4,52698.0712,382341.427
,,
4,52696.0713,382284.4272
,,
4,52686.0712,382202.4271
,,
4,52677.0713,382134.427
,,
4,52670.0713,382096.4271
,,
4,52644.0712,382071.4271
,,
4,52648.0564,382052.4978
,,
4,52650.8014,382052.6548
,,
4,52670.0734,382054.2607
,,
4,52689.7967,382073.4447
,,
4,52704.9449,382114.101
,,
4,52713.0654,382172.5386
,,
4,52724.8654,382286.2259
,,
4,52742.4153,382386.601
,,
4,52768.7854,382515.5697
,,
4,52798.9836,382636.9136
,,
4,52802.6864,382683.2885
,,
4,52872.857,382819.9765
,,
4,52874.7785,382819.8532
,,
4,52875.0714,382820.4265
,,
4,52902.1296,382818.5606
,,
4,52903.9429,382834.008
,,
4,52741.31,382863.5066
,,
4,52727.2982,382881.2565
,,
4,52746.97,382886.3817
,,
4,52748.0472,382886.1704
,,
4,52749.0714,382886.4265
,,
4,52897.6155,382857.8982
,,
4,52898.7707,382873.9765
,,
4,52880.3409,382879.664
,,
4,52892.75,383005.4451
,,
4,52891.3473,383062.5701
,,
4,52957.4353,383169.1344
,,
4,52984.3656,383205.633
,,
4,53036.2516,383284.5085
,,
4,53134.3244,383438.3527
,,
4,53231.1121,383598.5721
,,
4,53329.1654,383760.7289
,,
4,53377.8795,383838.9166
,,
4,53363.1526,383890.979
,,
4,53347.0818,383974.76
,,
4,53353.7955,384092.2599
,,
4,53362.3883,384221.8223
,,
4,53363.9563,384220.5492
,,
4,53364.0717,384222.4254
,,
4,53517.4914,384098.5805
,,
4,53373.1068,384253.5723
,,
4,53279.5606,384346.7287
,,
4,53264.9068,384361.3214
,,
4,53222.2072,384426.6334
,,
4,53199.8081,384500.9144
,,
4,53155.0259,384643.6951
,,
4,53108.9661,384789.6634
,,
4,53077.6334,384883.5691
,,
4,53063.5902,384915.319
,,
4,53073.0157,384959.1316
,,
4,53119.2887,384994.1631
,,
4,53120.7512,384994.1807
,,
4,53121.0719,384994.4247
,,
4,53183.8278,384995.4209
,,
4,53274.8196,385015.4143
,,
4,53352.2608,385028.2899
,,
4,53375.6707,385065.7901
,,
4,53382.5297,385120.415
,,
4,53352.3684,385256.8835
,,
4,53320.9455,385388.9142
,,
4,53301.734,385458.7266
,,
4,53276.2572,385491.0699
,,
4,53222.8156,385534.1321
,,
4,53197.3113,385579.8193
,,
4,53202.8929,385636.9755
,,
4,53224.3573,385691.6318
,,
4,53225.9992,385692.2328
,,
4,53226.0723,385692.4242
,,
4,53244.5279,385699.0155
,,
4,53280.1891,385712.0698
,,
4,53280.2538,385711.7748
,,
4,53282.0721,385712.4242
,,
4,53289.0721,385683.4242
,,
4,53315.7788,385688.9497
,,
4,53313.1969,385718.4763
,,
4,53396.3568,385731.3519
,,
4,53396.6282,385731.1979
,,
4,53398.0721,385731.4241
,,
4,53466.0721,385693.4241
,,
4,53625.0719,385585.4241
,,
4,53845.0717,385450.4241
,,
4,53949.0717,385381.4242
,,
4,53980.539,385369.624
,,
4,54014.3861,385389.6697
,,
4,54038.9757,385408.6698
,,
4,54077.7762,385438.6701
,,
4,54205.8942,385525.2303
,,
4,54222.9667,385536.7649
,,
4,54371.325,385639.2972
,,
4,54586.89,385787.705
,,
4,54749.8303,385898.5186
,,
4,54887.4075,385994.6758
,,
4,55014.1957,386087.6455
,,
4,55104.8591,386150.0523
,,
4,55149.2573,386174.2714
,,
4,55150.9159,386174.3383
,,
4,55151.0715,386174.4232
,,
4,55159.0713,386175.4231
,,
4,55218.0714,386177.4232
,,
