compartiment,date,Eopt,Kd,PBmax,alpha,chl_surface,turbidity,conversionEtoC,irradiance_J_cm2
4,2022-03-29,1078.6666666666667,3.2,10.870000000000001,0.03,2.8666666666666667,20.246666666666666,5,692
4,2022-05-23,1146,1.8666666666666667,15.436666666666667,0.03666666666666667,6.466666666666667,8.733333333333334,5,597
4,2022-05-24,562,1.6,8.61,0.03,2.7,6.62,5,1938
4,2022-06-07,1216,1.75,14.66,0.035,3.8499999999999996,8.129999999999999,5,2333
4,2022-07-04,1045,1.9,13.68,0.03,3.2,9.51,5,2983
4,2022-07-19,1157.6666666666667,2.2,15.629999999999999,0.03666666666666667,5.5,11.726666666666667,5,2748
4,2022-08-03,1196,2,16.27,0.04,4.5,9.6,5,2613
4,2022-08-15,1078,2.2666666666666666,12.583333333333334,0.03333333333333333,3.7,12.09,5,2117
4,2022-08-29,1494,2.7,20.33,0.04,6,16.25,5,1894
4,2022-09-13,1523.5,3.05,17.275,0.035,3.5,18.835,5,959
4,2022-09-14,1600,2.4,15.29,0.03,2.9,13.56,5,380
4,2022-10-12,1148,3.9,13.92,0.03,2.4,25.67,5,1026
4,2022-11-08,1320.6666666666667,3.7333333333333334,15.636666666666667,0.03,1.9,24.733333333333334,5,436
4,2022-12-07,853.5,3.9,7.18,0.025,1.6,26.005000000000003,5,214
4,2022-12-08,1999,3.7,5.5,0.02,1.2,24.62,5,194
4,2023-01-04,486,3.9,7.4,0.02,2.2,26.11,5,127
4,2023-01-17,225,2.6,2.84,0.01,2.3,15.43,5,485
4,2023-01-30,643,3.6,8.63,0.03,2.8,23.22,5,681
4,2023-02-28,908.3333333333334,3.1333333333333333,10.066666666666666,0.03,2.7,19.73,5,792
4,2023-03-01,482,1.7,7.25,0.02,1.9,7.57,5,1299
4,2023-04-12,633.5,2.8499999999999996,7.91,0.02,2.1500000000000004,16.93,5,1555
4,2023-04-24,1654,2.35,10.594999999999999,0.03,2.05,13.04,5,1462
4,2023-06-22,1601.3333333333333,1.8333333333333333,14.703333333333333,0.03333333333333333,3.5,8.719999999999999,5,1098
4,2023-07-03,1463,3.966666666666667,18.786666666666665,0.04,6.333333333333333,26.653333333333332,5,2305
4,2023-07-17,1929,2.2333333333333334,20.74,0.03666666666666667,4.833333333333333,12.286666666666667,5,1942
4,2023-08-14,1440,1.7666666666666666,15.356666666666667,0.03,2.6,7.96,5,2201
4,2023-08-30,764,1.7,13.364999999999998,0.03,3.95,7.325,5,1795
4,2023-09-12,1999,1.8,19.18,0.04,3.5,8.34,5,866
4,2023-11-21,298,1.9,3.7,0.02,2,8.91,5,431
4,2024-01-29,444,4.9,4.85,0.02,2.6,34.5,5,495
4,2024-02-26,645,5.75,5.73,0.03,3.8499999999999996,41.870000000000005,5,308
4,2024-02-27,459,4.4,2.17,0.02,2.9,30.12,5,1156
4,2024-03-25,1426.6666666666667,3.7,6.79,0.023333333333333334,2.033333333333333,24.583333333333332,5,1246
4,2024-04-22,881,3.65,7.675,0.03,3.7,23.845,5,1611
4,2024-06-17,1193.3333333333333,2.2,12.143333333333334,0.03,3.1666666666666665,11.713333333333333,5,2877
4,2024-07-01,963.1666666666666,1.6666666666666665,13.578333333333333,0.045,4.333333333333333,7.291666666666666,5,2667
4,2024-07-15,1465.5,0.8,10.219999999999999,0.03,2.35,0,5,1831
4,2024-08-26,844,2.7,11.52,0.03,3.3,16.16,5,1302
4,2024-09-09,1053,2.2,13.573333333333332,0.03666666666666667,4.5,11.65,5,1170
4,2024-09-10,844,1.4,10.38,0.02,2.7,4.82,5,489
4,2024-10-07,1188.5,2.95,12.08,0.03,2.1500000000000004,18.2,5,1030
4,2024-10-08,696,1.6,9.37,0.02,2.3,6.3,5,968
4,2024-11-05,942.5,3.2,8.74,0.03,2.2,20,5,145
4,2024-12-03,782.5,3.45,5.76,0.02,1.45,22.525,5,246
4,2024-12-04,227,1.6,1.53,0.01,1.3,6.9,5,241
5,2009-01-15,517.09146094836,5.263,2.9959367505633,0.016053489999841,1.397,NA,NA,318
5,2009-02-12,535.627787868518,6.086,3.36132496602317,0.0117669295076732,2.244,NA,NA,600
5,2009-03-05,564.23131150389,2.322,5.02087555696245,0.0167690497488822,2.951,NA,NA,1058
5,2009-03-26,548.123272915373,2.096,7.08677718774289,0.0214608701381081,11.245,NA,NA,311
5,2009-04-23,577.371909451294,1.417,7.10343589230784,0.0185874554350558,33.85,NA,NA,2325
5,2009-05-08,525.549056074313,2.24,8.28352065988218,0.0277548391576997,9.379,NA,NA,1785
5,2009-05-28,616.227077993973,5.997,6.52297281146597,0.0166149941375101,9.04,NA,NA,1852
5,2009-06-25,640.197564143517,3.528,8.32574774344427,0.0209424077410226,7.381,NA,NA,2709
5,2009-07-09,556.612227497406,2.871,10.1720740217805,0.0264286974549401,4.48,NA,NA,1989
5,2009-08-27,635.759777197547,1.622,8.78255006187873,0.0176862797931317,5.146,NA,NA,1185
5,2009-09-24,591.297703220136,2.986,7.99546464624906,0.021347947362581,4.378,NA,NA,1592
5,2009-10-15,605.452577775931,2.389,7.23469110966379,0.0197704484014155,2.521,NA,NA,1016
5,2009-11-19,437.005712606138,3.062,4.77311146160351,0.0218226729710488,2.126,NA,NA,479
5,2009-12-10,428.977612181797,2.711,3.94156006607377,0.0184890499587193,1.623,NA,NA,194
5,2010-01-14,713.046777782477,3.7606,3.87004397196518,0.0143526910636294,3.204,NA,NA,166
5,2010-02-18,496.155756671209,6.257,3.41697087986179,0.0143660296278235,4.32,NA,NA,320
5,2010-03-18,504.566063138112,2.854,4.67933420035811,0.0153367469379782,7.565,NA,NA,1179
5,2010-04-09,484.387149380424,2.604,6.24194968024449,0.0216660192521394,15.695,NA,NA,2026
5,2010-04-29,413.459094244521,1.978,10.5534458801047,0.055798479516856,31.734,NA,NA,1920
5,2010-05-20,409.033090180363,1.445,7.61361292588136,0.0378697748322569,5.271,NA,NA,2427
5,2010-06-10,552.189872475148,1.277,8.33902056280891,0.0239004663867004,6.854,NA,NA,657
5,2010-06-24,662.189097465966,1.148,9.69826713359208,0.0378775563525629,2.661,NA,NA,2836
5,2010-07-15,808.841006278383,2.183,11.4478547838044,0.033426185673161,7.632,NA,NA,1976
5,2010-07-29,656.448755588315,2.453,11.8487172079391,0.0398506215319881,5.244125,NA,NA,1559
5,2010-08-26,602.399328194112,2.806,12.3835575130133,0.0475947909045006,3.516,NA,NA,503
5,2010-09-09,655.193835528628,8.498,8.81874713550971,0.038585279812099,4.649,NA,NA,1618
5,2010-09-23,602.118871012257,1.8,9.13321967241121,0.0401263263193307,3.448,NA,NA,395
5,2010-10-14,575.791061446048,3.338,10.2379430447356,0.0474993998300183,3.332,NA,NA,263
5,2010-11-19,593.933694823511,2.237,6.25478509268743,0.0322801118013476,2.492,NA,NA,175
5,2010-12-16,330.690452456736,5.376,3.88324710322577,0.0317422458693933,2.153,NA,NA,35
5,2011-01-13,517.508322193544,4.641,3.71849140920925,0.0247530479430291,2.155,NA,NA,93
5,2011-02-10,362.260868435526,2.896,3.65270210905349,0.0217911569754336,2.592,NA,NA,285
5,2011-03-03,509.347042500714,1.789,4.47470022167053,0.0228903418485873,7.052,NA,NA,1249
5,2011-03-17,552.320247857713,2.23,4.55077968372038,0.0231750000880136,4.978,NA,NA,143
5,2011-04-07,354.82026320808,4.3,5.14560765038534,0.0278344630095655,11.979,NA,NA,1808
5,2011-04-21,456.463727922771,11.4,6.13005737620193,0.0303235002474542,17.546,NA,NA,2022
5,2011-05-12,547.826988309153,5.23,7.70317994576262,0.0280773657856752,9.321,NA,NA,2426
5,2011-05-26,527.163559223289,1.74,9.53382863185346,0.0417688186104148,6.087,NA,NA,1081
5,2011-06-09,544.598531636651,2.26,6.83413696766306,0.02367833377712,5.731,NA,NA,2609
5,2011-06-23,574.541790805168,1.632,7.83634776873137,0.0257039782728761,6.39,NA,NA,2506
5,2011-07-07,662.891036544698,1.094,9.67059924638743,0.0304405457221294,5.35,NA,NA,2100
5,2011-07-21,600.385074234404,1.498,8.68967621651605,0.0292206262877619,3.56,NA,NA,1467
5,2011-08-19,671.863904791161,3.35,9.11183521186832,0.0322296527191794,4.551,NA,NA,2234
5,2011-09-01,652.446101907561,1.314,8.52762530321935,0.0328006842596126,4.029,NA,NA,2025
5,2011-09-15,605.552458538053,4.124,6.96915595315442,0.0261833259322775,3.192,NA,NA,1343
5,2011-09-29,540.473456507021,2.783,7.18280519251169,0.0285856630490419,3.258,NA,NA,1390
5,2011-10-13,550.612980068135,8.53,6.18226393955209,0.0224904707228126,3.406,NA,NA,1033
5,2011-11-24,433.430488001919,3.1669,5.5666055170008,0.0448732457569646,1.5836,NA,NA,434
5,2011-12-15,392.542820907793,6.086,3.08714830653718,0.0252213838607246,2.3885,NA,NA,162
5,2012-01-19,436.691857960922,5.12,3.62506493340823,0.022930043817141,2.82089,NA,NA,151
5,2012-02-09,388.619098392369,3.834,3.42957140149261,0.0216526618139018,2.5518,NA,NA,389
5,2012-03-22,339.98422973603,1.481,5.1726539840243,0.0265010154499222,4.894933,NA,NA,1610
5,2012-04-05,386.613042514061,1.571,6.44348916328728,0.0331872592601973,11.4827,NA,NA,573
5,2012-04-19,443.203679773905,3.0023,5.09457205104264,0.0220399706272429,33.594736,NA,NA,1252
5,2012-05-10,382.885709195344,2.72,7.39173157516112,0.0339570380622359,21.604928,NA,NA,929
5,2012-05-24,385.965110038523,1.3023,7.26714790146559,0.0342873589136697,11.847,NA,NA,2225
5,2012-06-21,476.200321758813,1.946,7.78069599474935,0.0295044823011015,4.209,NA,NA,1138
5,2012-07-05,477.555050740738,1.347,8.81129757936315,0.0293883802552893,4.657,NA,NA,1641
5,2012-08-09,453.784408621245,15.8812,13.513148430149,0.0590357828250977,3.299,NA,NA,2400
5,2012-08-30,489.028609350897,11.3565,10.5270810720291,0.0492139678187405,3.014,NA,NA,1360
5,2012-09-13,456.446235603772,1.025,9.22033540541509,0.0462233406548249,2.496,NA,NA,1146
5,2012-09-27,635.213499576789,6.0022,8.37009684423361,0.043557656834845,2.234,NA,NA,838
5,2012-11-14,390.093625382298,2.17,5.67245597231424,0.0366730913519289,1.791,NA,NA,582
5,2012-12-13,287.132922838227,1.75,3.87052041796569,0.0303167051345269,1.531,NA,NA,236
5,2013-01-17,299.966084834641,6.2219,3.26256762828579,0.0211450345784123,3.115,NA,NA,147
5,2013-02-07,261.723436366113,6.265,2.7656766247114,0.0203374763923943,2.41,NA,NA,468
5,2013-03-07,291.350339238065,2.866,2.35341576375932,0.0153526330320632,3.0133,NA,NA,508
5,2013-03-28,299.562485375257,1.699,2.93869596235449,0.0203552110590897,4.4891,NA,NA,1218
5,2013-04-11,343.485928968941,3.4906,5.08422093091809,0.0262047758309428,4.58,NA,NA,545
5,2013-04-26,387.828870968104,3.3619,5.66932313237143,0.0238993921706799,20.187,NA,NA,325
5,2013-05-09,385.986103359629,2.1129,5.41243763725996,0.020466357377584,35.958,NA,NA,2105
5,2013-05-24,449.725532523095,4.1115,4.89376092851498,0.0303075243093039,12.0269,NA,NA,789
5,2013-06-06,330.749575055583,2.8267,6.5315962339951,0.0481107829673892,4.1417,NA,NA,2820
5,2013-06-20,485.826171443925,3.9837,5.89845727465859,0.0332529906785589,4.891,NA,NA,1643
5,2013-07-04,549.448980676358,3.2485,8.87486396708963,0.0514877954813084,3.504,NA,NA,1396
5,2013-07-18,451.732482150238,3.1669,6.29768293584096,0.0248842847995882,8.977,NA,NA,2706
5,2013-08-08,366.966197032717,1.9569,7.68496043072545,0.0479217026306162,4.78,NA,NA,2370
5,2013-09-05,359.972536748997,1.196,7.5029583408802,0.05235813337307,3.286,NA,NA,1896
5,2013-09-19,327.474757611266,2.4149,6.93025652869638,0.0635202982245471,2.9546,NA,NA,564
5,2013-10-10,519.187364306888,8.92,12.950490582923,0.0655365285727442,2.9546,NA,NA,353
5,2013-11-07,555.044567678858,3.877,4.94513311800405,0.0253364846935206,3.1958,NA,NA,155
5,2013-12-05,265.362206059368,3.167,4.62769447660218,0.037027773571505,1.468,NA,NA,104
5,2016-05-03,NA,NA,NA,NA,1.3885789473684211,388.87927186165416,NA,2710
5,2016-05-31,NA,NA,NA,NA,1.840523178807947,94.97352387569536,NA,1178
5,2016-06-13,NA,NA,NA,NA,0.9,7.4,NA,1672
5,2016-06-14,NA,NA,NA,NA,1.1508954248366012,24.61582043345098,NA,1362
5,2016-06-27,NA,NA,NA,NA,1.2111333333333334,27.2983824562,NA,1246
5,2016-07-14,NA,NA,NA,NA,1.4216216216216215,18.822635135135137,NA,2271
5,2016-07-26,NA,NA,NA,NA,7.55,20.333834585714285,NA,2218
5,2016-08-08,NA,NA,NA,NA,1.3288732394366198,15.856071163802817,NA,2264
5,2016-08-23,NA,NA,NA,NA,1.884311377245509,30.41595650808383,NA,2198
5,2016-09-06,NA,NA,NA,NA,1.3222295081967212,18.77798677021858,NA,1095
5,2016-09-20,NA,NA,NA,NA,1.26,24.11,NA,1545
5,2016-09-21,NA,NA,NA,NA,1.379012048192771,22.961614933373493,NA,1586
5,2016-10-03,NA,NA,NA,NA,1.105,27.83,NA,797
5,2016-10-04,NA,NA,NA,NA,1.181276836158192,19.95779765096045,NA,609
5,2016-10-19,NA,NA,NA,NA,27.262758620689656,-66.82620689655172,NA,263
5,2016-11-02,NA,NA,NA,NA,1.0492446043165469,31.894324119640288,NA,565
5,2016-11-15,NA,NA,NA,NA,1.0311374045801527,37.943740458091604,NA,87
5,2016-11-17,NA,NA,NA,NA,0.8866666666666667,39.766666666666666,NA,383
5,2016-12-01,NA,NA,NA,NA,0.8136853146853147,29.12,NA,156
5,2017-01-11,NA,NA,NA,NA,0.7,39.989999999999995,NA,304
5,2017-01-12,NA,NA,NA,NA,2.0033333333333334,29.998642439365078,NA,250
5,2017-02-06,NA,NA,NA,NA,4.172337662337663,33.061237183896104,NA,218
5,2017-02-20,NA,NA,NA,NA,6.744411764705882,18.390367647132354,NA,257
5,2017-03-07,NA,NA,NA,NA,0.60625,27.71125,NA,1014
5,2017-03-20,NA,NA,NA,NA,2.64888,20.99624000008,NA,326
5,2017-04-18,NA,NA,NA,NA,6.621438356164384,11.990515501047945,NA,1796
5,2017-05-01,NA,NA,NA,NA,7.351148648648649,27.59195945945946,NA,1174
5,2017-05-15,NA,NA,NA,NA,2.85,16.395,NA,1743
5,2017-05-16,NA,NA,NA,NA,6.301466666666666,17.528947368466667,NA,1842
5,2017-05-29,NA,NA,NA,NA,3.72,15.274,NA,2487
5,2017-05-30,NA,NA,NA,NA,6.738333333333333,17.867036340892856,NA,1421
5,2017-06-13,NA,NA,NA,NA,6.8105,9.231796992507142,NA,2749
5,2017-06-27,NA,NA,NA,NA,12.417628205128205,22.350175438589744,NA,1627
5,2017-07-11,NA,NA,NA,NA,3.243784665579119,9.81761483643067,NA,1335
5,2017-08-07,NA,NA,NA,NA,2.755,16.835,NA,2290
5,2017-08-08,NA,NA,NA,NA,7.861096774193548,12.429500848922581,NA,546
5,2017-08-21,NA,NA,NA,NA,2.2,11.8,NA,1535
5,2017-08-22,NA,NA,NA,NA,9.414259259259259,17.33650747234568,NA,2039
5,2017-09-04,NA,NA,NA,NA,2,12.19,NA,782
5,2017-09-06,NA,NA,NA,NA,0.9804516129032258,10.335548387096773,NA,1216
5,2017-09-21,NA,NA,NA,NA,1.0630817610062893,23.906037735849058,NA,1355
5,2017-10-03,NA,NA,NA,NA,0.8795505617977528,12.731573033707866,NA,1165
5,2017-10-18,NA,NA,NA,NA,0.9500000000000001,26.46666666666667,NA,821
5,2017-10-19,NA,NA,NA,NA,0.6858024691358025,18.63888888888889,NA,661
5,2017-11-21,NA,NA,NA,NA,0.33333333333333337,20.633333333333333,NA,180
5,2017-11-28,NA,NA,NA,NA,0.786,12.081217105267857,NA,255
5,2017-12-11,NA,NA,NA,NA,1.1249006622516557,33.48771000350993,NA,38
5,2017-12-14,NA,NA,NA,NA,0.9,30.2,NA,197
5,2018-01-08,NA,NA,NA,NA,2.392,22.228319672857143,NA,108
5,2018-01-22,NA,NA,NA,NA,2.414391891891892,36.31529160736486,NA,343
5,2018-02-05,NA,NA,NA,NA,2.4024444444444444,47.43109356722222,NA,746
5,2018-02-20,NA,NA,NA,NA,1.9788079470198676,47.523262460794705,NA,476
5,2018-03-05,NA,NA,NA,NA,1.2,61.75,NA,1049
5,2018-03-08,NA,NA,NA,NA,1.1185925925925926,53.763703703703705,NA,803
5,2018-04-04,NA,NA,NA,NA,1.0931818181818183,24.304545454545455,NA,1215
5,2018-04-16,NA,NA,NA,NA,1.4,34.333333333333336,NA,1941
5,2018-04-19,NA,NA,NA,NA,1.1643949044585988,35.57656050955414,NA,2245
5,2018-04-30,NA,NA,NA,NA,2.025,24.75,NA,337
5,2018-05-01,NA,NA,NA,NA,1.2294117647058824,31.481176470588235,NA,2325
5,2018-05-17,NA,NA,NA,NA,2.7765359477124183,22.186013071895424,NA,2539
5,2018-05-30,NA,NA,NA,NA,2.5177358490566037,18.279119496855348,NA,2032
5,2018-06-14,NA,NA,NA,NA,2.045272727272727,13.943515151515152,NA,979
5,2018-06-26,NA,NA,NA,NA,1.7000000000000002,12.649999999999999,NA,3022
5,2018-06-28,NA,NA,NA,NA,1.7233576642335766,20.12846715328467,NA,2913
5,2018-07-09,NA,NA,NA,NA,3.9668992248062014,5.0637209302325585,NA,2273
5,2018-07-23,NA,NA,NA,NA,1.595,8.115,NA,2691
5,2018-07-26,NA,NA,NA,NA,1.1465853658536584,12.780569105691058,NA,2511
5,2018-08-06,NA,NA,NA,NA,1.2748148148148148,10.85925925925926,NA,2555
5,2018-08-20,NA,NA,NA,NA,2.1256381578947368,11.342306267302632,NA,1040
5,2018-09-03,NA,NA,NA,NA,2.7654421768707484,9.895714285687074,NA,588
5,2018-09-06,NA,NA,NA,NA,2.533333333333333,10.94,NA,968
5,2018-09-17,NA,NA,NA,NA,3.5320382165605095,17.32936640968153,NA,1654
5,2018-10-15,NA,NA,NA,NA,2.32,21.138125,NA,998
5,2018-10-29,NA,NA,NA,NA,5.425609756097561,22.34987163030488,NA,206
5,2018-11-13,NA,NA,NA,NA,1.5709876543209877,22.89320987654321,NA,580
5,2019-06-11,NA,NA,NA,NA,14.25,14.742105266666666,NA,2751
5,2020-04-14,1096.25,2.35,9.635,0.0225,2.675,12.785,5,1166
5,2020-04-28,1495.5,2.275,11.844999999999999,0.035,5.8,12.315,5,490
5,2020-05-11,1371.75,2.55,12.434999999999999,0.03,5.05,14.705,5,2720
5,2020-06-24,1645.3333333333333,2.3333333333333335,17.23,0.03,4.733333333333333,12.86,5,2945
5,2020-07-07,1702.6,2.02,17.14,0.03,3.94,10.234,5,2507
5,2020-10-01,1095.75,2.375,11.2175,0.0275,2.325,13.09,5,329
5,2020-10-15,1210.6,2.6,9.798,0.022,2.2,15.142,5,962
5,2020-10-26,976,2,9.755,0.0325,2.75,10.1425,5,869
5,2021-03-30,602.5,4.75,3.935,0.02,1.9249999999999998,33.3875,5,1901
5,2021-04-14,501.5,4.575,4.4025,0.03,3.3,31.9225,5,1834
5,2021-04-29,720.75,3.525,9.1375,0.04,11.625,22.880000000000003,5,1356
5,2021-05-11,1621,1.9000000000000001,16.633333333333333,0.04,12.8,9.190000000000001,5,1795
5,2021-05-26,1022.3333333333334,2.4,11.71,0.04,10.566666666666666,13.17,5,2479
5,2021-06-10,900.25,1.6,9.105,0.0375,5.025,6.779999999999999,5,2428
5,2021-07-06,994.6,1.5999999999999999,9.464,0.03,3.36,6.65,5,1840
5,2021-08-02,984.5,1.65,9.379999999999999,0.03,3.8000000000000003,6.97,5,2000
5,2021-08-17,1213.25,2.025,11.3775,0.03,3.575,10.07,5,388
5,2021-09-13,1506.25,1.9000000000000001,13.4725,0.03,3.325,9.095,5,1530
5,2021-09-29,740.75,1.35,5.9175,0.0225,1.775,4.49,5,928
5,2021-10-11,1462,3.533333333333333,10.06,0.03,2.4,22.893333333333334,5,728
5,2021-10-25,992.6666666666666,2.1666666666666665,6.093333333333334,0.02,1.8,11.266666666666666,5,388
5,2021-12-07,1091.4,6.28,5.9719999999999995,0.018000000000000002,1.94,46.336,5,262
5,2022-01-19,1674.6666666666667,3.033333333333333,6.65,0.02,2.1,18.47,5,124
5,2022-02-17,981.8,3.5,4.084,0.014,2.16,22.852,5,847
5,2022-03-03,1160.25,3.425,3.3375,0.02,2.4,21.9775,5,1272
5,2022-03-15,725.8,2.2399999999999998,5.238,0.02,2.12,12.052,5,742
5,2022-03-31,858.6666666666666,3.1666666666666665,6.898333333333333,0.02,2.1833333333333336,19.788333333333334,5,1153
5,2022-04-12,1111,2.025,10.3175,0.025,2.525,10.01,5,1835
5,2022-04-28,997.6,2.7,9.254,0.03,3.3,15.826,5,2240
5,2022-05-23,1397,1.6,15.37,0.04,6.3,6.56,5,597
5,2022-05-24,1299.3333333333333,1.5666666666666667,11.31,0.03,2.85,6.263333333333334,5,1938
5,2022-06-21,1247.2,1.84,17.182,0.036,6.72,8.538,5,2345
5,2022-07-06,1201,1.7,12.536,0.03,3.44,7.326,5,2417
5,2022-07-20,1236.5,1.8166666666666667,14.246666666666666,0.028333333333333332,3.2666666666666666,8.583333333333334,5,1073
5,2022-08-04,1137.5,1.7750000000000001,14.8475,0.0325,4.1,8.17,5,2049
5,2022-08-15,1050.5,1.4,11.71,0.035,3.8499999999999996,5,5,2117
5,2022-08-16,1307.75,1.875,13.5775,0.035,3.6,9.0075,5,1247
5,2022-08-30,1424.3333333333333,1.8333333333333333,15.185,0.03166666666666666,2.9333333333333336,8.465,5,1616
5,2022-09-14,1196,2.7666666666666666,13.046666666666667,0.03,2.466666666666667,16.393333333333334,5,380
5,2022-09-27,731.25,1.825,8.4125,0.0275,2.1500000000000004,8.255,5,1007
5,2022-10-13,1089.3333333333333,2.9333333333333336,9.281666666666666,0.023333333333333334,1.9,17.72833333333333,5,387
5,2022-11-09,981,3.6,5.955,0.02,1.55,23.61,5,510
5,2022-12-08,1231.6,3.42,2.892,0.008,0.98,22.054,5,194
5,2023-01-05,702.8333333333334,3.1666666666666665,4.6850000000000005,0.016666666666666666,1.8499999999999999,19.666666666666668,5,196
5,2023-01-17,622.6,3.18,4.696,0.02,2.26,19.882,5,485
5,2023-01-31,600.8,2.86,5.13,0.02,2.2,17.042,5,384
5,2023-03-01,600.3333333333334,2.433333333333333,6.816666666666666,0.02,1.9666666666666666,13.746666666666666,5,1299
5,2023-03-14,908.25,3,7.425,0.0225,1.95,18.450000000000003,5,636
5,2023-04-13,893.4,2.14,7.524,0.018000000000000002,2.02,11.176,5,2027
5,2023-04-25,1909,2.4,4.54,0.01,1.5,13.51,5,1836
5,2023-05-10,976.25,2.025,8.7275,0.0275,3.125,10.2775,5,1605
5,2023-06-06,812,1.45,9.415,0.03,3.3,5.415,5,2916
5,2023-06-22,1610,1.7,15.89,0.04,4.7,7.51,5,1098
5,2023-07-03,1304.5,3.4,18.009999999999998,0.04,7.699999999999999,21.815,5,2305
5,2023-07-05,1095,1.7,11.2,0.03,4.1,7.72,5,2536
5,2023-07-18,1999,2.066666666666667,15.656666666666666,0.03,2.9333333333333336,10.636666666666667,5,2610
5,2023-08-02,1040.5,1.7,10.64,0.035,3.4,7.665,5,1377
5,2023-08-15,1374.75,2.2,11.425,0.03,2.75,11.39,5,1953
5,2023-08-30,1534,2.4000000000000004,18.495,0.04,4.8,13.29,5,1795
5,2023-08-31,828,1.4,10.34,0.03,3.9,4.83,5,1367
5,2023-09-13,977,1.8666666666666667,9.166666666666666,0.02,2.2,8.92,5,1524
5,2023-10-10,543.25,1.975,5.35,0.02,1.925,9.805,5,1073
5,2023-11-21,858.8,3.02,5.112,0.02,2.42,18.744,5,431
5,2024-01-30,1999,5.566666666666666,4.526666666666666,0.02,2.7666666666666666,40.406666666666666,5,151
5,2024-02-27,532.4,5.92,3.882,0.026,3.7,43.226,5,1156
5,2024-03-12,795.3333333333334,4.15,3.8016666666666667,0.03,3.783333333333333,28.14666666666667,5,448
5,2024-04-23,570.2,3.72,2.988,0.012,1.76,24.468,5,2022
5,2024-05-22,737.75,2.55,4.095,0.0175,2.1,14.459999999999999,5,1111
5,2024-06-18,1010.4,2.68,5.7219999999999995,0.024,2.8,15.662,5,661
5,2024-07-15,1469,0.8,10.850000000000001,0.03,2.7,0,5,1831
5,2024-07-16,1155.6,0.8,7.84,0.026,2.42,0,5,1405
5,2024-08-27,1303.5,1.7833333333333332,12.636666666666667,0.028333333333333332,2.783333333333333,8.148333333333333,5,2114
5,2024-09-10,765.4,2.24,8.478,0.024,2.46,12.19,5,489
5,2024-09-25,1093.8,2.04,12,0.03,3.04,10.554,5,848
5,2024-10-08,1056.5,2.8833333333333333,8.43,0.021666666666666667,1.95,17.635,5,968
5,2024-10-21,675.7142857142857,2.6285714285714286,6.982857142857143,0.02,2.0285714285714285,15.202857142857143,5,254
5,2024-11-26,744.5,2.65,3.5933333333333333,0.016666666666666666,1.6666666666666667,15.708333333333334,5,249
5,2024-12-04,623.1666666666666,3.683333333333333,2.7016666666666667,0.01,1.4833333333333334,24.223333333333333,5,241
6,2016-05-03,NA,NA,NA,NA,1.0608936170212766,25.389171332553193,NA,2710
6,2016-05-31,NA,NA,NA,NA,1.395607843137255,517.4449845196078,NA,1178
6,2016-06-14,NA,NA,NA,NA,1.047125,25.79389254375,NA,1362
6,2016-06-27,NA,NA,NA,NA,1.24772,255.462747368,NA,1246
6,2016-07-14,NA,NA,NA,NA,1.393529411764706,19.70078431372549,NA,2271
6,2016-07-26,NA,NA,NA,NA,7.8085,26.66026316,NA,2218
6,2016-08-08,NA,NA,NA,NA,1.5286153846153847,18.13600202423077,NA,2264
6,2016-08-23,NA,NA,NA,NA,1.8582758620689654,45.796161524482756,NA,2198
6,2016-09-06,NA,NA,NA,NA,1.2550555555555556,26.68123781685185,NA,1095
6,2016-09-21,NA,NA,NA,NA,1.4504363636363635,45.64864114836364,NA,1586
6,2016-10-04,NA,NA,NA,NA,1.3343275862068966,31.003956442931035,NA,609
6,2016-10-19,NA,NA,NA,NA,31.154347826086955,-65.389130434782615,NA,263
6,2016-11-02,NA,NA,NA,NA,0.934530612244898,23.596691729387754,NA,565
6,2016-11-15,NA,NA,NA,NA,1.33675,70.17962719291667,NA,87
6,2016-12-01,NA,NA,NA,NA,0.9146511627906977,42.19069767441861,NA,156
6,2017-01-12,NA,NA,NA,NA,1.7848780487804878,52.226765083414634,NA,250
6,2017-02-06,NA,NA,NA,NA,4.147674418604651,54.93356181139535,NA,218
6,2017-02-20,NA,NA,NA,NA,9.510697674418605,26.765410036744186,NA,257
6,2017-03-07,NA,NA,NA,NA,0.8568181818181818,56.34772727272727,NA,1014
6,2017-03-20,NA,NA,NA,NA,1.9288636363636364,26.66748803818182,NA,326
6,2017-04-18,NA,NA,NA,NA,7.2684444444444445,22.74935672511111,NA,1796
6,2017-05-01,NA,NA,NA,NA,9.527450980392157,45.973065015686274,NA,1174
6,2017-05-16,NA,NA,NA,NA,4.763617021276596,20.251053191489362,NA,1842
6,2017-05-30,NA,NA,NA,NA,4.138333333333334,21.661003898703704,NA,1421
6,2017-06-13,NA,NA,NA,NA,9.223695652173912,19.788272311086956,NA,2749
6,2017-06-27,NA,NA,NA,NA,5.9174,40.499,NA,1627
6,2017-07-11,NA,NA,NA,NA,3.9415384615384617,21.20655581258242,NA,1335
6,2017-08-08,NA,NA,NA,NA,10.804285714285713,14.19831364122449,NA,546
6,2017-08-22,NA,NA,NA,NA,12.947777777777778,29.356150097407408,NA,2039
6,2017-09-06,NA,NA,NA,NA,0.8986666666666667,16.046666666666667,NA,1216
6,2017-09-21,NA,NA,NA,NA,1.2356896551724137,38.464137931034486,NA,1355
6,2017-10-03,NA,NA,NA,NA,0.8354838709677419,14.44774193548387,NA,1165
