DateTimeStartAms;PBmax_EP;alfaB_EP;Eopt_EP;Ek;KdTurb;Chl_Frrf_Recalc;XScanfish;YScanfish;TURBIDScanfish;CHFLYSIScanfish;SALNTTScanfish;meetpuntnaam;Kd;chla_lims;productionMgC;slopeRecalcChlFrrf;offsetCalcKdFromTurbiditeit;slopeCalcKdFromTurbiditeit;conversionEtoC;Chl
2020-04-16 08:09:50;14.02583298959139;0.03881920284197954;1999.9995845276635;361.3117210749029;1.661679;8.7169706;  28276; 381908;7.1499999999999995;4.75;29.330000000000002;;;;2272.220538744764;0.42439;0.81469;0.11846;5;20.54
2020-04-16 08:28:33;14.833664332133083;0.04130382171146838;1780.360557222686;359.1353951640359;1.661679;12.867504799999999;  28276; 381908;7.1499999999999995;4.75;29.330000000000002;VLISSGBISSVH;0.81;12.4;3617.1012643029617;0.42439;0.81469;0.11846;5;30.32
2020-04-16 08:47:16;13.440925987235124;0.038178187282002195;1271.0027066219868;352.05773097486457;1.661679;14.217065;  28276; 381908;7.1499999999999995;4.75;29.330000000000002;VLISSGBISSVH;0.81;12.4;3867.2954247015464;0.42439;0.81469;0.11846;5;33.5
2020-04-16 09:06:00;12.031978124322283;0.043676077324095716;955.8927050626053;275.48211427138267;3.1886284;12.179993;  33545; 382412;20.04;8.48;29.110000000000003;VLISSGBISSVH;0.81;12.4;1804.0698601200086;0.42439;0.81469;0.11846;5;28.7
2020-04-16 09:26:27;12.071190956130147;0.039230224782290705;1122.3630184368733;307.7012946808125;1.9898132;22.9255478;  37777; 379230;9.92;4.98;27.22;;;;5071.168960345167;0.42439;0.81469;0.11846;5;54.02
2020-04-16 09:45:59;12.725018182413194;0.03879022900616897;1076.0788878119654;328.04699813423326;1.5408498;17.5145753;  41375; 375747;6.13;1.72;24.27;;;;5175.410964938026;0.42439;0.81469;0.11846;5;41.27
2020-04-16 10:04:42;14.678129734860335;0.03854785541445961;1289.4865375700688;380.7768182443283;2.419823;15.0361377;  45891; 374016;13.55;2.69;23.62;;;;2953.238079695614;0.42439;0.81469;0.11846;5;35.43
2020-04-16 10:23:25;15.568258941508764;0.04233568061521412;1999.9993463920403;367.7337582690006;2.105904;13.1051632;  50358; 374658;10.9;1.36;22.8;;;;2965.6708691116387;0.42439;0.81469;0.11846;5;30.88
2020-04-16 10:43:01;15.553569854063502;0.035133177538500815;1237.4724708637373;442.70319236052785;1.8642456000000003;12.179993;  54424; 377662;8.860000000000001;1.1700000000000002;21.93;;;;3099.466047529309;0.42439;0.81469;0.11846;5;28.7
2020-04-16 11:01:44;16.22047684485467;0.03871450905781352;1393.1164882274693;418.9766896083366;1.8405535999999998;10.2065795;  56284; 381893;8.66;1.1600000000000001;21.650000000000002;HANSWGL;1.5;3.4;2744.969501741217;0.42439;0.81469;0.11846;5;24.05
