   7.3560250e+05   9.7585750e-08
   7.3560350e+05   7.9547484e-08
   7.3560450e+05   1.4145644e-07
   7.3560550e+05   9.0416845e-08
   7.3560650e+05   1.7000734e-07
   7.3560750e+05   2.3624855e-07
   7.3560850e+05   1.5910715e-07
   7.3560950e+05   2.3917418e-07
   7.3561050e+05   2.3117360e-07
   7.3561150e+05   2.3764963e-07
   7.3561250e+05   2.1125511e-07
   7.3561350e+05   1.1001830e-07
   7.3561450e+05   5.2542173e-08
   7.3561550e+05   7.4411989e-08
   7.3561650e+05   5.8533206e-08
   7.3561750e+05   4.5295325e-08
   7.3561850e+05   4.1981713e-08
   7.3561950e+05   3.9835168e-08
   7.3562050e+05   1.1251510e-07
   7.3562150e+05   1.2493947e-07
   7.3562250e+05   1.4574353e-07
   7.3562350e+05   2.6738949e-07
   7.3562450e+05   1.2118603e-07
   7.3562550e+05   1.8380998e-07
   7.3562650e+05   1.4684776e-07
   7.3562750e+05   5.8037359e-08
   7.3562850e+05   5.8017939e-08
   7.3562950e+05   5.3442044e-08
   7.3563050e+05   4.9934999e-08
   7.3563150e+05   3.6680125e-08
   7.3563250e+05   4.0188225e-08
   7.3563350e+05   6.8604675e-08
   7.3563450e+05   1.0269816e-07
   7.3563550e+05   1.0631852e-07
   7.3563650e+05   1.4423542e-07
   7.3563750e+05   7.7820814e-08
   7.3563850e+05   5.6921539e-08
   7.3563950e+05   5.3831771e-08
   7.3564050e+05   4.1597711e-08
   7.3564150e+05   2.9897600e-08
   7.3564250e+05   3.3773255e-08
   7.3564350e+05   2.4688479e-08
   7.3564450e+05   9.9117524e-09
   7.3564550e+05   1.5975659e-08
   7.3564650e+05   2.2629865e-08
   7.3564750e+05   2.5042562e-08
   7.3564850e+05   2.6554263e-08
   7.3564950e+05   4.8594652e-08
   7.3565050e+05   3.6127679e-08
   7.3565150e+05   9.6512603e-08
   7.3565250e+05   1.1144379e-07
   7.3565350e+05   9.0207249e-08
   7.3565450e+05   1.2133301e-07
   7.3565550e+05   1.0144776e-07
   7.3565650e+05   1.5035973e-07
   7.3565750e+05   9.6652118e-08
   7.3565850e+05   1.1049704e-07
   7.3565950e+05   1.2226843e-07
   7.3566050e+05   1.5353895e-07
   7.3566150e+05   1.1837203e-07
   7.3566250e+05   1.5861675e-07
   7.3566350e+05   2.4123511e-07
   7.3566450e+05   3.1721672e-07
   7.3566550e+05   3.3310566e-07
   7.3566650e+05   5.0329565e-07
   7.3566750e+05   5.4600320e-07
   7.3566850e+05   4.9260009e-07
   7.3566950e+05   3.6947245e-07
   7.3567050e+05   4.6958650e-07
   7.3567150e+05   5.0549486e-07
   7.3567250e+05   4.8818867e-07
   7.3567350e+05   6.8387087e-07
   7.3567450e+05   8.2780442e-07
   7.3567550e+05   7.4584588e-07
   7.3567650e+05   5.8176980e-07
   7.3567750e+05   8.5874877e-07
   7.3567850e+05   1.0945168e-06
   7.3567950e+05   1.0941543e-06
   7.3568050e+05   1.5418732e-06
   7.3568150e+05   2.3544820e-06
   7.3568250e+05   2.8108038e-06
   7.3568350e+05   2.8998945e-06
   7.3568450e+05   2.4451516e-06
   7.3568550e+05   3.1294830e-06
   7.3568650e+05   3.5903009e-06
   7.3568750e+05   3.8971400e-06
   7.3568850e+05   4.1731831e-06
   7.3568950e+05   5.3923300e-06
   7.3569050e+05   7.1879165e-06
   7.3569150e+05   7.9524544e-06
   7.3569250e+05   9.1055768e-06
   7.3569350e+05   9.1787779e-06
   7.3569450e+05   1.4869018e-05
   7.3569550e+05   1.3715648e-05
   7.3569650e+05   1.5676664e-05
   7.3569750e+05   1.8367742e-05
   7.3569850e+05   1.4261118e-05
   7.3569950e+05   1.3239403e-05
   7.3570050e+05   1.5140051e-05
   7.3570150e+05   1.3777393e-05
   7.3570250e+05   2.0826713e-05
   7.3570350e+05   2.2789149e-05
   7.3570450e+05   2.2703251e-05
   7.3570550e+05   2.3167481e-05
   7.3570650e+05   1.9132384e-05
   7.3570750e+05   2.4757543e-05
   7.3570850e+05   2.7988216e-05
   7.3570950e+05   2.6961293e-05
   7.3571050e+05   3.5170597e-05
   7.3571150e+05   3.0631950e-05
   7.3571250e+05   4.2185567e-05
   7.3571350e+05   3.2157176e-05
   7.3571450e+05   3.3730740e-05
   7.3571550e+05   2.9092103e-05
   7.3571650e+05   3.2244836e-05
   7.3571750e+05   3.1233606e-05
   7.3571850e+05   3.6788119e-05
   7.3571950e+05   4.3582802e-05
   7.3572050e+05   5.1454454e-05
   7.3572150e+05   5.2517400e-05
   7.3572250e+05   5.8623301e-05
   7.3572350e+05   6.8737486e-05
   7.3572450e+05   6.7490660e-05
   7.3572550e+05   5.7663574e-05
   7.3572650e+05   5.8498844e-05
   7.3572750e+05   3.7668707e-05
   7.3572850e+05   4.8111870e-05
   7.3572950e+05   3.1627110e-05
   7.3573050e+05   3.7059746e-05
   7.3573150e+05   6.3168847e-05
   7.3573250e+05   6.6891277e-05
   7.3573350e+05   9.0201346e-05
   7.3573450e+05   1.1642018e-04
