# produced with script 'samenstellingPP.R'
# pelagic primary production in gC/m2/d from 14C and FRRF
# stationname = stationname sampled (14C)  or related to compartment (FRRF)
# year = year
# month = month
# monthlyMean = monthly mean gross production in gC/m2/d
# date = constructed date 
# compartment = compartment number related to primary production compartments in Western Scheldt
# source = original data source
# method = method to measure gross primary production
# valuesign = qualifier: '>' means value invalid
stationname;year;month;monthlyMean;na.rm;date;compartment;source;method;valuesign
Hansweert;2021;6;0.7057252606018327;TRUE;2021-06-15;4;RWS;FRRF;NA
Hansweert;2021;7;0.3565982704176362;TRUE;2021-07-15;4;RWS;FRRF;NA
Hansweert;2021;8;0.2766028795555352;TRUE;2021-08-15;4;RWS;FRRF;NA
Hansweert;2021;9;0.27686018658427247;TRUE;2021-09-15;4;RWS;FRRF;NA
Hansweert;2021;10;0.05945869437739756;TRUE;2021-10-15;4;RWS;FRRF;NA
Baalhoek;2020;4;0.31761683369743915;TRUE;2020-04-15;5;RWS;FRRF;NA
Baalhoek;2020;5;0.47254511642515634;TRUE;2020-05-15;5;RWS;FRRF;NA
Baalhoek;2020;6;0.4643143924442092;TRUE;2020-06-15;5;RWS;FRRF;NA
Baalhoek;2020;7;0.38923733370241087;TRUE;2020-07-15;5;RWS;FRRF;NA
Baalhoek;2020;8;0.257456247773737;TRUE;2020-08-15;5;RWS;FRRF;NA
Baalhoek;2020;9;0.1408462104795599;TRUE;2020-09-15;5;RWS;FRRF;NA
Baalhoek;2020;10;0.05629234399462066;TRUE;2020-10-15;5;RWS;FRRF;NA
Baalhoek;2021;3;0.0284020702675711;TRUE;2021-03-15;5;RWS;FRRF;NA
Baalhoek;2021;4;0.19357333207794244;TRUE;2021-04-15;5;RWS;FRRF;NA
Baalhoek;2021;5;0.935776669770595;TRUE;2021-05-15;5;RWS;FRRF;NA
Baalhoek;2021;6;0.5001850014888122;TRUE;2021-06-15;5;RWS;FRRF;NA
Baalhoek;2021;7;0.3086869804840558;TRUE;2021-07-15;5;RWS;FRRF;NA
Baalhoek;2021;8;0.25938787086810255;TRUE;2021-08-15;5;RWS;FRRF;NA
Baalhoek;2021;9;0.16959898186379208;TRUE;2021-09-15;5;RWS;FRRF;NA
Baalhoek;2021;10;0.04811368854904754;TRUE;2021-10-15;5;RWS;FRRF;NA
Bath;2020;4;0.15142258814001933;TRUE;2020-04-15;6;RWS;FRRF;NA
Bath;2020;5;0.3265453031155345;TRUE;2020-05-15;6;RWS;FRRF;NA
Bath;2020;6;0.36390851037095495;TRUE;2020-06-15;6;RWS;FRRF;NA
Bath;2020;7;0.232218495238026;TRUE;2020-07-15;6;RWS;FRRF;NA
Bath;2020;8;0.1699772080624019;TRUE;2020-08-15;6;RWS;FRRF;NA
Bath;2020;9;0.10380913360003342;TRUE;2020-09-15;6;RWS;FRRF;NA
Bath;2020;10;0.0321702504612784;TRUE;2020-10-15;6;RWS;FRRF;NA
Bath;2021;3;0.01576054925079514;TRUE;2021-03-15;6;RWS;FRRF;NA
Bath;2021;4;0.10984607986489896;TRUE;2021-04-15;6;RWS;FRRF;NA
Bath;2021;5;0.5229743018173836;TRUE;2021-05-15;6;RWS;FRRF;NA
Bath;2021;6;0.3090762930168351;TRUE;2021-06-15;6;RWS;FRRF;NA
Bath;2021;7;0.1726698845404427;TRUE;2021-07-15;6;RWS;FRRF;NA
Bath;2021;8;0.143412546074034;TRUE;2021-08-15;6;RWS;FRRF;NA
Bath;2021;9;0.0828689090484704;TRUE;2021-09-15;6;RWS;FRRF;NA
Bath;2021;10;0.02417016690275742;TRUE;2021-10-15;6;RWS;FRRF;NA
Grens;2020;4;0.14755669414005476;TRUE;2020-04-15;7a;RWS;FRRF;NA
Grens;2020;5;0.2317786319710341;TRUE;2020-05-15;7a;RWS;FRRF;NA
Grens;2020;6;0.24658468523208124;TRUE;2020-06-15;7a;RWS;FRRF;NA
Grens;2020;7;0.2665675085476488;TRUE;2020-07-15;7a;RWS;FRRF;NA
Grens;2020;8;0.20100367401053967;TRUE;2020-08-15;7a;RWS;FRRF;NA
Grens;2020;9;0.12690229923643465;TRUE;2020-09-15;7a;RWS;FRRF;NA
Grens;2020;10;0.05014799169121425;TRUE;2020-10-15;7a;RWS;FRRF;NA
Grens;2021;3;0.01031673643888569;TRUE;2021-03-15;7a;RWS;FRRF;NA
Grens;2021;4;0.0725030682535582;TRUE;2021-04-15;7a;RWS;FRRF;NA
Grens;2021;5;0.3733785590677848;TRUE;2021-05-15;7a;RWS;FRRF;NA
Grens;2021;6;0.3653081923791055;TRUE;2021-06-15;7a;RWS;FRRF;NA
Grens;2021;7;0.11718678789394688;TRUE;2021-07-15;7a;RWS;FRRF;NA
Grens;2021;8;0.09564690563730692;TRUE;2021-08-15;7a;RWS;FRRF;NA
Grens;2021;9;0.06949761135445968;TRUE;2021-09-15;7a;RWS;FRRF;NA
Grens;2021;10;0.01060756507887977;TRUE;2021-10-15;7a;RWS;FRRF;NA
