gebied;compartiment;datetime;X_RD;Y_RD;source;license;method;date_added;script;parameter;value;unit
Westerschelde;6;2020-04-28T12:51:37Z;72483;72483;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;41.93;mg C/m2/d
Westerschelde;6;2020-04-28T12:51:37Z;72483;72483;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;7a;2020-04-28T13:10:20Z;73645;73645;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;59.32;mg C/m2/d
Westerschelde;7a;2020-04-28T13:10:20Z;73645;73645;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;9;2020-04-28T13:29:20Z;75838;75838;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;6.89;mg C/m2/d
Westerschelde;9;2020-04-28T13:29:20Z;75838;75838;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;1;2020-04-30T05:39:17Z;28297;28297;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;809.99;mg C/m2/d
Westerschelde;1;2020-04-30T05:39:17Z;28297;28297;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;1;2020-04-30T06:14:17Z;28297;28297;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;1784.1;mg C/m2/d
Westerschelde;1;2020-04-30T06:14:17Z;28297;28297;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;1;2020-04-30T06:33:00Z;31888;31888;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;1271.37;mg C/m2/d
Westerschelde;1;2020-04-30T06:33:00Z;31888;31888;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-04-30T06:51:43Z;37124;37124;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;849.94;mg C/m2/d
Westerschelde;3;2020-04-30T06:51:43Z;37124;37124;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-04-30T07:10:26Z;40576;40576;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;2491.79;mg C/m2/d
Westerschelde;3;2020-04-30T07:10:26Z;40576;40576;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-04-30T07:29:09Z;45378;45378;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;2178.75;mg C/m2/d
Westerschelde;3;2020-04-30T07:29:09Z;45378;45378;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-04-30T07:47:52Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;2348.9;mg C/m2/d
Westerschelde;3;2020-04-30T07:47:52Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-04-30T08:06:35Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;2237.11;mg C/m2/d
Westerschelde;3;2020-04-30T08:06:35Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-04-30T08:25:18Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;2139.78;mg C/m2/d
Westerschelde;3;2020-04-30T08:25:18Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-04-30T08:44:01Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;2072.06;mg C/m2/d
Westerschelde;3;2020-04-30T08:44:01Z;45662;45662;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;4;2020-05-11T08:47:33Z;59542;59542;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;515.56;mg C/m2/d
Westerschelde;4;2020-05-11T08:47:33Z;59542;59542;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-05-11T09:06:16Z;61524;61524;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;460.29;mg C/m2/d
Westerschelde;5;2020-05-11T09:06:16Z;61524;61524;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-05-11T09:24:59Z;63691;63691;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;439.34;mg C/m2/d
Westerschelde;5;2020-05-11T09:24:59Z;63691;63691;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-05-11T09:43:42Z;65479;65479;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;470.04;mg C/m2/d
Westerschelde;5;2020-05-11T09:43:42Z;65479;65479;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-05-11T10:02:25Z;67630;67630;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;487.53;mg C/m2/d
Westerschelde;5;2020-05-11T10:02:25Z;67630;67630;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;6;2020-05-11T10:21:08Z;70142;70142;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;350.79;mg C/m2/d
Westerschelde;6;2020-05-11T10:21:08Z;70142;70142;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;6;2020-05-11T10:39:51Z;72803;72803;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;328.54;mg C/m2/d
Westerschelde;6;2020-05-11T10:39:51Z;72803;72803;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
