gebied;compartiment;datetime;X_RD;Y_RD;date_added;source;script;parameter;value;method;unit
Westerschelde;9;2017-01-25T09:49:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;4;14C incubation;mg C/m2/d
Westerschelde;9;2017-01-25T09:49:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-01-25T09:49:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;1.07;scanfish;ug/l
Westerschelde;9;2017-01-25T09:49:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;1.50933507380626;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-01-25T09:49:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0159186025217127;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-01-25T09:49:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;298.659737612388;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-01-25T09:49:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;3.184;scanfish;/m
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;8;14C incubation;mg C/m2/d
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;1.32;scanfish;ug/l
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;2.87336616255447;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0237608602421116;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;254.654242249838;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-02-22T09:33:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.973;scanfish;/m
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;26;14C incubation;mg C/m2/d
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;2.43;scanfish;ug/l
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;2.75908208407504;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.022496362063735;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;253.171174741043;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-03-15T09:06:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;5.389;scanfish;/m
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;172;14C incubation;mg C/m2/d
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;6.33;scanfish;ug/l
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;2.73381833333271;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0132891054322079;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;406.04291018052197;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-04-20T09:36:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.372;scanfish;/m
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;136;14C incubation;mg C/m2/d
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;5.17;scanfish;ug/l
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;3.36367606151465;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0176950009076542;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;342.622869965212;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-05-04T09:39:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.35;scanfish;/m
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;345;14C incubation;mg C/m2/d
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;4.41;scanfish;ug/l
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;6.94974839516072;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0458330662206265;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;337.855750051556;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-05-17T09:15:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.525;scanfish;/m
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;250;14C incubation;mg C/m2/d
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;4.01;scanfish;ug/l
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;8.95494289180767;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0353217614117706;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;407.039613609457;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-06-08T10:04:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.785;scanfish;/m
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;848;14C incubation;mg C/m2/d
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;9.3;scanfish;ug/l
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;6.62738519715507;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0300993672654792;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;655.799454364898;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-06-21T09:35:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.176;scanfish;/m
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;288;14C incubation;mg C/m2/d
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;4.5;scanfish;ug/l
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;7.16500025787656;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0290035059801507;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;644.566158998038;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-07-05T09:46:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.703;scanfish;/m
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;46;14C incubation;mg C/m2/d
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;5.5;scanfish;ug/l
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;3.45137327247426;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.00441317951410326;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;1096.03127845578;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-07-26T09:12:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;5.044;scanfish;/m
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;163;14C incubation;mg C/m2/d
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;4.63;scanfish;ug/l
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;5.61619076298864;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0245431724834045;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;609.862780391751;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-08-09T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;4.043;scanfish;/m
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;134;14C incubation;mg C/m2/d
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;4.37;scanfish;ug/l
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;5.53521517805934;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0246423480495388;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;596.769090664397;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-08-23T09:17:59Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;3.679;scanfish;/m
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;70;14C incubation;mg C/m2/d
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;1.82;scanfish;ug/l
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;9.45089970694914;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0402624861452116;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;602.726590242883;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-09-06T09:07:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;2.949;scanfish;/m
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;77;14C incubation;mg C/m2/d
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;2.26;scanfish;ug/l
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;8.75263991721506;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0491650489830252;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;489.817581045646;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-09-20T09:28:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;3.527;scanfish;/m
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;45;14C incubation;mg C/m2/d
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;3.01;scanfish;ug/l
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;7.93963049095296;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.0312391770244731;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;636.826638026772;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-10-11T10:29:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;3.74;scanfish;/m
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;19;14C incubation;mg C/m2/d
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;chlfa;2.03;scanfish;ug/l
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PBmax_EP;6.31841996706482;14C incubation;mgC (mg chla)-1 h-1
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;alfaB_EP;0.033340332027708;14C incubation;mgC (mg chla)-1 h-1)/(µmol fotonen m-2 s-1)
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Eopt_EP;481.661205696379;14C incubation;µmol fotonen m-2 s-1
Westerschelde;9;2017-11-08T09:48:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;Kd;6.492;scanfish;/m
Westerschelde;9;2017-12-13T09:20:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;irradiance;1;NA;µmol fotonen m-2 s-1
Westerschelde;9;2017-12-13T09:20:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;PP_depth_integrated;2;14C incubation;mg C/m2/d
Westerschelde;9;2017-12-13T09:20:00Z;75167.5349240296;374081.1659944697;2025-12-01;NIOZ_Jacco;load_niozJacco_integrated_pp.Rmd;bottomdepth;9;NA;m
