gebied;compartiment;datetime;X_RD;Y_RD;source;license;method;date_added;script;parameter;value;unit
Westerschelde;3;2016-09-05T17:05:15Z;38504;378525;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;943.0965;mg C/m2/d
Westerschelde;3;2016-09-05T17:20:29Z;41481;375554;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;849.491;mg C/m2/d
Westerschelde;3;2016-09-05T17:35:35Z;45885;374219;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;478.2527;mg C/m2/d
Westerschelde;3;2016-09-05T17:56:18Z;49687;374413;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;231.0827;mg C/m2/d
Westerschelde;4;2016-09-05T18:11:24Z;53285;376502;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;151.2701;mg C/m2/d
Westerschelde;4;2016-09-05T18:28:09Z;55642;380221;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;176.6965;mg C/m2/d
Westerschelde;4;2016-09-05T18:42:19Z;57752;383344;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;133.7458;mg C/m2/d
Westerschelde;5;2016-09-06T08:57:30Z;60483;382924;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;172.1444;mg C/m2/d
Westerschelde;5;2016-09-06T09:12:35Z;61844;381138;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;125.7833;mg C/m2/d
Westerschelde;5;2016-09-06T09:27:39Z;63460;379590;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;100.029;mg C/m2/d
Westerschelde;5;2016-09-06T09:42:45Z;64824;377757;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;89.04903;mg C/m2/d
Westerschelde;5;2016-09-06T09:57:51Z;66323;376291;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;250.2328;mg C/m2/d
Westerschelde;5;2016-09-06T10:12:55Z;68507;376737;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;149.2691;mg C/m2/d
Westerschelde;6;2016-09-06T10:28:01Z;70973;378193;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;90.26454;mg C/m2/d
Westerschelde;7;2016-09-06T10:43:07Z;72892;377926;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;104.0074;mg C/m2/d
Westerschelde;7;2016-09-06T10:58:12Z;73652;375992;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;93.3634;mg C/m2/d
Westerschelde;9;2016-09-06T11:13:17Z;75394;374147;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;87.08531;mg C/m2/d
Westerschelde;3;2016-09-20T16:54:07Z;38502;378392;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;512.4724;mg C/m2/d
Westerschelde;3;2016-09-20T17:08:02Z;41273;375777;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;760.6876;mg C/m2/d
Westerschelde;3;2016-09-20T17:23:26Z;45543;374050;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;310.5112;mg C/m2/d
Westerschelde;3;2016-09-20T17:38:32Z;50023;374560;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;161.2848;mg C/m2/d
Westerschelde;4;2016-09-20T17:53:38Z;54283;377317;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;260.5405;mg C/m2/d
Westerschelde;4;2016-09-20T18:07:19Z;55978;380944;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;182.9748;mg C/m2/d
Westerschelde;4;2016-09-20T18:21:32Z;58909;383782;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;135.572;mg C/m2/d
Westerschelde;5;2016-09-21T11:06:07Z;60284;382960;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;328.639;mg C/m2/d
Westerschelde;5;2016-09-21T11:21:15Z;61977;380973;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;157.0406;mg C/m2/d
Westerschelde;5;2016-09-21T11:36:21Z;63967;379166;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;129.5284;mg C/m2/d
Westerschelde;5;2016-09-21T11:51:28Z;65275;376990;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;158.0373;mg C/m2/d
Westerschelde;5;2016-09-21T12:06:34Z;67277;376335;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;224.8366;mg C/m2/d
Westerschelde;6;2016-09-21T12:21:39Z;69517;377239;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;198.0486;mg C/m2/d
Westerschelde;6;2016-09-21T12:36:46Z;71947;378637;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;59.32386;mg C/m2/d
Westerschelde;7;2016-09-21T12:51:51Z;73348;376900;NIOZ_Dick;can not be published without NIOZ permission;FRRF;2025-12-01;load_niozDick_integrated_pp.Rmd;PP_depth_integrated;78.69213;mg C/m2/d
