X_RD;Y_RD;datetime;compartiment;parameter;value;gebied;source;license;method;date_added;script;unit
50068;375176;2016-07-13T10:26:00Z;3;salinity;21.11631579;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
53041;377194;2016-07-13T10:41:00Z;4;chlfa;6.953;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
53041;377194;2016-07-13T10:41:00Z;4;turbidity;13.92473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
53041;377194;2016-07-13T10:41:00Z;4;O2;7.587894737;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
53041;377194;2016-07-13T10:41:00Z;4;perc_O2;92.26315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
53041;377194;2016-07-13T10:41:00Z;4;salinity;20.53263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
54605;379043;2016-07-13T10:51:00Z;4;chlfa;6.975;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
54605;379043;2016-07-13T10:51:00Z;4;turbidity;14.33052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
54605;379043;2016-07-13T10:51:00Z;4;O2;7.706315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
54605;379043;2016-07-13T10:51:00Z;4;perc_O2;93.31578947;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
54605;379043;2016-07-13T10:51:00Z;4;salinity;19.93473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
56005;381857;2016-07-13T11:06:00Z;4;chlfa;7.432;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
56005;381857;2016-07-13T11:06:00Z;4;turbidity;17.95473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
56005;381857;2016-07-13T11:06:00Z;4;O2;7.692105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
56005;381857;2016-07-13T11:06:00Z;4;perc_O2;92.89473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
56005;381857;2016-07-13T11:06:00Z;4;salinity;19.08736842;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
58319;383739;2016-07-13T11:21:00Z;4;chlfa;7.358;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
58319;383739;2016-07-13T11:21:00Z;4;turbidity;27.09842105;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
58319;383739;2016-07-13T11:21:00Z;4;O2;7.763684211;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
58319;383739;2016-07-13T11:21:00Z;4;perc_O2;92;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
58319;383739;2016-07-13T11:21:00Z;4;salinity;16.14421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
30785;381953;2016-07-25T17:57:00Z;1;chlfa;5.802;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
30785;381953;2016-07-25T17:57:00Z;1;turbidity;43.89947368;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
30785;381953;2016-07-25T17:57:00Z;1;O2;6.876315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
30785;381953;2016-07-25T17:57:00Z;1;perc_O2;90.42105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
30785;381953;2016-07-25T17:57:00Z;1;salinity;28.93684211;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
35689;381730;2016-07-25T18:12:00Z;1;chlfa;5.627;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
35689;381730;2016-07-25T18:12:00Z;1;turbidity;46.37052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
35689;381730;2016-07-25T18:12:00Z;1;O2;6.864736842;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
35689;381730;2016-07-25T18:12:00Z;1;perc_O2;90.10526316;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
35689;381730;2016-07-25T18:12:00Z;1;salinity;28.45421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
37831;379376;2016-07-25T18:23:00Z;3;chlfa;5.587;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
37831;379376;2016-07-25T18:23:00Z;3;turbidity;26.90421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
37831;379376;2016-07-25T18:23:00Z;3;O2;6.905263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
37831;379376;2016-07-25T18:23:00Z;3;perc_O2;90.36842105;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
37831;379376;2016-07-25T18:23:00Z;3;salinity;26.65105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
39914;376854;2016-07-25T18:35:00Z;3;chlfa;5.873;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
39914;376854;2016-07-25T18:35:00Z;3;turbidity;15.23421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
39914;376854;2016-07-25T18:35:00Z;3;O2;6.936842105;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
39914;376854;2016-07-25T18:35:00Z;3;perc_O2;90.10526316;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
39914;376854;2016-07-25T18:35:00Z;3;salinity;25.37789474;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
44277;374524;2016-07-25T18:52:00Z;3;chlfa;5.81;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
44277;374524;2016-07-25T18:52:00Z;3;turbidity;15.45210526;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
44277;374524;2016-07-25T18:52:00Z;3;O2;6.944736842;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
44277;374524;2016-07-25T18:52:00Z;3;perc_O2;89.31578947;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
44277;374524;2016-07-25T18:52:00Z;3;salinity;23.06368421;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
47670;373776;2016-07-25T19:05:00Z;3;chlfa;5.471;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
47670;373776;2016-07-25T19:05:00Z;3;turbidity;19.40578947;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
47670;373776;2016-07-25T19:05:00Z;3;O2;6.835263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
47670;373776;2016-07-25T19:05:00Z;3;perc_O2;87.94736842;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
47670;373776;2016-07-25T19:05:00Z;3;salinity;22.83263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
50562;374795;2016-07-25T19:16:00Z;3;chlfa;5.43;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
50562;374795;2016-07-25T19:16:00Z;3;turbidity;19.77263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
50562;374795;2016-07-25T19:16:00Z;3;O2;6.843684211;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
50562;374795;2016-07-25T19:16:00Z;3;perc_O2;87.36842105;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
50562;374795;2016-07-25T19:16:00Z;3;salinity;22.03315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
53247;376545;2016-07-25T19:27:00Z;4;chlfa;5.459;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
53247;376545;2016-07-25T19:27:00Z;4;turbidity;18.92157895;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
53247;376545;2016-07-25T19:27:00Z;4;O2;6.897368421;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
53247;376545;2016-07-25T19:27:00Z;4;perc_O2;88.15789474;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
53247;376545;2016-07-25T19:27:00Z;4;salinity;21.89210526;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
55375;378908;2016-07-25T19:38:00Z;4;chlfa;5.543;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
55375;378908;2016-07-25T19:38:00Z;4;turbidity;20.78105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
55375;378908;2016-07-25T19:38:00Z;4;O2;6.924736842;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
55375;378908;2016-07-25T19:38:00Z;4;perc_O2;88.21052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
55375;378908;2016-07-25T19:38:00Z;4;salinity;21.59105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
56613;382023;2016-07-25T19:50:00Z;4;chlfa;5.536;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
56613;382023;2016-07-25T19:50:00Z;4;turbidity;31.80526316;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
56613;382023;2016-07-25T19:50:00Z;4;O2;6.868421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
56613;382023;2016-07-25T19:50:00Z;4;perc_O2;87.21052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
56613;382023;2016-07-25T19:50:00Z;4;salinity;20.88315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
59914;383771;2016-07-26T11:04:00Z;5;chlfa;7.604;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
59914;383771;2016-07-26T11:04:00Z;5;turbidity;19.08315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
59914;383771;2016-07-26T11:04:00Z;5;O2;7.345263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
59914;383771;2016-07-26T11:04:00Z;5;perc_O2;91.47368421;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
59914;383771;2016-07-26T11:04:00Z;5;salinity;16.99421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
61158;382541;2016-07-26T11:16:00Z;5;chlfa;7.342;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
61158;382541;2016-07-26T11:16:00Z;5;turbidity;22.69789474;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
61158;382541;2016-07-26T11:16:00Z;5;O2;7.35;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
61158;382541;2016-07-26T11:16:00Z;5;perc_O2;91;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
61158;382541;2016-07-26T11:16:00Z;5;salinity;15.80473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
62203;380719;2016-07-26T11:29:00Z;5;chlfa;7.496;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
62203;380719;2016-07-26T11:29:00Z;5;turbidity;24.47526316;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
62203;380719;2016-07-26T11:29:00Z;5;O2;7.337894737;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
62203;380719;2016-07-26T11:29:00Z;5;perc_O2;90;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
62203;380719;2016-07-26T11:29:00Z;5;salinity;14.06578947;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
63590;379395;2016-07-26T11:41:00Z;5;chlfa;7.472;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
63590;379395;2016-07-26T11:41:00Z;5;turbidity;22.74473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
63590;379395;2016-07-26T11:41:00Z;5;O2;7.332631579;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
63590;379395;2016-07-26T11:41:00Z;5;perc_O2;90;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
63590;379395;2016-07-26T11:41:00Z;5;salinity;14.31631579;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
64874;377722;2016-07-26T11:54:00Z;5;chlfa;7.653;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
64874;377722;2016-07-26T11:54:00Z;5;turbidity;23.22315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
64874;377722;2016-07-26T11:54:00Z;5;O2;7.340526316;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
64874;377722;2016-07-26T11:54:00Z;5;perc_O2;90.15789474;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
64874;377722;2016-07-26T11:54:00Z;5;salinity;14.00947368;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
66459;376322;2016-07-26T12:08:00Z;5;chlfa;7.725;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
66459;376322;2016-07-26T12:08:00Z;5;turbidity;15.43210526;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
66459;376322;2016-07-26T12:08:00Z;5;O2;7.31;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
66459;376322;2016-07-26T12:08:00Z;5;perc_O2;89.42105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
66459;376322;2016-07-26T12:08:00Z;5;salinity;12.90157895;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
68205;376566;2016-07-26T12:20:00Z;5;chlfa;7.558;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
68205;376566;2016-07-26T12:20:00Z;5;turbidity;14.68052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
68205;376566;2016-07-26T12:20:00Z;5;O2;7.251578947;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
68205;376566;2016-07-26T12:20:00Z;5;perc_O2;88.47368421;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
68205;376566;2016-07-26T12:20:00Z;5;salinity;12.40578947;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
70449;377814;2016-07-26T12:34:00Z;6;chlfa;7.605;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
70449;377814;2016-07-26T12:34:00Z;6;turbidity;25.22421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
70449;377814;2016-07-26T12:34:00Z;6;O2;7.252105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
70449;377814;2016-07-26T12:34:00Z;6;perc_O2;87.89473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
70449;377814;2016-07-26T12:34:00Z;6;salinity;11.21736842;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
72320;378468;2016-07-26T12:47:00Z;6;chlfa;8.012;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
72320;378468;2016-07-26T12:47:00Z;6;turbidity;28.09631579;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
72320;378468;2016-07-26T12:47:00Z;6;O2;7.173684211;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
72320;378468;2016-07-26T12:47:00Z;6;perc_O2;86.89473684;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
72320;378468;2016-07-26T12:47:00Z;6;salinity;9.972631579;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
73357;376779;2016-07-26T13:02:00Z;7;chlfa;7.718;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
73357;376779;2016-07-26T13:02:00Z;7;turbidity;16.10684211;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
73357;376779;2016-07-26T13:02:00Z;7;O2;7.114210526;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
73357;376779;2016-07-26T13:02:00Z;7;perc_O2;85.68421053;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
73357;376779;2016-07-26T13:02:00Z;7;salinity;8.176315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
74341;374800;2016-07-26T13:17:00Z;7;chlfa;8.121;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
74341;374800;2016-07-26T13:17:00Z;7;turbidity;13.87947368;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
74341;374800;2016-07-26T13:17:00Z;7;O2;7.171052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
74341;374800;2016-07-26T13:17:00Z;7;perc_O2;86.57894737;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
74341;374800;2016-07-26T13:17:00Z;7;salinity;8.226842105;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
60970;382822;2016-08-08T08:02:00Z;5;chlfa;9.595;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
60970;382822;2016-08-08T08:02:00Z;5;turbidity;16.71631579;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
60970;382822;2016-08-08T08:02:00Z;5;O2;7.594210526;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
60970;382822;2016-08-08T08:02:00Z;5;perc_O2;93.05263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
60970;382822;2016-08-08T08:02:00Z;5;salinity;19.77894737;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
62575;380406;2016-08-08T08:16:00Z;5;chlfa;7.756;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
62575;380406;2016-08-08T08:16:00Z;5;turbidity;15.56842105;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
62575;380406;2016-08-08T08:16:00Z;5;O2;7.667368421;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
62575;380406;2016-08-08T08:16:00Z;5;perc_O2;93.78947368;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
62575;380406;2016-08-08T08:16:00Z;5;salinity;18.72;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
64390;378703;2016-08-08T08:30:00Z;5;chlfa;7.633;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
64390;378703;2016-08-08T08:30:00Z;5;turbidity;14.20578947;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
64390;378703;2016-08-08T08:30:00Z;5;O2;7.700526316;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
64390;378703;2016-08-08T08:30:00Z;5;perc_O2;93.05263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
64390;378703;2016-08-08T08:30:00Z;5;salinity;17.15157895;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
65492;376729;2016-08-08T08:43:00Z;5;chlfa;7.649;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
65492;376729;2016-08-08T08:43:00Z;5;turbidity;14.01052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
65492;376729;2016-08-08T08:43:00Z;5;O2;7.795263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
65492;376729;2016-08-08T08:43:00Z;5;perc_O2;93;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
65492;376729;2016-08-08T08:43:00Z;5;salinity;14.77947368;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
67394;376380;2016-08-08T08:54:00Z;5;chlfa;7.737;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
67394;376380;2016-08-08T08:54:00Z;5;turbidity;17.22105263;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
67394;376380;2016-08-08T08:54:00Z;5;O2;7.736315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
67394;376380;2016-08-08T08:54:00Z;5;perc_O2;92.94736842;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
67394;376380;2016-08-08T08:54:00Z;5;salinity;15.39684211;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
69974;377579;2016-08-08T09:09:00Z;6;chlfa;8.618;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
69974;377579;2016-08-08T09:09:00Z;6;turbidity;19.74947368;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
69974;377579;2016-08-08T09:09:00Z;6;O2;7.726315789;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;mg/l
69974;377579;2016-08-08T09:09:00Z;6;perc_O2;92.05263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;%
69974;377579;2016-08-08T09:09:00Z;6;salinity;13.47052632;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;PSU
72371;378259;2016-08-08T09:24:00Z;6;chlfa;10.24;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;ug/l
72371;378259;2016-08-08T09:24:00Z;6;turbidity;13.97263158;Westerschelde;NIOZ_Dick;can be used;Meetvis;2025-12-16;load_niozDick_environmentals.Rmd;NTU
