year;month;compartiment;method;monthlyMean
2016;11;3;FRRF;9.9449275
2016;11;4;FRRF;5.344833
2016;11;5;FRRF;7.420446200000001
2016;11;6;FRRF;11.90497
2016;11;7;FRRF;5.989937
2016;11;9;14C incubation;9
2016;11;9;FRRF;0.7810394
2016;11;NA;14C incubation;2
2016;12;9;14C incubation;4
2016;12;NA;14C incubation;1
2017;1;1;FRRF;NA
2017;1;3;FRRF;NA
2017;1;4;FRRF;NA
2017;1;5;FRRF;NA
2017;1;6;FRRF;NA
2017;1;7;FRRF;NA
2017;1;9;14C incubation;4
2017;1;9;FRRF;NA
2017;1;NA;14C incubation;0.5
2017;2;1;FRRF;NA
2017;2;3;FRRF;NA
2017;2;5;FRRF;NA
2017;2;6;FRRF;NA
2017;2;7;FRRF;NA
2017;2;9;14C incubation;8
2017;2;9;FRRF;NA
2017;2;NA;14C incubation;1
2017;3;5;FRRF;NA
2017;3;7;FRRF;NA
2017;3;9;14C incubation;26
2017;3;NA;14C incubation;9.5
2017;4;1;FRRF;NA
2017;4;3;FRRF;NA
2017;4;4;FRRF;NA
2017;4;5;FRRF;NA
2017;4;6;FRRF;NA
2017;4;7;FRRF;NA
2017;4;9;14C incubation;172
2017;4;NA;14C incubation;31.25
2017;5;1;FRRF;NA
2017;5;3;FRRF;NA
2017;5;4;FRRF;NA
2017;5;5;FRRF;NA
2017;5;6;FRRF;NA
2017;5;7;FRRF;NA
2017;5;9;14C incubation;240.5
2017;5;9;FRRF;NA
2017;5;NA;14C incubation;38.75
2017;6;1;FRRF;NA
2017;6;3;FRRF;NA
2017;6;4;FRRF;NA
2017;6;5;FRRF;NA
2017;6;6;FRRF;NA
2017;6;7;FRRF;NA
2017;6;9;14C incubation;549
2017;6;9;FRRF;NA
2017;6;NA;14C incubation;260.25
2017;7;1;FRRF;NA
2017;7;3;FRRF;NA
2017;7;4;FRRF;NA
2017;7;5;FRRF;NA
2017;7;6;FRRF;NA
2017;7;7;FRRF;NA
2017;7;9;14C incubation;167
2017;7;NA;14C incubation;76.66666666666667
2017;8;1;FRRF;NA
2017;8;3;FRRF;NA
2017;8;4;FRRF;NA
2017;8;5;FRRF;NA
2017;8;6;FRRF;NA
2017;8;7;FRRF;NA
2017;8;9;14C incubation;148.5
2017;8;NA;14C incubation;168.75
2017;9;9;14C incubation;73.5
2017;9;NA;14C incubation;40
2017;10;9;14C incubation;45
2017;10;NA;14C incubation;11
2017;11;5;FRRF;NA
2017;11;6;FRRF;NA
2017;11;7;FRRF;NA
2017;11;9;14C incubation;19
2017;11;9;FRRF;NA
2017;11;NA;14C incubation;9
2017;12;1;FRRF;NA
2017;12;3;FRRF;NA
2017;12;4;FRRF;NA
2017;12;5;FRRF;NA
2017;12;6;FRRF;NA
2017;12;7;FRRF;NA
2017;12;9;14C incubation;2
2017;12;9;FRRF;NA
2017;12;NA;14C incubation;1
2018;1;1;FRRF;NA
2018;1;3;FRRF;NA
2018;1;4;FRRF;NA
2018;1;5;FRRF;NA
2018;1;6;FRRF;NA
2018;1;7;FRRF;NA
2018;1;9;FRRF;NA
2018;2;1;FRRF;NA
2018;2;3;FRRF;NA
2018;2;4;FRRF;NA
2018;2;5;FRRF;NA
2018;2;6;FRRF;NA
2018;2;7;FRRF;NA
2018;2;9;FRRF;NA
2018;3;1;FRRF;NA
2018;8;3;FRRF;457.45754
2018;8;4;FRRF;516.3971
2018;8;5;FRRF;366.8612
2018;8;6;FRRF;177.5335
2018;8;7;FRRF;271.8938
2018;9;1;FRRF;NA
2018;9;3;FRRF;NA
2018;9;4;FRRF;NA
2018;9;5;FRRF;NA
2018;9;6;FRRF;NA
2018;9;7;FRRF;NA
2018;10;1;FRRF;NA
2018;10;3;FRRF;NA
2018;10;4;FRRF;NA
2018;10;5;FRRF;NA
2018;10;6;FRRF;NA
2018;10;7;FRRF;NA
2019;6;1;FRRF;NA
2019;6;3;FRRF;NA
2019;6;4;FRRF;NA
2019;6;5;FRRF;NA
2019;6;6;FRRF;NA
2019;6;7;FRRF;NA
2019;7;1;FRRF;NA
2019;7;3;FRRF;NA
2019;7;4;FRRF;NA
2020;4;1;FRRF;1355.0042857142857
2020;4;3;FRRF;2015.7172727272728
2020;4;4;FRRF;1425.365
2020;4;5;FRRF;151.005
2020;4;6;FRRF;77.93666666666667
2020;4;7;FRRF;75.88
2020;4;9;FRRF;6.89
2020;5;4;FRRF;515.56
2020;5;5;FRRF;464.3
2020;5;6;FRRF;339.665
2020;6;1;FRRF;643.9749999999999
2020;6;3;FRRF;578.6757142857143
2020;6;5;FRRF;636.845
2020;6;6;FRRF;495.03
2020;6;7;FRRF;335.555
2020;7;1;FRRF;628.0074999999999
2020;7;3;FRRF;867.88
2020;7;4;FRRF;849.895
2020;7;5;FRRF;494.742
2020;7;6;FRRF;277.72
2020;7;7;FRRF;328.81
2020;10;1;FRRF;68.245
2020;10;3;FRRF;50.876
2020;10;4;FRRF;38.22
2020;10;5;FRRF;69.94769230769231
2020;10;6;FRRF;38.71
2020;10;7;FRRF;51.54
2021;3;1;FRRF;85.92
2021;3;3;FRRF;86.44666666666667
2021;3;4;FRRF;56.33
2021;3;5;FRRF;34.402499999999996
2021;3;6;FRRF;18.54
2021;3;7;FRRF;12.31
2021;3;9;FRRF;10.92
2021;4;1;FRRF;150.57
2021;4;3;FRRF;644.255
2021;4;4;FRRF;722.3466666666666
2021;4;5;FRRF;270.6225
2021;4;6;FRRF;156.715
2021;4;7;FRRF;108.685
2021;5;1;FRRF;884.1320000000001
2021;5;3;FRRF;1501.1788888888889
2021;5;4;FRRF;1605.0533333333333
2021;5;5;FRRF;1193.3983333333333
2021;5;6;FRRF;648.95
2021;5;7;FRRF;423.5433333333333
2021;6;1;FRRF;830.7866666666666
2021;6;3;FRRF;732.4955555555556
2021;6;4;FRRF;540.3275
2021;6;5;FRRF;709.195
2021;6;6;FRRF;438.62
2021;7;1;FRRF;859.52
2021;7;3;FRRF;579.7266666666667
2021;7;4;FRRF;378.425
2021;7;5;FRRF;358.888
2021;7;6;FRRF;180.59
2021;7;7;FRRF;136.19
2021;8;1;FRRF;413.94
2021;8;3;FRRF;395.2633333333333
2021;8;4;FRRF;381.37
2021;8;5;FRRF;256.7125
2021;8;6;FRRF;121.12333333333333
2021;9;1;FRRF;259.826
2021;9;3;FRRF;432.2633333333333
2021;9;4;FRRF;282.988
2021;9;5;FRRF;170.845
2021;9;6;FRRF;76.37
2021;9;7;FRRF;65.96000000000001
2021;10;1;FRRF;54.31
2021;10;3;FRRF;51.91833333333333
2021;10;4;FRRF;33.93666666666667
2021;10;5;FRRF;36.915
2021;10;6;FRRF;16.13
2021;10;7;FRRF;8.855
2021;12;1;FRRF;17.91
2021;12;3;FRRF;16.5375
2021;12;4;FRRF;15.18
2021;12;5;FRRF;5.9319999999999995
2021;12;6;FRRF;3.06
2022;1;1;FRRF;9.86
2022;1;3;FRRF;10.56
2022;1;5;FRRF;6.706666666666667
2022;2;4;FRRF;24.26
2022;2;5;FRRF;22.742
2022;2;6;FRRF;19.02
2022;3;1;FRRF;139.8725
2022;3;3;FRRF;78.76
2022;3;4;FRRF;69.27250000000001
2022;3;5;FRRF;47.973333333333336
2022;3;6;FRRF;29
2022;3;7;FRRF;18.313333333333333
2022;3;9;FRRF;12.53
2022;4;1;FRRF;1017.4033333333333
2022;4;5;FRRF;208.01222222222222
2022;4;6;FRRF;84.82
2022;4;7;FRRF;66.56
2022;4;9;FRRF;33.37
2022;5;1;FRRF;310.35400000000004
2022;5;3;FRRF;394.628
2022;5;4;FRRF;326.445
2022;5;5;FRRF;334.9871428571428
2022;5;6;FRRF;177.555
2022;5;7;FRRF;119.185
2022;5;9;FRRF;22.084999999999997
2022;6;1;FRRF;404.73
2022;6;3;FRRF;579.0666666666667
2022;6;4;FRRF;488.02
2022;6;5;FRRF;997.13
2022;6;6;FRRF;420.3
2022;6;7;FRRF;385.83
2022;7;1;FRRF;559.9133333333333
2022;7;3;FRRF;600.31875
2022;7;4;FRRF;673.9575
2022;7;5;FRRF;322.79545454545456
2022;7;6;FRRF;158.54500000000002
2022;7;7;FRRF;136.855
2022;8;1;FRRF;484.95545454545453
2022;8;3;FRRF;665.3441666666666
2022;8;4;FRRF;456.34
2022;8;5;FRRF;380.843125
2022;8;6;FRRF;187.79000000000002
2022;8;7;FRRF;183.415
2022;9;1;FRRF;141.54
2022;9;3;FRRF;215.82999999999998
2022;9;4;FRRF;114.26666666666667
2022;9;5;FRRF;73.42999999999999
2022;9;6;FRRF;27.865
2022;9;7;FRRF;35.52
2022;10;1;FRRF;76.005
2022;10;3;FRRF;91.27333333333334
2022;10;4;FRRF;70
2022;10;5;FRRF;23.16166666666667
2022;10;6;FRRF;12.69
2022;10;7;FRRF;8.48
2022;11;1;FRRF;28.15
2022;11;3;FRRF;30.6125
2022;11;4;FRRF;24.67
2022;11;5;FRRF;14.434999999999999
2022;11;6;FRRF;11.31
2022;11;7;FRRF;7.7
2022;12;1;FRRF;11.01
2022;12;3;FRRF;18.97
2022;12;4;FRRF;8.403333333333332
2022;12;5;FRRF;2.13
2022;12;6;FRRF;0
2022;12;7;FRRF;0
2023;1;1;FRRF;18.63
2023;1;3;FRRF;40.33
2023;1;4;FRRF;30.46333333333333
2023;1;5;FRRF;17.22875
2023;1;6;FRRF;11.542499999999999
2023;1;7;FRRF;19.09
2023;1;9;FRRF;17.126666666666665
2023;2;1;FRRF;240.79500000000002
2023;2;3;FRRF;107.735
2023;2;4;FRRF;73.07
2023;3;4;FRRF;113.3
2023;3;5;FRRF;48.88142857142857
2023;3;6;FRRF;30.91
2023;3;7;FRRF;30.775
2023;3;9;FRRF;16.12142857142857
2023;4;1;FRRF;76.412
2023;4;3;FRRF;104.76666666666667
2023;4;4;FRRF;99.6925
2023;4;5;FRRF;92.79666666666667
2023;4;6;FRRF;51.89
2023;4;7;FRRF;76.46
2023;4;9;FRRF;35.84111111111111
2023;5;5;FRRF;168.6125
2023;5;6;FRRF;54.8
2023;5;7;FRRF;68.47
2023;5;9;FRRF;35.93125
2023;6;1;FRRF;228.885
2023;6;3;FRRF;320.598
2023;6;4;FRRF;243.04000000000002
2023;6;5;FRRF;471.22666666666663
2023;6;6;FRRF;474.7
2023;6;7;FRRF;320.78999999999996
2023;6;9;FRRF;233
2023;7;3;FRRF;491.5425
2023;7;4;FRRF;510.84833333333336
2023;7;5;FRRF;450.8016666666667
2023;7;6;FRRF;339.95
2023;7;7;FRRF;244.89749999999998
2023;7;9;FRRF;148.35888888888888
2023;8;1;FRRF;298.05333333333334
2023;8;3;FRRF;317.23333333333335
2023;8;4;FRRF;368.292
2023;8;5;FRRF;297.78222222222223
2023;8;6;FRRF;216.4775
2023;8;7;FRRF;183.2925
2023;8;9;FRRF;91.00636363636363
2023;9;1;FRRF;242.3
2023;9;3;FRRF;267.22
2023;9;4;FRRF;222.55
2023;9;5;FRRF;138.61333333333332
2023;10;5;FRRF;71.4
2023;11;4;FRRF;26.18
2023;11;5;FRRF;21.226
2023;11;6;FRRF;11.77
2023;11;7;FRRF;15.165
2023;11;9;FRRF;11.83
2024;1;1;FRRF;19.009999999999998
2024;1;3;FRRF;21.91
2024;1;4;FRRF;20.82
2024;1;5;FRRF;6.663333333333333
2024;1;6;FRRF;5.91
2024;1;7;FRRF;6.05
2024;1;9;FRRF;4.074999999999999
2024;2;1;FRRF;20.725
2024;2;3;FRRF;18.28
2024;2;4;FRRF;21.953333333333333
2024;2;5;FRRF;42.036
2024;2;6;FRRF;33.42
2024;3;1;FRRF;171.9075
2024;3;3;FRRF;56.43666666666667
2024;3;4;FRRF;54.42666666666667
2024;3;5;FRRF;35.281666666666666
2024;3;6;FRRF;18.08
2024;3;7;FRRF;15.39
2024;3;9;FRRF;13.137142857142857
2024;4;1;FRRF;761.9966666666667
2024;4;3;FRRF;211.97
2024;4;4;FRRF;148.885
2024;4;5;FRRF;31.490000000000002
2024;4;6;FRRF;15.56
2024;4;7;FRRF;13.83
2024;4;9;FRRF;17.34
2024;5;3;FRRF;64.1325
2024;5;5;FRRF;56.6
2024;5;6;FRRF;30.84
2024;5;7;FRRF;24.33
2024;5;9;FRRF;11.75
2024;6;1;FRRF;265.328
2024;6;3;FRRF;312.1
2024;6;4;FRRF;322.49
2024;6;5;FRRF;64.628
2024;6;6;FRRF;29.21
2024;6;7;FRRF;24.49
2024;7;1;FRRF;509.00333333333333
2024;7;3;FRRF;530.7042857142857
2024;7;4;FRRF;656.9325
2024;7;5;FRRF;395.7185714285714
2024;7;6;FRRF;201.33499999999998
2024;7;7;FRRF;170.14
2024;7;9;FRRF;146.9025
2024;8;1;FRRF;210.405
2024;8;3;FRRF;210.66750000000002
2024;8;4;FRRF;194.43
2024;8;5;FRRF;304.825
2024;8;6;FRRF;172.5
2024;8;7;FRRF;122.43
2024;9;1;FRRF;307.7257142857143
2024;9;3;FRRF;195.996
2024;9;4;FRRF;232.33
2024;9;5;FRRF;101.94500000000001
2024;9;6;FRRF;55.805
2024;9;7;FRRF;42.93666666666667
2024;9;9;FRRF;28.916249999999998
2024;10;1;FRRF;172.2825
2024;10;3;FRRF;109.184
2024;10;4;FRRF;87.28333333333333
2024;10;5;FRRF;32.04538461538461
2024;10;6;FRRF;19.285
2024;10;7;FRRF;9.933333333333334
2024;10;9;FRRF;4.225
2024;11;1;FRRF;13.5025
2024;11;3;FRRF;18.006666666666668
2024;11;4;FRRF;12.059999999999999
2024;11;5;FRRF;10.42
2024;11;6;FRRF;9.02
2024;11;7;FRRF;5.63
2024;12;1;FRRF;15.786
2024;12;3;FRRF;11.656
2024;12;4;FRRF;8.08
2024;12;5;FRRF;3.6466666666666665
2024;12;6;FRRF;1.81
2024;12;7;FRRF;1.6600000000000001
