latitude longitude stationname datetime depth parametername parameterunit value
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-01-16T12:09:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-01-31T11:57:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-02-13T11:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-02-28T10:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-03-13T10:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-03-25T19:16:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-04-10T08:22:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-04-22T17:32:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-05-07T18:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-05-22T18:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 18
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-06-03T15:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 23
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-06-17T14:26:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 17
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-07-01T14:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-07-15T13:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-07-31T14:40:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-08-15T12:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-08-28T12:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-09-11T13:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-09-25T11:52:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-10-09T10:50:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-10-23T07:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-11-07T11:14:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-11-20T10:15:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-12-05T10:27:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6
51.35008923 4.24933746 "Schaar van Ouden Doel" 2002-12-16T19:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-12-17T16:11:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.34
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-11-12T14:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.96
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-10-23T16:44:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.92
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-09-24T14:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.12
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-08-19T09:46:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.52
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-07-23T01:08:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.64
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-06-17T10:15:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.52
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-05-06T17:38:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.08
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-04-14T21:23:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 22.6
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-03-11T14:56:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.24
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-02-12T18:45:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.64
51.6578 3.21921 "Walcheren 20 km uit de kust" 2003-01-09T17:33:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.84
51.41080224 3.35843516 Wielingen 2003-11-10T19:33:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.18
51.41080224 3.35843516 Wielingen 2003-08-11T17:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.58
51.41080224 3.35843516 Wielingen 2003-05-12T15:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 36.8
51.41080224 3.35843516 Wielingen 2003-02-17T19:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.62
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-01-09T16:27:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.24
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-02-12T17:41:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.22
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-03-11T13:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.34
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-04-14T20:13:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 38.8
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-05-06T16:18:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 23.2
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-06-17T11:32:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.52
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-07-23T00:09:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-08-19T11:04:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.92
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-09-24T13:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.94
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-10-23T15:21:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.66
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-11-12T13:13:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.16
51.5481 3.4095 "Walcheren 2 km uit de kust" 2003-12-17T14:53:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.86
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-01-13T15:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.08
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-02-10T12:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.2
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-03-10T10:56:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.14
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-04-09T11:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 13.8
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-05-08T10:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 27
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-06-04T09:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.28
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-06-30T07:09:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.9
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-07-29T07:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.5
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-08-25T17:24:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.36
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-09-22T16:25:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.84
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-10-20T14:33:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.88
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-11-19T14:38:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.1
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-12-17T12:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.24
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-01-14T10:15:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-02-11T08:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.72
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-03-11T06:01:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.32
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-04-08T04:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 23.2
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-05-06T04:01:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 27
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-05-21T04:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 21.4
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-06-02T14:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.16
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-06-16T14:15:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.54
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-07-01T01:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.92
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-07-14T13:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11.2
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-07-29T13:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.24
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-08-12T13:18:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.64
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-08-26T12:32:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.72
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-09-08T11:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.68
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-09-23T11:22:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 10.8
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-10-07T11:26:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.92
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-10-21T09:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.24
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-11-18T07:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.04
51.41288731 3.56579345 "Vlissingen boei SSVH" 2003-12-16T05:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.1
51.34742676 3.82569972 "Terneuzen boei 20" 2003-01-14T11:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.02
51.34742676 3.82569972 "Terneuzen boei 20" 2003-01-15T17:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.38
51.34742676 3.82569972 "Terneuzen boei 20" 2003-02-10T12:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.62
51.34742676 3.82569972 "Terneuzen boei 20" 2003-02-11T10:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.9
51.34742676 3.82569972 "Terneuzen boei 20" 2003-03-11T12:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.24
51.34742676 3.82569972 "Terneuzen boei 20" 2003-04-10T12:35:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.5
51.34742676 3.82569972 "Terneuzen boei 20" 2003-05-07T10:26:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 35.2
51.34742676 3.82569972 "Terneuzen boei 20" 2003-06-04T09:45:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 14.2
51.34742676 3.82569972 "Terneuzen boei 20" 2003-07-02T08:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.64
51.34742676 3.82569972 "Terneuzen boei 20" 2003-07-28T06:46:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.04
51.34742676 3.82569972 "Terneuzen boei 20" 2003-08-25T18:02:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.14
51.34742676 3.82569972 "Terneuzen boei 20" 2003-09-24T18:15:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.3
51.34742676 3.82569972 "Terneuzen boei 20" 2003-10-21T15:52:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.88
51.34742676 3.82569972 "Terneuzen boei 20" 2003-11-18T08:56:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.24
51.34742676 3.82569972 "Terneuzen boei 20" 2003-11-19T15:24:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.82
51.34742676 3.82569972 "Terneuzen boei 20" 2003-12-16T06:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.18
51.34742676 3.82569972 "Terneuzen boei 20" 2003-12-17T13:09:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.76
51.43701537 4.01438853 "Hansweert geul" 2003-01-14T16:45:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.02
51.43701537 4.01438853 "Hansweert geul" 2003-02-11T14:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.4
51.43701537 4.01438853 "Hansweert geul" 2003-03-11T12:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.72
51.43701537 4.01438853 "Hansweert geul" 2003-04-08T11:15:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.84
51.43701537 4.01438853 "Hansweert geul" 2003-05-06T10:16:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 38
51.43701537 4.01438853 "Hansweert geul" 2003-05-21T09:18:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 29
51.43701537 4.01438853 "Hansweert geul" 2003-06-02T21:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 21.2
51.43701537 4.01438853 "Hansweert geul" 2003-06-16T16:10:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11.2
51.43701537 4.01438853 "Hansweert geul" 2003-07-01T08:35:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.18
51.43701537 4.01438853 "Hansweert geul" 2003-07-14T15:14:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.68
51.43701537 4.01438853 "Hansweert geul" 2003-07-29T20:04:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.22
51.43701537 4.01438853 "Hansweert geul" 2003-08-12T16:20:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.64
51.43701537 4.01438853 "Hansweert geul" 2003-08-26T19:03:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.38
51.43701537 4.01438853 "Hansweert geul" 2003-09-08T13:41:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.92
51.43701537 4.01438853 "Hansweert geul" 2003-09-23T17:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.24
51.43701537 4.01438853 "Hansweert geul" 2003-10-07T13:40:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.84
51.43701537 4.01438853 "Hansweert geul" 2003-10-21T16:13:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.96
51.43701537 4.01438853 "Hansweert geul" 2003-11-18T13:38:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.5
51.43701537 4.01438853 "Hansweert geul" 2003-12-16T12:22:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.26
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-01-14T18:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-01-27T17:13:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-02-11T16:26:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-02-24T15:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-03-10T14:04:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-03-24T14:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-04-07T11:52:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-04-22T13:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-05-06T12:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 21
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-05-19T12:08:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 20
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-06-03T11:43:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 21
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-06-17T11:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 21
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-07-01T10:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-07-15T10:48:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-07-30T10:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-08-14T11:22:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-08-27T09:33:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-09-10T09:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-09-22T18:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-10-06T18:57:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-10-20T16:16:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-11-03T17:22:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-11-17T14:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-12-01T15:26:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-12-15T13:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.35008923 4.24933746 "Schaar van Ouden Doel" 2003-12-29T14:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-12-15T14:02:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.22
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-11-15T18:23:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.72
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-10-26T14:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.52
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-09-30T07:58:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.64
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-08-12T06:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.62
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-07-13T08:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.94
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-06-10T14:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.44
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-05-14T01:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.54
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-04-16T00:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 21
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-03-16T08:01:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.14
51.6578 3.21921 "Walcheren 20 km uit de kust" 2004-01-06T15:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.76
51.41080224 3.35843516 Wielingen 2004-11-08T15:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.62
51.41080224 3.35843516 Wielingen 2004-08-11T15:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.16
51.41080224 3.35843516 Wielingen 2004-05-12T12:16:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 18
51.41080224 3.35843516 Wielingen 2004-02-16T14:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.56
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-01-06T14:50:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.72
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-03-16T06:58:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.48
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-04-15T23:54:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 12.8
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-05-14T00:43:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 19.4
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-06-10T13:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.84
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-07-13T07:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.6
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-08-12T05:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.18
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-09-30T06:57:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.96
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-10-26T12:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.1
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-11-15T17:23:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.44
51.5481 3.4095 "Walcheren 2 km uit de kust" 2004-12-15T13:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.34
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-01-12T09:52:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.88
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-02-11T10:20:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.54
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-03-09T09:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.16
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-04-06T07:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.72
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-06-02T18:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 20.2
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-06-30T16:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.64
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-07-27T14:11:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.74
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-08-24T12:34:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.24
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-09-23T13:38:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.08
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-10-20T10:56:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.14
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-11-16T21:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.84
51.41288731 3.56579345 "Vlissingen boei SSVH" 2004-12-15T21:13:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.08
