FID,id,latitude,longitude,depth,datetime,value,standardparameterid,dataproviderid,imisdatasetid,parametername,parameterunit,dataprovider,stationname,unit,valuesign
abiotic_observations.fid--3256cea3_182c573e9e4_-1abd,307960921,51.43701537,4.01438853,-1,1990-10-08T12:35:00Z,0.084,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hansweert geul,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1abc,307960922,51.43701537,4.01438853,-1,1990-11-05T11:16:00Z,0.115,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hansweert geul,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1abb,310860389,51.3846,4.16569,-1,1987-05-18T16:14:00Z,0.37,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aba,310860390,51.3846,4.16569,-1,1987-06-15T14:44:00Z,0.63,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab9,310860229,51.3846,4.16569,-1,1987-01-06T15:31:00Z,1.95,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab8,310860073,51.3846,4.16569,-1,1987-02-02T14:06:00Z,2.02,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab7,310860403,51.3846,4.16569,-1,1988-08-01T15:17:00Z,0.408,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab6,310860404,51.3846,4.16569,-1,1988-09-19T14:52:00Z,0.067,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab5,310860405,51.3846,4.16569,-1,1988-10-03T14:50:00Z,0.037,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab4,310860384,51.3846,4.16569,-1,1986-05-12T18:15:00Z,0.6,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab3,310860274,51.3846,4.16569,-1,1987-03-30T13:15:00Z,3.22,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab2,310860406,51.3846,4.16569,-1,1988-11-28T14:50:00Z,0.357,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab1,310860385,51.3846,4.16569,-1,1986-06-09T13:15:00Z,0.14,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ab0,310860407,51.3846,4.16569,-1,1988-12-19T17:43:00Z,1.18,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aaf,310860167,51.3846,4.16569,-1,1986-09-22T14:20:00Z,0.32,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aae,310860182,51.3846,4.16569,-1,1986-10-20T12:35:00Z,0.32,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aad,310860197,51.3846,4.16569,-1,1986-11-10T17:35:00Z,1.43,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aac,310860386,51.3846,4.16569,-1,1986-06-30T18:50:00Z,0.06,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aab,310860212,51.3846,4.16569,-1,1986-12-08T16:08:00Z,0.7,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aaa,310860387,51.3846,4.16569,-1,1986-07-28T16:50:00Z,0.43,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa9,310860258,51.3846,4.16569,-1,1987-03-02T13:38:00Z,3.64,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa8,310860408,51.3846,4.16569,-1,1989-01-09T12:27:00Z,0.58,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa7,310860409,51.3846,4.16569,-1,1989-02-13T15:45:00Z,0.26,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa6,310860388,51.3846,4.16569,-1,1986-08-25T15:28:00Z,0.1,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa5,310860380,51.3846,4.16569,-1,1986-01-20T17:46:00Z,3.36,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa4,310860381,51.3846,4.16569,-1,1986-02-17T15:21:00Z,1.92,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa3,310860382,51.3846,4.16569,-1,1986-03-17T14:58:00Z,2.79,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa2,310860383,51.3846,4.16569,-1,1986-04-14T16:52:00Z,2.42,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa1,310860391,51.3846,4.16569,-1,1987-07-13T14:52:00Z,0.15,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1aa0,310860392,51.3846,4.16569,-1,1987-09-07T12:35:00Z,0.37,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a9f,310860393,51.3846,4.16569,-1,1987-10-13T14:05:00Z,0.09,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a9e,310860394,51.3846,4.16569,-1,1987-11-09T13:29:00Z,0.14,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a9d,310860395,51.3846,4.16569,-1,1987-12-07T12:59:00Z,0.74,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a9c,310860396,51.3846,4.16569,-1,1988-01-11T16:10:00Z,2.15,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a9b,310860397,51.3846,4.16569,-1,1988-02-08T13:23:00Z,1.53,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a9a,310860398,51.3846,4.16569,-1,1988-03-08T11:40:00Z,2.01,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a99,310860399,51.3846,4.16569,-1,1988-04-05T13:25:00Z,1.44,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a98,310860400,51.3846,4.16569,-1,1988-05-02T13:10:00Z,0.556,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a97,310860401,51.3846,4.16569,-1,1988-06-06T15:26:00Z,0.361,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a96,310860402,51.3846,4.16569,-1,1988-07-04T13:55:00Z,0.146,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a95,310860410,51.3846,4.16569,-1,1989-03-13T12:56:00Z,0.824,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a94,310860411,51.3846,4.16569,-1,1989-04-10T12:59:00Z,0.159,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a93,310860412,51.3846,4.16569,-1,1989-05-08T11:05:00Z,0.11,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a92,310860413,51.3846,4.16569,-1,1989-06-12T16:26:00Z,0.065,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a91,310860414,51.3846,4.16569,-1,1989-07-10T15:43:00Z,0.086,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a90,310860415,51.3846,4.16569,-1,1989-08-07T14:47:00Z,0.076,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a8f,310860416,51.3846,4.16569,-1,1989-09-04T13:54:00Z,0.045,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a8e,310860417,51.3846,4.16569,-1,1989-10-02T11:41:00Z,0.045,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a8d,310860418,51.3846,4.16569,-1,1989-11-06T14:27:00Z,0.113,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a8c,310860419,51.3846,4.16569,-1,1989-12-04T13:51:00Z,0.246,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a8b,310860420,51.3846,4.16569,-1,1990-01-03T14:55:00Z,1.3,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a8a,310860421,51.3846,4.16569,-1,1990-01-29T12:39:00Z,2.02,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a89,310860422,51.3846,4.16569,-1,1990-02-19T16:12:00Z,0.623,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a88,310860423,51.3846,4.16569,-1,1990-03-19T14:07:00Z,0.048,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a87,310860424,51.3846,4.16569,-1,1990-04-17T14:57:00Z,0.05,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a86,310860425,51.3846,4.16569,-1,1990-05-14T14:23:00Z,0.066,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a85,310860426,51.3846,4.16569,-1,1990-06-11T12:56:00Z,0.094,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a84,310860427,51.3846,4.16569,-1,1990-07-16T17:16:00Z,0.042,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a83,310860428,51.3846,4.16569,-1,1990-08-13T15:06:00Z,0.051,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a82,310860429,51.3846,4.16569,-1,1990-09-10T14:59:00Z,0.107,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a81,310860430,51.3846,4.16569,-1,1990-10-08T13:47:00Z,0.051,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a80,310860431,51.3846,4.16569,-1,1990-11-05T12:36:00Z,0.416,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a7f,310860432,51.3846,4.16569,-1,1990-12-10T16:15:00Z,0.373,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a7e,310860433,51.3846,4.16569,-1,1991-07-15T13:48:00Z,0.434,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a7d,310860434,51.3846,4.16569,-1,1991-08-12T12:58:00Z,0.083,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a7c,310860435,51.3846,4.16569,-1,1991-09-09T12:07:00Z,0.078,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a7b,310860436,51.3846,4.16569,-1,1991-09-30T13:13:00Z,0.057,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a7a,310860437,51.3846,4.16569,-1,1991-10-28T11:25:00Z,0.061,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a79,310860438,51.3846,4.16569,-1,1991-11-25T10:55:00Z,1.68,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a78,310860439,51.3846,4.16569,-1,1991-12-09T10:31:00Z,0.042,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a77,310860440,51.3846,4.16569,-1,1992-01-13T15:26:00Z,0.652,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a76,310860441,51.3846,4.16569,-1,1992-02-10T15:18:00Z,0.74,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a75,310860442,51.3846,4.16569,-1,1992-03-09T13:17:00Z,0.1,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a74,310860443,51.3846,4.16569,-1,1992-04-06T13:45:00Z,0.72,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a73,310860444,51.3846,4.16569,-1,1992-05-06T13:27:00Z,0.187,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a72,310860445,51.3846,4.16569,-1,1992-06-09T17:22:00Z,0.574,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a71,310860446,51.3846,4.16569,-1,1992-07-06T15:17:00Z,0.055,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a70,310860447,51.3846,4.16569,-1,1992-08-03T13:50:00Z,0.069,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a6f,310860448,51.3846,4.16569,-1,1992-08-31T13:27:00Z,0.08,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a6e,310860449,51.3846,4.16569,-1,1992-10-05T15:28:00Z,0.046,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a6d,310860450,51.3846,4.16569,-1,1992-11-02T14:43:00Z,0.268,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a6c,310860451,51.3846,4.16569,-1,1992-11-30T13:13:00Z,0.117,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a6b,310860452,51.3846,4.16569,-1,1992-12-21T18:54:00Z,0.202,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a6a,310860453,51.3846,4.16569,-1,1993-01-11T12:45:00Z,0.503,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a69,310860454,51.3846,4.16569,-1,1993-02-08T11:35:00Z,0.559,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a68,310860455,51.3846,4.16569,-1,1993-03-01T14:14:00Z,0.337,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a67,310860456,51.3846,4.16569,-1,1993-03-29T14:00:00Z,0.086,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a66,310860457,51.3846,4.16569,-1,1993-04-26T12:26:00Z,0.059,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a65,310860458,51.3846,4.16569,-1,1993-05-24T12:43:00Z,0.06,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a64,310860459,51.3846,4.16569,-1,1993-06-21T12:26:00Z,0.138,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a63,310860460,51.3846,4.16569,-1,1993-07-12T15:28:00Z,0.056,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a62,310860461,51.3846,4.16569,-1,1993-08-09T14:56:00Z,0.05,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a61,310860462,51.3846,4.16569,-1,1993-09-06T12:48:00Z,0.044,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a60,310860463,51.3846,4.16569,-1,1993-10-04T12:09:00Z,0.101,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a5f,310860464,51.3846,4.16569,-1,1993-11-08T16:28:00Z,0.032,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a5e,310860465,51.3846,4.16569,-1,1993-12-06T12:04:00Z,0.368,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a5d,310860466,51.3846,4.16569,-1,1994-01-04T14:09:00Z,1.42,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a5c,310860467,51.3846,4.16569,-1,1994-02-01T13:58:00Z,1.81,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a5b,310860468,51.3846,4.16569,-1,1994-02-28T12:08:00Z,1.63,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a5a,310860469,51.3846,4.16569,-1,1994-03-29T12:26:00Z,1.41,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a59,310860470,51.3846,4.16569,-1,1994-05-02T15:25:00Z,0.079,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a58,310860471,51.3846,4.16569,-1,1994-05-30T13:11:00Z,0.068,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a57,310860472,51.3846,4.16569,-1,1994-06-27T13:08:00Z,0.03,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a56,310860473,51.3846,4.16569,-1,1994-07-26T13:23:00Z,0.086,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1a55,310860475,51.3846,4.16569,-1,1994-09-26T14:42:00Z,0.048,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Bath boei 71,mgN/L,=
