FID,id,latitude,longitude,depth,datetime,value,standardparameterid,dataproviderid,imisdatasetid,parametername,parameterunit,dataprovider,stationname,unit,valuesign
abiotic_observations.fid--3256cea3_182c573e9e4_-2a2f,196630873,51.5481,3.4095,-1,2003-03-11T14:51:00Z,0.056,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a2e,196630875,51.5481,3.4095,-1,2003-04-14T22:13:00Z,0.007,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a2d,196630876,51.5481,3.4095,-1,2003-05-06T18:18:00Z,0.029,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a2c,196630877,51.5481,3.4095,-1,2003-06-17T13:32:00Z,0.02,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a2b,196630878,51.5481,3.4095,-1,2003-07-23T02:09:00Z,0.002,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a2a,196630879,51.5481,3.4095,-1,2003-08-19T13:04:00Z,0.063,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a29,196630880,51.5481,3.4095,-1,2003-09-24T15:39:00Z,0.047,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a28,196630881,51.5481,3.4095,-1,2003-10-23T17:21:00Z,0.09,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a27,196630882,51.5481,3.4095,-1,2003-11-12T14:13:00Z,0.025,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a26,196630883,51.5481,3.4095,-1,2003-12-17T15:53:00Z,0.071,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a25,196630884,51.5481,3.4095,-1,2004-01-06T15:50:00Z,0.053,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a24,196630885,51.5481,3.4095,-1,2004-03-16T07:58:00Z,0.025,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a23,196630886,51.5481,3.4095,-1,2004-04-16T01:54:00Z,0.002,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-2a22,196630887,51.5481,3.4095,-1,2004-05-14T02:43:00Z,0.002,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-2a21,196630888,51.5481,3.4095,-1,2004-06-10T15:05:00Z,0.013,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a20,196630889,51.5481,3.4095,-1,2004-07-13T09:31:00Z,0.048,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a1f,196630890,51.5481,3.4095,-1,2004-08-12T07:42:00Z,0.028,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a1e,196630891,51.5481,3.4095,-1,2004-09-30T08:57:00Z,0.041,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a1d,196630892,51.5481,3.4095,-1,2004-10-26T14:55:00Z,0.05,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a1c,196630893,51.5481,3.4095,-1,2004-11-15T18:23:00Z,0.023,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a1b,196630894,51.5481,3.4095,-1,2004-12-15T14:00:00Z,0.016,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a1a,196630895,51.5481,3.4095,-1,2005-01-28T00:35:00Z,0.032,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a19,196630896,51.5481,3.4095,-1,2005-02-21T18:34:00Z,0.054,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a18,196630897,51.5481,3.4095,-1,2005-03-16T11:34:00Z,0.044,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a17,196630898,51.5481,3.4095,-1,2005-04-21T04:09:00Z,0.002,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-2a16,196630899,51.5481,3.4095,-1,2005-05-24T20:48:00Z,0.007,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a15,196630900,51.5481,3.4095,-1,2005-06-16T07:20:00Z,0.048,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a14,196630901,51.5481,3.4095,-1,2005-07-13T18:40:00Z,0.016,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a13,196630902,51.5481,3.4095,-1,2005-08-18T11:38:00Z,0.01,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a12,196630903,51.5481,3.4095,-1,2005-09-19T22:28:00Z,0.054,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a11,196630904,51.5481,3.4095,-1,2005-10-18T19:28:00Z,0.06,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a10,196630905,51.5481,3.4095,-1,2005-11-15T10:45:00Z,0.057,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a0f,196630906,51.5481,3.4095,-1,2005-12-13T11:15:00Z,0.054,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a0e,196630907,51.5481,3.4095,-1,2006-01-05T13:17:00Z,0.06,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a0d,196630908,51.5481,3.4095,-1,2006-02-23T03:49:00Z,0.056,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a0c,196630909,51.5481,3.4095,-1,2006-03-18T00:39:00Z,0.028,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a0b,196630910,51.5481,3.4095,-1,2006-04-28T05:18:00Z,0.002,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a0a,196630911,51.5481,3.4095,-1,2006-05-17T23:20:00Z,0.004,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a09,196630912,51.5481,3.4095,-1,2006-06-13T22:41:00Z,0.023,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a08,196630913,51.5481,3.4095,-1,2006-07-20T11:31:00Z,0.003,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a07,196630914,51.5481,3.4095,-1,2006-08-07T18:52:00Z,0.014,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a06,196630915,51.5481,3.4095,-1,2006-09-14T18:02:00Z,0.048,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a05,196630916,51.5481,3.4095,-1,2006-10-11T20:06:00Z,0.037,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a04,196630917,51.5481,3.4095,-1,2006-11-15T15:37:00Z,0.029,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a03,196630918,51.5481,3.4095,-1,2006-12-20T07:15:00Z,0.038,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a02,196630919,51.5481,3.4095,-1,2007-01-26T01:41:00Z,0.04,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a01,196630920,51.5481,3.4095,-1,2007-02-15T06:59:00Z,0.03,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-2a00,196630921,51.5481,3.4095,-1,2007-03-22T14:38:00Z,0.021,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29ff,196630922,51.5481,3.4095,-1,2007-04-24T09:15:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29fe,196630923,51.5481,3.4095,-1,2007-05-24T03:58:00Z,0.038,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29fd,196630924,51.5481,3.4095,-1,2007-06-14T17:37:00Z,0.013,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29fc,196630925,51.5481,3.4095,-1,2007-07-26T09:11:00Z,0.012,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29fb,196630926,51.5481,3.4095,-1,2007-08-23T17:56:00Z,0.027,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29fa,196630927,51.5481,3.4095,-1,2007-09-13T18:00:00Z,0.064,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f9,196630928,51.5481,3.4095,-1,2007-10-22T18:57:00Z,0.07,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f8,196630929,51.5481,3.4095,-1,2007-11-28T08:59:00Z,0.084,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f7,196630930,51.5481,3.4095,-1,2008-01-23T12:56:00Z,0.049,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f6,196630931,51.5481,3.4095,-1,2008-02-14T17:55:00Z,0.039,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f5,196630932,51.5481,3.4095,-1,2008-04-22T04:07:00Z,0.007,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f4,196630933,51.5481,3.4095,-1,2008-05-19T18:56:00Z,0.002,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-29f3,196630934,51.5481,3.4095,-1,2008-06-10T13:30:00Z,0.056,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f2,196630935,51.5481,3.4095,-1,2008-07-17T05:53:00Z,0.06,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f1,196630936,51.5481,3.4095,-1,2008-08-21T12:30:00Z,0.085,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29f0,196630937,51.5481,3.4095,-1,2008-09-18T01:42:00Z,0.033,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29ef,196630938,51.5481,3.4095,-1,2008-10-16T05:41:00Z,0.046,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29ee,196630939,51.5481,3.4095,-1,2008-11-17T20:38:00Z,0.035,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29ed,196630940,51.5481,3.4095,-1,2008-12-11T22:08:00Z,0.031,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29ec,196630941,51.5481,3.4095,-1,1991-07-24T18:52:00Z,0.091,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29eb,196630942,51.5481,3.4095,-1,1991-08-12T20:25:00Z,0.02,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29ea,196630943,51.5481,3.4095,-1,1991-10-09T13:24:00Z,0.065,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e9,196630944,51.5481,3.4095,-1,1991-10-14T22:45:00Z,0.099,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e8,196630945,51.5481,3.4095,-1,1991-11-18T22:34:00Z,0.086,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e7,196630946,51.5481,3.4095,-1,1991-12-09T23:38:00Z,0.059,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e6,196630947,51.5481,3.4095,-1,1992-01-15T11:33:00Z,0.039,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e5,196630948,51.5481,3.4095,-1,1992-02-04T18:22:00Z,0.063,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e4,196630949,51.5481,3.4095,-1,1992-03-09T23:26:00Z,0.045,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e3,196630950,51.5481,3.4095,-1,1992-04-09T07:45:00Z,0.009,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e2,196630951,51.5481,3.4095,-1,1992-05-11T23:38:00Z,0.047,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e1,196630952,51.5481,3.4095,-1,1992-06-11T21:51:00Z,0.075,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29e0,196630953,51.5481,3.4095,-1,1992-07-20T20:08:00Z,0.022,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29df,196630954,51.5481,3.4095,-1,1992-08-20T16:54:00Z,0.011,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29de,196630955,51.5481,3.4095,-1,1992-09-17T15:37:00Z,0.047,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29dd,196630956,51.5481,3.4095,-1,1992-10-20T15:41:00Z,0.066,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29dc,196630957,51.5481,3.4095,-1,1992-12-08T14:53:00Z,0.05,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29db,196630958,51.5481,3.4095,-1,1993-01-27T19:30:00Z,0.048,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29da,196630960,51.5481,3.4095,-1,1993-03-22T23:10:00Z,0.026,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d9,196630961,51.5481,3.4095,-1,1993-04-13T16:58:00Z,0.006,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d8,196630962,51.5481,3.4095,-1,1993-05-18T06:59:00Z,0.018,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d7,196630963,51.5481,3.4095,-1,1993-06-10T17:22:00Z,0.036,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d6,196630964,51.5481,3.4095,-1,1993-07-12T20:32:00Z,0.038,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d5,196630965,51.5481,3.4095,-1,1993-08-19T07:23:00Z,0.07,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d4,196630966,51.5481,3.4095,-1,1993-09-14T07:27:00Z,0.049,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d3,196630967,51.5481,3.4095,-1,1993-10-11T18:45:00Z,0.04,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d2,196630968,51.5481,3.4095,-1,1993-11-08T23:47:00Z,0.047,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d1,196630969,51.5481,3.4095,-1,1993-12-20T19:53:00Z,0.067,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29d0,196630970,51.5481,3.4095,-1,1994-01-06T16:39:00Z,0.101,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29cf,196630971,51.5481,3.4095,-1,1994-02-02T19:30:00Z,0.03,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29ce,196630972,51.5481,3.4095,-1,1994-03-01T22:31:00Z,0.052,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29cd,196630973,51.5481,3.4095,-1,1994-03-28T23:30:00Z,0.041,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-29cc,196630974,51.5481,3.4095,-1,1994-05-02T20:06:00Z,0.011,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 2 km uit de kust,mgN/L,=
