datetime,X_RD,Y_RD,latitude,longitude
2018-03-05T16:09:55Z,38099,379238,3.707781834993889,51.39108449047361
2018-03-05T16:10:25Z,38169,379107,3.7088306402625126,51.389921729278065
2018-03-05T16:10:55Z,38232,378975,3.7097791791018007,51.38874852428372
2018-03-05T16:11:25Z,38290,378845,3.7106551935217813,51.38759225123446
2018-03-05T16:11:55Z,38346,378720,3.711500787416913,51.38648049143227
2018-03-05T16:12:25Z,38418,378587,3.712578775475631,51.3853001351635
2018-03-05T16:12:55Z,38491,378469,3.713666124124718,51.38425477470741
2018-03-05T16:13:25Z,38570,378354,3.71483860408223,51.38323760072725
2018-03-05T16:13:55Z,38657,378241,3.7161252636814988,51.382240035959136
2018-03-05T16:14:25Z,38745,378128,3.717426227946213,51.38124266251309
2018-03-05T16:14:55Z,38833,378025,3.718723848730227,51.38033514098736
2018-03-05T16:15:25Z,38929,377918,3.720137614898899,51.37939330200283
2018-03-05T16:15:55Z,39023,377812,3.7215222743161394,51.37846002161645
2018-03-05T16:16:25Z,39136,377701,3.7231813532616633,51.37748568848809
2018-03-05T16:16:55Z,39243,377595,3.7247525669210093,51.37655503539863
2018-03-05T16:17:25Z,39347,377492,3.726279657312403,51.37565070673542
2018-03-05T16:17:55Z,39460,377390,3.727935591596252,51.37475718524476
2018-03-05T16:18:25Z,39570,377284,3.729549690719626,51.373827080064515
2018-03-05T16:18:55Z,39681,377183,3.7311764518959256,51.372942089936586
2018-03-05T16:19:25Z,39796,377082,3.732860582866982,51.3720578924479
2018-03-05T16:19:55Z,39915,376978,3.7346030567446267,51.37114752488352
2018-03-05T16:20:25Z,40033,376878,3.7363298031910164,51.37027287441205
2018-03-05T16:20:55Z,40153,376774,3.738086497326993,51.369362657554774
2018-03-05T16:21:25Z,40271,376672,3.739813758509388,51.36846998128273
2018-03-05T16:21:55Z,40398,376566,3.7416714599103114,51.36754315747602
2018-03-05T16:22:25Z,40538,376453,3.7437179864575154,51.366556029804116
2018-03-05T16:22:55Z,40657,376355,3.7454580949230634,51.36569941845953
2018-03-05T16:23:25Z,40778,376250,3.747229110533367,51.36478027757068
2018-03-05T16:23:55Z,40899,376142,3.7490010225606887,51.36383414903047
2018-03-05T16:24:25Z,41026,376032,3.7508596381153363,51.362871229709114
2018-03-05T16:24:55Z,41152,375933,3.7527002805140763,51.36200693378529
2018-03-05T16:25:25Z,41279,375839,3.754553601157707,51.3611877437449
2018-03-05T16:25:55Z,41401,375749,3.7563337978913482,51.36040346618647
2018-03-05T16:26:25Z,41534,375667,3.7582692670332922,51.35969326429195
2018-03-05T16:26:55Z,41680,375591,3.7603893599439426,51.35903955767688
2018-03-05T16:27:25Z,41811,375530,3.7622892832207695,51.35851761103455
2018-03-05T16:27:55Z,41951,375466,3.7643193074363124,51.35797047289184
2018-03-05T16:28:25Z,42102,375402,3.766507175087394,51.35742549648894
2018-03-05T16:28:55Z,42230,375349,3.76836135191905,51.35697474583616
2018-03-05T16:29:25Z,42386,375291,3.7706189825629406,51.35648461056037
2018-03-05T16:29:55Z,42533,375242,3.7727445245508293,51.35607352253532
2018-03-05T16:30:25Z,42676,375195,3.7748119807232445,51.35567957446306
2018-03-05T16:30:55Z,42825,375141,3.7769677394179646,51.35522387202795
2018-03-05T16:31:25Z,42975,375090,3.779136858930664,51.354795288416426
2018-03-05T16:31:55Z,43139,375036,3.7815078272058575,51.35434247421234
2018-03-05T16:32:25Z,43290,374984,3.783691531504316,51.35390501639658
2018-03-05T16:32:55Z,43442,374929,3.785890492600625,51.35344075402565
2018-03-05T16:33:25Z,43605,374869,3.788248860742975,51.35293368306387
2018-03-05T16:33:55Z,43760,374811,3.790491729530106,51.35244296378221
2018-03-05T16:34:25Z,43914,374753,3.7927201983104144,51.351952004592945
2018-03-05T16:34:55Z,44081,374692,3.795136136755719,51.351436592594524
2018-03-05T16:35:25Z,44232,374634,3.797321451553347,51.35094495629748
2018-03-05T16:35:55Z,44382,374575,3.7994926803871576,51.35044409614139
2018-03-05T16:36:25Z,44535,374515,3.8017072289667984,51.349934794531215
2018-03-05T16:36:55Z,44687,374463,3.8039048841995706,51.34949715144084
2018-03-05T16:37:25Z,44840,374411,3.8061168491169215,51.34905966156378
2018-03-05T16:37:55Z,45005,374355,3.8085022300827123,51.348588516337735
2018-03-05T16:38:25Z,45168,374309,3.8108557577804265,51.348206803717964
2018-03-05T16:38:55Z,45326,374265,3.8131368718445118,51.34784204750044
2018-03-05T16:39:25Z,45503,374224,3.815689690145044,51.34750788774042
2018-03-05T16:39:55Z,45656,374207,3.817890638789237,51.34738471978731
2018-03-05T16:40:25Z,45809,374202,3.8200878751402403,51.3473693548413
2018-03-05T16:40:55Z,45954,374181,3.822175230806371,51.34720861250482
2018-03-05T16:41:25Z,46025,374126,3.823211073582301,51.34672801379353
2018-03-05T16:41:55Z,46036,374070,3.823386165976365,51.346226858271535
2018-03-05T16:42:25Z,46027,374037,3.8232671670132508,51.34592855051184
2018-03-05T16:42:55Z,46020,374028,3.8231694835673076,51.345846317697514
