...1,date,campaign,box_RWS,flag,Chl,F_bc,Fm_bc,Fq_bc,FqFm_bc,a_LHII,JVPII_bc,alpha,eopt,ps,Fluo,Turb,SensH,Temp,pH,Oxy,Oxy_sat,Sal,datetime,X,Y
504,08/08/2017 08:02,35,7,A,239.2,39.37,78.21,38.84,0.496611686,0.93547134,0,1.853470221,1499.999989,984.6960817,1.032631579,13.78789474,-109.1578947,20.98052632,7.95,7.363684211,91.57894737,17.14842105,2017-08-08T08:02:00Z,73828,375488
505,21/08/2017 14:03,36,1,R,307.6,50.77,56.72,5.95,0.104901269,5.710950911,0,5.303228611,930.0795318,960.7494303,1.534736842,11.54421053,-105.1578947,19.01631579,8.049473684,7.720526316,99.78947368,32.46,2017-08-21T14:03:00Z,30969,381940
506,21/08/2017 14:18,36,1,R,256.5,42.24,56.28,14.04,0.249466951,1.997988103,0,1.646876944,1010.78822,923.1910934,1.834210526,29.40157895,-104.3157895,19.09421053,8.041052632,7.685263158,99.52631579,32.20105263,2017-08-21T14:18:00Z,36162,381402
507,21/08/2017 14:33,36,3,R,242.8,39.96,54.95,14.99,0.272793449,1.728516584,0,1.615319634,1228.783338,942.6209328,1.514210526,7.073684211,-108.7894737,19.31631579,8.054736842,7.979473684,102.9473684,30.87842105,2017-08-21T14:33:00Z,38926,377990
508,21/08/2017 14:48,36,3,A,238.6,39.27,54.43,15.16,0.278522873,1.663726912,0,1.622728914,1390.486549,999.9999936,1.847368421,5.529473684,-110.5789474,19.41789474,8.076315789,8.377894737,107.2631579,29.40315789,2017-08-21T14:48:00Z,42394,375417
511,21/08/2017 15:34,36,3,A,221.9,36.49,53.11,16.62,0.312935417,1.375945248,0,1.417863671,1352.271198,831.1728344,1.797368421,8.37,-96.63157895,19.31421053,8.060526316,8.155789474,103.7368421,28.38894737,2017-08-21T15:34:00Z,48470,373823
512,21/08/2017 15:49,36,3,A,220.1,36.18,52.42,16.24,0.309805418,1.378039167,0,1.442062986,1380.734439,840.7568502,1.845789474,12.68736842,-97.73684211,19.25052632,8.05,8.038947368,102,28.13894737,2017-08-21T15:49:00Z,51909,375615
513,21/08/2017 16:04,36,4,A,222.3,36.55,51.77,15.22,0.29399266,1.467009415,0,1.5755011,1422.648633,925.1852051,1.978421053,11.19157895,-100.8947368,19.28157895,8.06,8.189473684,103.7368421,27.80157895,2017-08-21T16:04:00Z,55018,378151
514,21/08/2017 16:19,36,4,A,216.8,35.64,51.86,16.22,0.312765137,1.344625568,0,1.479635297,1461.980857,873.7496913,2.208421053,13.46105263,-101.3157895,19.32473684,8.062631579,8.291578947,104.6842105,26.97368421,2017-08-21T16:19:00Z,56388,381682
515,21/08/2017 16:34,36,4,A,215.4,35.39,52.11,16.72,0.32085972,1.301509583,0,1.468294832,1499.999992,880.9690056,2.3025,15.304375,-105.75,19.361875,8.060625,8.421875,105.6875,25.76125,2017-08-21T16:34:00Z,58764,383924
517,22/08/2017 08:04,36,5,A,233,38.33,73.46,35.13,0.478219439,0.945787567,0,1.890225076,1148.74962,639.6485063,1.768421053,20.40157895,-102.5789474,19.42789474,7.936315789,7.951578947,98.15789474,22.82368421,2017-08-22T08:04:00Z,60803,382493
518,22/08/2017 08:13,36,5,R,219.2,36.03,64.99,28.96,0.445607016,0.954100776,0,1.395780709,764.3149728,651.7636949,1.672105263,19.91947368,-103.5789474,19.43315789,7.933157895,7.938947368,98,22.72315789,2017-08-22T08:13:00Z,61811,381155
519,22/08/2017 08:28,36,5,A,221.7,36.46,69.2,32.74,0.473121387,0.909339572,0,1.720397827,1243.247351,702.4935512,1.463157895,19.64157895,-104.4210526,19.51894737,7.910526316,7.847368421,96.52631579,21.99842105,2017-08-22T08:28:00Z,63835,379251
520,22/08/2017 08:38,36,5,R,210.4,34.56,64.6,30.04,0.46501548,0.876977257,0,1.276132092,775.5281325,641.6625109,1.357368421,19.13315789,-102.8947368,19.58736842,7.895789474,7.739473684,95,21.24473684,2017-08-22T08:38:00Z,64908,377828
521,22/08/2017 08:53,36,5,A,214.9,35.32,67.91,32.59,0.479899867,0.868464503,0,1.687175817,1362.055971,728.3596434,1.157894737,13.53263158,-106.4210526,19.77842105,7.886842105,7.626842105,93.26315789,19.96631579,2017-08-22T08:53:00Z,66392,376236
522,22/08/2017 09:04,36,5,R,201.8,33.13,61.84,28.71,0.464262613,0.84205359,0,1.456784567,1375.19153,776.2318622,1.163684211,14.63578947,-107.5789474,19.85,7.88,7.558947368,92.05263158,19.51421053,2017-08-22T09:04:00Z,68043,376504
523,22/08/2017 09:13,36,6,R,210.3,34.55,66.4,31.85,0.479668675,0.849940848,0,1.309872694,851.4066464,671.6030658,1.244210526,22.25736842,-108.7368421,19.89526316,7.874736842,7.484736842,91.21052632,19.15421053,2017-08-22T09:13:00Z,69505,377228
524,22/08/2017 09:23,36,6,R,212.6,34.94,68.14,33.2,0.487232169,0.846192075,0,1.346380605,887.4425608,688.1010719,1.265263158,32.99473684,-110.6315789,20.17421053,7.863684211,7.350526316,89.26315789,17.86473684,2017-08-22T09:23:00Z,71139,378343
525,22/08/2017 09:34,36,6,R,212.5,34.91,68.51,33.6,0.490439352,0.839936678,0,1.530165513,1499.998326,814.2867768,1.198421053,30.65,-112.6315789,20.29842105,7.856315789,7.290526316,88.21052632,17.14684211,2017-08-22T09:34:00Z,72751,378081
526,22/08/2017 09:43,36,7,R,209.4,34.39,67.76,33.37,0.492473436,0.824007897,0,1.345826821,912.2147884,676.6471596,1.236842105,34.13947368,-113.5789474,20.36052632,7.85,7.251052632,88,16.72947368,2017-08-22T09:43:00Z,73394,376784
527,22/08/2017 09:53,36,8,R,212.5,34.91,68.82,33.91,0.49273467,0.83602398,0,1.339105255,867.8296013,683.9733255,1.273684211,37.49210526,-113.5789474,20.44421053,7.845263158,7.194736842,87.05263158,16.28210526,2017-08-22T09:53:00Z,74247,375444
528,22/08/2017 10:02,36,9,R,211.6,34.77,68.83,34.06,0.494842365,0.829124644,0,1.371222244,857.7856143,650.8567157,1.261578947,37.43473684,-123.6842105,20.59526316,7.843157895,7.17,86.89473684,16.04947368,2017-08-22T10:02:00Z,75299,374240
537,28/11/2017 10:10,41,5,A,6.947,0.658,1.168,0.51,0.436643836,0.017781998,0,0.023857398,651.8018827,7.672924752,0.586842105,12.99578947,-107.1052632,8.848421053,7.823684211,9.421578947,96,24.77157895,2017-11-28T10:10:00Z,61047,382248
538,28/11/2017 10:25,41,5,A,5.942,0.49,0.828,0.338,0.40821256,0.014164189,0,0.023424756,938.7034829,6.778971667,0.597368421,12.08210526,-103.4736842,8.762105263,7.884736842,9.521052632,95.63157895,22.92052632,2017-11-28T10:25:00Z,63583,379587
539,28/11/2017 10:40,41,5,A,5.992,0.499,0.849,0.35,0.412249706,0.014283091,0,0.021026318,867.1299871,7.352877764,0.598947368,11.03157895,-104.2105263,8.9,7.902105263,9.566842105,95.42105263,21.62947368,2017-11-28T10:40:00Z,65459,376712
540,28/11/2017 10:54,41,5,A,5.941,0.49,0.838,0.348,0.415274463,0.013923322,0,0.020075429,890.7291895,7.914228247,0.636842105,12.04684211,-107.2631579,9.019473684,7.911578947,9.556842105,95,20.96315789,2017-11-28T10:54:00Z,68646,376743
541,28/11/2017 11:08,41,6,A,6.205,0.534,0.938,0.404,0.430703625,0.014630014,0,0.025284853,1159.955987,8.66797942,0.756842105,17.19210526,-112.2105263,9.363157895,7.913157895,9.551052632,94.94736842,19.07631579,2017-11-28T11:08:00Z,71454,378338
542,28/11/2017 11:23,41,7,A,6.211,0.535,0.945,0.41,0.433862434,0.014550695,0,0.023284948,1027.548095,8.279977253,0.749473684,12.35631579,-101.6315789,9.73,7.914736842,9.538421053,94.15789474,16.83578947,2017-11-28T11:23:00Z,73507,376409
543,28/11/2017 11:37,41,9,A,6.02,0.503,0.871,0.368,0.42250287,0.014048189,0,0.023483373,1181.63863,8.086311921,0.698333333,10.16666667,-103.4166667,9.831666667,7.899166667,9.463333333,93,16.1375,2017-11-28T11:37:00Z,75434,374132
544,11/12/2017 12:59,42,5,A,7.897,0.816,1.089,0.273,0.250688705,0.038409389,0,0.05348928,1255.666833,16.30642638,0.898947368,33.83736842,-114.7894737,5.962631579,7.894210526,10.79473684,103,19.91526316,2017-12-11T12:59:00Z,60033,383673
545,11/12/2017 13:13,42,5,A,6.297,0.549,0.907,0.358,0.394707828,0.016412646,0,0.027215473,1099.341299,7.299701364,1.004736842,38.94631579,-117.1052632,6.023684211,7.909473684,10.84736842,103,18.69894737,2017-12-11T13:13:00Z,61629,381440
546,11/12/2017 13:27,42,5,A,6.406,0.568,0.97,0.402,0.41443299,0.016172458,0,0.022162405,792.9919668,7.347192455,0.975789474,38.79789474,-122.4210526,6.211052632,7.911052632,10.80526316,102.9473684,18.38105263,2017-12-11T13:27:00Z,63611,379450
547,11/12/2017 13:42,42,5,A,6.343,0.557,0.961,0.404,0.420395421,0.015634328,0,0.02065755,761.7482186,7.558799047,0.943157895,32.63,-124.6315789,6.336842105,7.918421053,10.81578947,102.1052632,17.05684211,2017-12-11T13:42:00Z,65216,377111
548,11/12/2017 13:56,42,5,A,6.237,0.539,0.919,0.38,0.413492927,0.015381642,0,0.023937331,883.6758479,7.620222002,0.864210526,26.11263158,-138.4210526,6.635263158,7.910526316,10.8,101.9473684,15.47894737,2017-12-11T13:56:00Z,66906,376358
549,11/12/2017 14:11,42,6,A,6.115,0.519,0.898,0.379,0.422048998,0.014510637,0,0.020362172,817.4941825,7.38651014,1.027368421,39.24315789,-138.7368421,6.800526316,7.91,10.78947368,101.7368421,14.97210526,2017-12-11T14:11:00Z,69286,377165
550,11/12/2017 14:25,42,6,A,5.993,0.499,0.84,0.341,0.405952381,0.014504657,0,0.023034863,864.3864299,7.163722564,1.183684211,50.92578947,-143.2631579,7.112631579,7.898947368,10.7,100.1578947,13.45684211,2017-12-11T14:25:00Z,71684,378361
551,11/12/2017 14:39,42,7,A,6.201,0.533,0.93,0.397,0.42688172,0.014733355,0,0.019092298,809.6363764,7.713490564,1.201578947,55.47947368,-138.5789474,7.273157895,7.877894737,10.55789474,99.26315789,12.85842105,2017-12-11T14:39:00Z,73285,377175
552,11/12/2017 14:53,42,7,A,6.092,0.515,0.889,0.374,0.420697413,0.014445061,0,0.024108129,935.5203753,7.235647141,1.216842105,57.48473684,-136.8421053,7.384736842,7.860526316,10.45263158,98.05263158,12.45578947,2017-12-11T14:53:00Z,74117,374971
553,11/12/2017 15:08,42,9,A,6.291,0.549,0.947,0.398,0.420274551,0.01541421,0,0.020214112,764.5187652,7.933018553,1.553888889,90.415,-152.5555556,7.454444444,7.849444444,10.37222222,97.33333333,12.12666667,2017-12-11T15:08:00Z,75570,373992
555,14/12/2017 10:43,42,1,A,9.967,1.161,2.128,0.967,0.454417293,0.03014806,0,0.04846926,1499.99968,9.877101496,0.638947368,28.71578947,-108.9473684,5.805789474,7.95,9.612105263,96,30.87842105,2017-12-14T10:43:00Z,32302,382105
556,14/12/2017 10:58,42,1,R,6.523,0.587,0.973,0.386,0.396711202,0.017460056,0,0.029794744,1499.999659,7.027690405,1.341578947,69.89526316,-105.8421053,5.86,7.95,9.557368421,95,29.96947368,2017-12-14T10:58:00Z,36571,380952
557,14/12/2017 11:14,42,3,A,7.414,0.736,1.236,0.5,0.404530744,0.021468826,0,0.034089061,972.9636529,9.864946663,0.687894737,25.54789474,-108.9473684,5.732105263,7.956842105,9.698421053,95,28.16947368,2017-12-14T11:14:00Z,39358,377496
558,14/12/2017 11:29,42,3,A,6.368,0.561,0.962,0.401,0.416839917,0.015880917,0,0.025113629,987.2714838,8.185564,0.612631579,18.35,-111.5263158,5.734736842,7.958421053,9.758947368,95,27.00421053,2017-12-14T11:29:00Z,42795,375090
559,14/12/2017 11:42,42,3,A,6.144,0.524,0.893,0.369,0.413213886,0.014963679,0,0.023041254,853.490798,7.204413814,0.608333333,16.1475,-122.5,5.748333333,7.950833333,9.81,94,25.125,2017-12-14T11:42:00Z,46170,374217
560,14/12/2017 11:57,42,3,A,6.314,0.552,0.955,0.403,0.421989529,0.015435454,0,0.025026185,931.1437039,7.946837382,0.646111111,19.37111111,-90.77777778,5.715555556,7.955555556,9.806666667,94.88888889,25.73388889,2017-12-14T11:57:00Z,47170,373938
561,14/12/2017 12:11,42,3,A,6.283,0.547,0.962,0.415,0.431392931,0.014962229,0,0.021377657,785.4912694,7.744126749,0.729473684,25.06421053,-99.68421053,5.639473684,7.957368421,9.865263158,94.68421053,25.08421053,2017-12-14T12:11:00Z,50892,374983
562,14/12/2017 12:25,42,4,A,6.432,0.572,0.997,0.425,0.426278837,0.015833768,0,0.025178635,854.0235649,8.39596219,0.811578947,30.39894737,-101.2631579,5.613684211,7.958947368,9.9,95,24.88894737,2017-12-14T12:25:00Z,54307,377366
563,14/12/2017 12:39,42,4,R,6.286,0.548,0.991,0.443,0.447023209,0.014465468,0,0.023279332,1499.99994,9.614014623,0.777894737,26.08315789,-101.6842105,5.518421053,7.968947368,9.99,95,23.94315789,2017-12-14T12:39:00Z,55898,380812
564,14/12/2017 12:51,42,4,R,6.347,0.558,0.982,0.424,0.431771894,0.015249719,0,0.023290908,908.5361766,8.284228095,0.827368421,29.77578947,-100.6842105,5.457368421,7.982105263,10.04684211,95,22.79157895,2017-12-14T12:51:00Z,57614,383464
573,08/01/2018 12:04,43,5,A,36.8,5.634,9.268,3.634,0.392101856,0.169550842,0,0.219600679,510.9492594,50.96541367,0.898461538,18.97538462,-47.07692308,5.730769231,7.826923077,11.13846154,95.30769231,11.27,2018-01-08T12:04:00Z,59586,383988
576,08/01/2018 12:55,43,5,R,31.11,4.686,7.61,2.924,0.384231275,0.143910201,0,0.20877757,561.7139576,51.49094345,1.102857143,22.76857143,-117.3571429,6.31,7.777142857,10.95,92.07142857,6.637142857,2018-01-08T12:55:00Z,66019,376223
577,08/01/2018 13:10,43,5,R,29.87,4.478,6.88,2.402,0.349127907,0.151349689,0,0.214907617,617.9443667,55.30934516,1.142631579,27.80842105,-119.3684211,6.540526316,7.791578947,10.8,91,6.108421053,2018-01-08T13:10:00Z,68388,376617
578,08/01/2018 13:25,43,6,R,29.57,4.428,6.869,2.441,0.355364682,0.147033182,0,0.225636412,586.5516528,52.32077051,1.258947368,36.94263158,-126.8947368,6.740526316,7.800526316,10.61052632,89.15789474,4.790526316,2018-01-08T13:25:00Z,70843,378091
579,08/01/2018 13:40,43,7,R,29.31,4.384,6.643,2.259,0.340057203,0.152124994,0,0.249674908,708.5364565,54.71468623,1.454210526,44.92473684,-122.7368421,6.873684211,7.756315789,10.34736842,86.63157895,4.144736842,2018-01-08T13:40:00Z,73067,377659
580,08/01/2018 13:58,43,7,R,33.95,5.159,9.011,3.852,0.427477527,0.142407954,0,0.220498691,1499.996266,85.35872609,1.361578947,34.51526316,-119.9473684,6.987368421,7.726842105,10.09473684,84.57894737,3.535263158,2018-01-08T13:58:00Z,74283,374824
581,08/01/2018 14:13,43,9,A,35.34,5.389,9.73,4.341,0.44614594,0.142532284,0,0.212412032,569.0204906,52.37051389,1.582631579,56.81,-95.42105263,6.995789474,7.693684211,9.992631579,83.57894737,3.336315789,2018-01-08T14:13:00Z,75528,374111
584,11/01/2018 08:56,43,1,A,86.77,13.96,26.3,12.34,0.469201521,0.351081556,0,0.495812446,333.3192978,45.47023856,0.549473684,18.27,-114.6842105,5.522105263,7.864736842,10.7,102.7894737,28.16157895,2018-01-11T08:56:00Z,31213,382011
585,11/01/2018 09:04,43,1,R,40.25,6.208,8.575,2.367,0.276034985,0.26538085300000003,0,0.311454556,471.4723791,50.7297029,0.738947368,32.29473684,-97.94736842,5.516315789,7.867894737,10.7,102.9473684,27.92631579,2018-01-11T09:04:00Z,33815,382050
586,11/01/2018 09:21,43,3,A,49.63,7.772,12.09,4.318,0.357154673,0.256778384,0,0.332193571,519.6596384,58.41447733,0.971578947,37.46578947,-100.6842105,5.494736842,7.879473684,10.84210526,102,25.46105263,2018-01-11T09:21:00Z,37745,379504
587,11/01/2018 09:36,43,3,R,48.75,7.624,12.13,4.506,0.37147568,0.2421779,0,0.317180214,535.5451137,63.87158923,0.69,17.28315789,-102.2631579,5.529473684,7.880526316,11.03157895,102,22.58631579,2018-01-11T09:36:00Z,40442,376406
588,11/01/2018 09:52,43,3,A,41.7,6.451,9.84,3.389,0.344410569,0.221020511,0,0.296725745,506.1950023,60.61723112,0.806315789,23.04736842,-102.5263158,5.669473684,7.878421053,11.07894737,101.7368421,21.26368421,2018-01-11T09:52:00Z,44473,374477
589,11/01/2018 10:07,43,3,A,41.49,6.415,9.64,3.225,0.334543568,0.226269482,0,0.359946398,633.4891542,64.71383536,0.7575,18.580625,-100.1875,5.618125,7.870625,11.1,101.8125,20.871875,2018-01-11T10:07:00Z,46620,373964
590,11/01/2018 10:22,43,3,A,41.2,6.366,9.64,3.274,0.339626556,0.221180584,0,0.306519483,525.0130957,64.69385127,0.814210526,22.88631579,-104.4210526,5.598947368,7.871578947,11.13157895,102,20.49105263,2018-01-11T10:22:00Z,50587,374764
591,11/01/2018 10:33,43,4,R,41.39,6.398,9.6,3.202,0.333541667,0.226347733,0,0.155455847,234.8695431,55.43308548,0.697894737,13.66789474,-105.6315789,5.575789474,7.876315789,11.21578947,102,19.83526316,2018-01-11T10:33:00Z,53206,376533
592,11/01/2018 10:48,43,4,A,50.67,7.945,13.58,5.635,0.414948454,0.225934087,0,0.353566093,544.6658724,65.09879821,0.863684211,24.51421053,-104.0526316,5.547894737,7.883157895,11.27368421,102,19.03684211,2018-01-11T10:48:00Z,55583,379945
593,11/01/2018 11:03,43,4,A,42.07,6.512,9.97,3.458,0.346840522,0.221547355,0,0.328649151,547.6130867,63.61292317,0.935789474,26.43526316,-103.0526316,5.542631579,7.900526316,11.40526316,101.5263158,17.09263158,2018-01-11T11:03:00Z,57437,383252
594,22/01/2018 08:31,44,5,A,44.52,6.921,13.84,6.919,0.499927746,0.163359207,0,0.294242573,703.4355152,72.9883539,1.092631579,34.33842105,-114.8421053,5.113157895,7.994210526,11.6,101,13.62684211,2018-01-22T08:31:00Z,60538,383114
595,22/01/2018 08:47,44,5,A,37.76,5.794,10.9,5.106,0.468440367,0.145950701,0,0.255068078,769.7241849,66.90078529,1.238947368,42.12473684,-116.4736842,5.224736842,7.97,11.65263158,100,11.79736842,2018-01-22T08:47:00Z,62265,380719
596,22/01/2018 09:02,44,5,A,36.85,5.642,10.04,4.398,0.438047809,0.151982497,0,0.251569287,663.7480154,66.41143007,1.217368421,42.13052632,-107.4210526,5.251578947,7.953684211,11.60526316,100,11.36526316,2018-01-22T09:02:00Z,64326,378722
597,22/01/2018 09:17,44,5,A,36.47,5.579,9.68,4.101,0.423657025,0.155390318,0,0.263285537,660.3858685,66.44147005,1.1,28.94,-101.3157895,5.404736842,7.957894737,11.6,99.15789474,9.920526316,2018-01-22T09:17:00Z,65770,376252
598,22/01/2018 09:32,44,5,A,35.35,5.392,9.105,3.713,0.407797913,0.156022378,0,0.254884512,653.6472394,65.82637587,1.196842105,33.17947368,-101.2105263,5.496315789,7.937894737,11.58421053,98.31578947,9.200526316,2018-01-22T09:32:00Z,68384,376620
599,22/01/2018 09:47,44,6,A,35.12,5.354,8.901,3.547,0.398494551,0.158539683,0,0.26636957,709.251857,67.86719521,1.809473684,88.71473684,-104,5.705263158,7.925263158,11.44210526,96.68421053,7.648947368,2018-01-22T09:47:00Z,71284,378310
600,22/01/2018 10:02,44,7,A,35.31,5.386,8.802,3.416,0.388093615,0.163761519,0,0.274673228,708.93502,69.29413651,1.300526316,34.38526316,-105.5789474,6.174736842,7.891052632,11.20526316,94.68421053,5.87,2018-01-22T10:02:00Z,73308,377083
601,22/01/2018 10:17,44,7,A,34.79,5.298,8.509,3.211,0.377365143,0.16566554,0,0.316629341,965.1680907,73.95387421,1.488947368,50.41052632,-108.6315789,6.227894737,7.866842105,11.08421053,93.57894737,5.566842105,2018-01-22T10:17:00Z,74571,374627
602,05/02/2018 10:21,45,5,A,38.29,5.881,8.088,2.207,0.272873393,0.254315012,0,0.295210709,720.7514215,98.71592367,1.28,46.52473684,-101.6842105,5.594210526,7.862105263,10.99473684,93.52631579,10.77473684,2018-02-05T10:21:00Z,60652,382692
603,05/02/2018 10:37,45,5,A,32.79,4.965,8.232,3.267,0.396865889,0.147624176,0,0.207126006,710.3361643,66.02496485,1.330526316,52.88789474,-104.1578947,5.652105263,7.885789474,10.98421053,93,10.35894737,2018-02-05T10:37:00Z,62682,380263
604,05/02/2018 10:52,45,5,A,32.59,4.932,8.292,3.36,0.405209841,0.143623363,0,0.218798382,727.5181756,65.04983741,1.278947368,45.20578947,-108.9473684,5.817368421,7.895789474,11,92,9.104736842,2018-02-05T10:52:00Z,64738,378182
607,05/02/2018 11:41,45,6,A,35.84,5.473,9.83,4.357,0.443234995,0.14570465,0,0.226248345,749.506828,66.38688388,1.643684211,74.45157895,-105.2105263,6.634736842,7.841052632,10.38947368,86.63157895,4.761052632,2018-02-05T11:41:00Z,71594,378393
608,05/02/2018 11:58,45,7,A,36.4,5.566,9.84,4.274,0.434349593,0.151211837,0,0.244638539,876.9844271,74.24757394,1.841052632,91.58052632,-105.3157895,6.72,7.803157895,10.22105263,85.05263158,4.337368421,2018-02-05T11:58:00Z,73396,376756
609,05/02/2018 12:15,45,9,A,36.15,5.525,9.76,4.235,0.433913934,0.150248689,0,0.232462516,742.1365306,67.35486567,1.988421053,107.7568421,-108.5263158,6.853684211,7.777894737,10.01526316,83.57894737,3.768421053,2018-02-05T12:15:00Z,75040,374212
612,06/02/2018 17:43,45,1,A,49.83,7.805,16.48,8.675,0.526395631,0.174961559,0,0.241423135,473.9698348,31.91712761,1.540526316,83.44263158,-104.7368421,5.194736842,7.91,10.3,98,27.68157895,2018-02-06T17:43:00Z,31961,381983
613,06/02/2018 17:59,45,1,A,36.84,5.64,7.743,2.103,0.271600155,0.245036679,0,0.278529456,464.867692,56.58379223,1.293684211,66.73947368,-110.3684211,5.212105263,7.915263158,10.3,97.89473684,27.18684211,2018-02-06T17:59:00Z,36330,381267
614,06/02/2018 18:14,45,3,A,42.97,6.661,10.67,4.009,0.375726336,0.209194279,0,0.303418892,609.4206311,61.26051958,0.924210526,35.51263158,-105.6315789,5.057368421,7.93,10.55789474,97,23.60526316,2018-02-06T18:14:00Z,38827,378193
615,06/02/2018 18:29,45,3,A,37.57,5.762,8.86,3.098,0.3496614,0.194449831,0,0.283468961,608.3287577,66.28963039,0.852105263,31.98105263,-104.9473684,5.150526316,7.928947368,10.61052632,97,21.99052632,2018-02-06T18:29:00Z,42001,375185
617,06/02/2018 18:59,45,3,A,36.76,5.626,8.804,3.178,0.360972285,0.183911072,0,0.26833192300000003,539.7773145,64.23318561,1.220526316,52.38,-106.7368421,5.180526316,7.932105263,10.70526316,96,19.67473684,2018-02-06T18:59:00Z,49484,374350
618,06/02/2018 19:14,45,4,A,35.44,5.407,8.271,2.864,0.3462701,0.18425674,0,0.282433371,564.8517609,62.15347598,1.152105263,47.78842105,-110.5263158,5.171578947,7.93,10.7,96,19.44894737,2018-02-06T19:14:00Z,53352,376660
619,06/02/2018 19:29,45,4,A,36.25,5.542,8.613,3.071,0.356554046,0.183410063,0,0.295304091,629.6182124,63.48562945,1.13,45.25947368,-110.5789474,5.154210526,7.933157895,10.77894737,96,18.62473684,2018-02-06T19:29:00Z,55689,380482
620,06/02/2018 19:44,45,4,A,36.12,5.52,8.608,3.088,0.358736059,0.181570819,0,0.303471617,616.3595836,60.77674286,1.223125,49.4025,-103.25,5.120625,7.95375,10.9,95.625,16.28625,2018-02-06T19:44:00Z,58181,384022
621,20/02/2018 08:35,46,5,A,37.16,5.693,11.61,5.917,0.509646856,0.131811664,0,0.23814963,693.8176829,53.56389012,1.0589473680000001,45.49,-99.10526316,4.787368421,8.030526316,10.7,90.89473684,13.87473684,2018-02-20T08:35:00Z,60792,382404
622,20/02/2018 08:50,46,5,A,32.44,4.906,8.687,3.781,0.435248072,0.133006448,0,0.223201675,598.814825,54.39955547,1.134210526,51.02789474,-102,4.878947368,8.012631579,10.6,89.63157895,11.87157895,2018-02-20T08:50:00Z,62631,380226
623,20/02/2018 09:05,46,5,A,33.25,5.042,8.88,3.838,0.432207207,0.13765527,0,0.238248946,630.7722158,56.782264670000004,1.214210526,56.19736842,-103.8947368,4.917368421,8.008947368,10.6,89.73684211,11.76368421,2018-02-20T09:05:00Z,64648,378277
624,20/02/2018 09:21,46,5,A,35.44,5.407,10.08,4.673,0.46359127,0.137626837,0,0.231880067,607.5570405,56.56456169,0.994736842,37.44736842,-105.8421053,5.021578947,7.980526316,10.59473684,88.52631579,10.51684211,2018-02-20T09:21:00Z,66365,376306
625,20/02/2018 09:38,46,6,A,34.88,5.314,9.99,4.676,0.468068068,0.133965985,0,0.230433971,643.5976247,55.23126686,1.128947368,46.74789474,-106.6315789,5.094210526,7.958947368,10.50526316,87.84210526,9.636315789,2018-02-20T09:38:00Z,69285,377101
626,20/02/2018 09:54,46,6,A,34.86,5.31,10.06,4.75,0.472166998,0.132703048,0,0.231726744,651.6363489,55.23761889,1.561578947,93.93052632,-106.8947368,5.613684211,7.920526316,10.25789474,85.52631579,7.613684211,2018-02-20T09:54:00Z,72272,378355
627,20/02/2018 10:11,46,7,A,35,5.334,10.01,4.676,0.467132867,0.134739395,0,0.223179895,589.9971075,53.63898338,1.48,78.32315789,-107.6842105,5.651578947,7.87,10,82.94736842,6.237368421,2018-02-20T10:11:00Z,73594,376026
628,05/03/2018 15:49,47,1,A,34.72,5.287,10.76,5.473,0.508643123,0.12265299,0,0.184813976,867.6270802,39.75615757,2.143684211,89.21526316,-102.3684211,2.173684211,8.12,10.31578947,94,28.31789474,2018-03-05T15:49:00Z,31791,382147
629,05/03/2018 16:04,47,3,R,26.32,3.887,6.534,2.647,0.405111723,0.113219631,0,0.179167429,643.9268687,42.95894702,1.875263158,74.68,-103.3684211,2.174736842,8.115263158,10.30526316,93.31578947,27.77894737,2018-03-05T16:04:00Z,36918,380745
630,05/03/2018 16:19,47,3,R,26.91,3.985,7.373,3.388,0.459514445,0.10233193,0,0.181277667,756.742493,43.26553037,1.199473684,44.11421053,-103.8421053,2.285789474,8.106315789,10.4,93,26.25842105,2018-03-05T16:19:00Z,39681,377183
696,20/08/2018 13:27,59,5,A,11.3,1.384,2.95,1.566,0.530847458,0.030764393,0,0.056082163,1118.058704,28.41407253,2.0495,12.3765,-102.25,21.3785,7.95,7.136,91,21.846,2018-08-20T13:27:00Z,62581,380405
697,20/08/2018 13:49,59,5,A,10.13,1.188,2.785,1.597,0.573429084,0.024446615,0,0.047774645,1499.999988,27.60095331,2.087894737,16.64105263,-102.1578947,21.42789474,7.949473684,7.000526316,88.84210526,21.33421053,2018-08-20T13:49:00Z,65097,377211
698,20/08/2018 14:08,59,5,A,9.517,1.086,2.519,1.433,0.568876538,0.022526505,0,0.044664315,1499.999983,25.19302401,1.7315,9.453,-103.8,21.5565,7.931,6.876,87.05,20.311,2018-08-20T14:08:00Z,67814,376471
699,20/08/2018 14:27,59,6,A,8.68,0.947,2.197,1.25,0.56895767,0.019640477,0,0.039859324,1499.999955,20.50990364,2.005789474,19.64894737,-98.31578947,21.69789474,7.925263158,6.774210526,85.21052632,18.95421053,2018-08-20T14:27:00Z,71197,378272
700,20/08/2018 14:45,59,7,A,9.366,1.061,2.437,1.376,0.564628642,0.022173512,0,0.044472249,1499.99987,21.65132729,1.9065,14.0895,-99.75,22.099,7.905,6.6205,83.1,17.066,2018-08-20T14:45:00Z,73425,376787
