...1,date,campaign,box_RWS,flag,Chl,F_bc,Fm_bc,Fq_bc,FqFm_bc,a_LHII,JVPII_bc,alpha,eopt,ps,Fluo,Turb,SensH,Temp,pH,Oxy,Oxy_sat,Sal,datetime,X,Y
701,23/08/2018 13:09,59,3,A,15.5,2.083,4.751,2.668,0.561565986,0.043769389,0,0.089735572,1192.115366,34.97769759,2.887894737,18.92105263,-97.36842105,21.04842105,8.110526316,7.505789474,100.5263158,30.30157895,2018-08-23T13:09:00Z,36983,380521
702,23/08/2018 13:27,59,3,A,14.9,1.983,4.564,2.581,0.565512708,0.041377319,0,0.082400349,1491.153174,38.05149924,2.634736842,15.23105263,-100.4210526,21.15947368,8.093684211,7.418947368,98.78947368,28.97789474,2018-08-23T13:27:00Z,40213,377261
703,23/08/2018 13:46,59,3,A,14.02,1.836,4.12,2.284,0.554368932,0.039080112,0,0.078485982,1327.385611,35.9462938,2.638947368,23.34315789,-102.4210526,21.20157895,8.070526316,7.204210526,95.63157895,28.10263158,2018-08-23T13:46:00Z,44601,375056
704,23/08/2018 14:05,59,3,A,13.42,1.737,3.982,2.245,0.563787042,0.036355217,0,0.073980853,1488.272707,33.04277048,2.509166667,14.45416667,-93.5,21.2375,8.073333333,7.2875,96.5,27.64,2018-08-23T14:05:00Z,46452,374504
705,23/08/2018 14:23,59,3,A,12.71,1.619,3.689,2.07,0.561127677,0.034046084,0,0.065364151,1204.597794,29.8268593,2.001052632,12.04315789,-108.1578947,21.26473684,8.059473684,7.119473684,94.05263158,27.13578947,2018-08-23T14:23:00Z,50991,375074
706,23/08/2018 14:42,59,4,A,11.45,1.408,3.232,1.824,0.564356436,0.029439551,0,0.058952147,1325.585752,23.35368942,1.890526316,9.730526316,-110.7368421,21.27947368,8.06,7.185263158,94.63157895,26.52210526,2018-08-23T14:42:00Z,54868,377980
707,23/08/2018 15:01,59,4,A,12,1.499,3.436,1.937,0.563736903,0.031376693,0,0.063030367,1242.732608,25.52536288,2.098421053,12.20210526,-113.1578947,21.26631579,8.06,7.228421053,95,26.11368421,2018-08-23T15:01:00Z,56401,382264
708,03/09/2018 10:21,60,5,A,25.07,3.678,7.927,4.249,0.536016147,0.080968456,0,0.170452921,1102.774099,55.53757548,2.285263158,8.877894737,-105.7894737,19.33421053,8.036315789,7.653684211,95,23.79684211,2018-09-03T10:21:00Z,61488,381435
709,03/09/2018 10:39,60,5,A,23.09,3.349,6.941,3.592,0.517504682,0.076362981,0,0.15334006,1240.39201,58.19538552,2.282105263,10.54578947,-110.6842105,19.30157895,8.021578947,7.538421053,92.63157895,22.15526316,2018-09-03T10:39:00Z,63824,379274
710,03/09/2018 10:58,60,5,A,21.94,3.157,6.512,3.355,0.515202703,0.072306686,0,0.142989419,1310.545132,55.87897555,2.125789474,8.866315789,-114.3157895,19.41421053,8.015263158,7.455789474,91.52631579,21.81842105,2018-09-03T10:58:00Z,65569,376366
711,03/09/2018 11:17,60,5,A,21.59,3.098,6.238,3.14,0.503366464,0.072623829,0,0.147661169,1499.999792,55.00684141,1.827368421,9.14,-118.8421053,19.44,7.996315789,7.287368421,88.94736842,20.90315789,2018-09-03T11:17:00Z,68722,376817
712,03/09/2018 11:35,60,6,A,21.4,3.066,5.893,2.827,0.479721704,0.075416225,0,0.14490785,1249.50262,56.53605113,1.93,14.14473684,-107.7368421,19.68789474,7.974210526,7.157368421,86.94736842,19.27052632,2018-09-03T11:35:00Z,71824,378385
713,03/09/2018 11:54,60,7,A,21.04,3.007,5.909,2.902,0.491115248,0.072249029,0,0.14602127,1395.736138,54.67056457,1.872631579,12.41368421,-109.0526316,19.89368421,7.943684211,7.032105263,84.94736842,17.61578947,2018-09-03T11:54:00Z,73541,376167
714,06/09/2018 11:09,60,1,A,31.61,4.768,11.34,6.572,0.579541446,0.097080891,0,0.223908644,1298.589101,90.87014282,3.105789474,26.65842105,-104.4736842,19.29789474,8.183684211,7.425263158,96.21052632,30.72,2018-09-06T11:09:00Z,31941,381874
715,06/09/2018 11:28,60,1,A,31.02,4.67,10.4,5.73,0.550961538,0.100017871,0,0.225765668,1395.776048,94.43549921,2.803157895,19.38263158,-104.5263158,19.34526316,8.170526316,7.470526316,96.63157895,30.20210526,2018-09-06T11:28:00Z,36743,380580
716,06/09/2018 11:47,60,3,A,27.24,4.04,8.771,4.731,0.539391175,0.088381127,0,0.192880253,1499.999993,84.17521082,2.489473684,8.302105263,-107.3684211,19.43842105,8.153684211,7.615789474,98.05263158,28.75,2018-09-06T11:47:00Z,40045,376743
717,06/09/2018 12:07,60,3,R,26.35,3.891,8.427,4.536,0.538269847,0.085298852,0,0.186367039,1496.484369,78.4511325,2.255789474,12.27947368,-105.4736842,19.53421053,8.117368421,7.412105263,94.73684211,27.28631579,2018-09-06T12:07:00Z,44729,374272
718,06/09/2018 12:19,60,3,R,25.06,3.677,7.778,4.101,0.527256364,0.082291278,0,0.152804099,820.4909262,64.96739481,2.443157895,12.82210526,-108.4210526,19.51526316,8.11,7.396842105,94.52631579,27.238947370000002,2018-09-06T12:19:00Z,47728,373603
719,06/09/2018 12:38,60,3,A,26.08,3.847,8.501,4.654,0.547465004,0.082917811,0,0.183162735,1406.713075,79.45010652,2.434210526,12.45157895,-112.6842105,19.53736842,8.102105263,7.392105263,94.10526316,26.82105263,2018-09-06T12:38:00Z,52117,375801
720,06/09/2018 12:57,60,4,A,26.67,3.945,8.378,4.433,0.529123896,0.087977505,0,0.193787802,1456.824869,82.20322012,2.446842105,12.55842105,-110.7894737,19.52157895,8.102105263,7.431578947,94.26315789,26.19105263,2018-09-06T12:57:00Z,55423,379330
721,06/09/2018 13:08,60,4,R,27.39,4.066,8.639,4.573,0.529343674,0.09063828,0,0.167011128,702.9077989,63.6659808,2.515789474,12.77894737,-109.7894737,19.52578947,8.1,7.461578947,94.68421053,26.06894737,2018-09-06T13:08:00Z,56322,381928
722,17/09/2018 12:50,61,NA,A,51.17,8.028,12.69,4.662,0.367375887,0.25785688,0,0.443753748,1499.999769,79.1724024,2.0736842110000002,9.163157895,-98.52631579,18.44052632,8.076842105,7.862105263,95.94736842,23.6,2018-09-17T12:50:00Z,59448,384645
723,17/09/2018 13:09,61,5,A,52.45,8.242,13.35,5.108,0.382621723,0.254182118,0,0.378224329,1101.543472,103.9265478,2.389473684,17.85263158,-107.7894737,18.37789474,8.098421053,7.785263158,94.10526316,22.22368421,2018-09-17T13:09:00Z,61160,382077
724,17/09/2018 13:28,61,5,A,52.15,8.192,13.51,5.318,0.393634345,0.245572068,0,0.357955657,1036.12379,113.502272,2.510526316,18.73157895,-109.3157895,18.58736842,8.106315789,7.777894737,94.21052632,22.30947368,2018-09-17T13:28:00Z,63655,379483
725,17/09/2018 13:46,61,5,A,51.39,8.065,13.29,5.225,0.393152746,0.242061135,0,0.348202435,1259.862431,122.6609415,2.263157895,22.71052632,-99.36842105,18.63,8.086842105,7.603157895,91.78947368,21.11052632,2018-09-17T13:46:00Z,65359,376789
726,17/09/2018 14:05,61,5,A,48.04,7.506,12.17,4.664,0.383237469,0.231112057,0,0.343681726,1223.470731,117.850418,1.957894737,13.61578947,-104.1052632,18.80947368,8.061578947,7.486842105,90,19.81105263,2018-09-17T14:05:00Z,68090,376566
727,17/09/2018 14:24,61,6,A,46.78,7.297,11.77,4.473,0.380033985,0.22657079,0,0.334831689,1231.512824,123.0152938,2.084210526,28.34736842,-106.6315789,19.01210526,8.046315789,7.361052632,88.15789474,18.59157895,2018-09-17T14:24:00Z,71379,378334
728,17/09/2018 14:43,61,7,A,47.3,7.384,11.77,4.386,0.372642311,0.233819933,0,0.339038109,1144.858957,126.434303,1.957894737,26.83684211,-112.3684211,19.18789474,8.020526316,7.223684211,86.05263158,17.44105263,2018-09-17T14:43:00Z,73468,376519
731,20/09/2018 11:27,61,1,A,60.71,9.62,18.52,8.9,0.480561555,0.236215317,0,0.459038855,916.451641,124.7764115,2.426315789,7.305263158,-90.57894737,18.41631579,8.28,8.166315789,104.5789474,31.65,2018-09-20T11:27:00Z,32937,382090
732,20/09/2018 11:45,61,3,A,58.6,9.267,17.6,8.333,0.473465909,0.230957706,0,0.460862509,953.4706545,121.7093811,2.642105263,7.036842105,-101.6842105,18.41210526,8.267368421,8.253157895,105.3157895,30.71842105,2018-09-20T11:45:00Z,36902,380210
733,20/09/2018 12:04,61,3,A,59.48,9.413,17.88,8.467,0.473545861,0.234556796,0,0.459815595,979.9675057,124.764998,2.189473684,4.205263158,-108.8421053,18.51052632,8.250526316,8.237368421,104.5263158,29.51368421,2018-09-20T12:04:00Z,40029,376782
734,20/09/2018 12:23,61,3,A,57.43,9.072,17.22,8.148,0.473170732,0.226238845,0,0.443931701,1053.657841,128.2519472,1.936842105,4.805263158,-110,18.60526316,8.219473684,8.077894737,102.0526316,28.53157895,2018-09-20T12:23:00Z,44355,374529
743,18/10/2018 08:29,62,1,A,201.5,33.08,66.8,33.72,0.504790419,0.773279336,0,1.708078973,1229.687443,558.4330356,2.047368421,3.636842105,-98.68421053,16.31473684,8.326315789,8.296315789,101.8947368,32.06315789,2018-10-18T08:29:00Z,29631,381832
744,18/10/2018 08:47,62,1,A,193,31.67,60.95,29.28,0.480393765,0.777916008,0,1.555461024,1237.131271,564.7093454,1.978947368,3.842105263,-103.3157895,16.30263158,8.34,8.216315789,100,31.50736842,2018-10-18T08:47:00Z,34167,382189
745,18/10/2018 09:20,62,3,A,190.2,31.2,62.2,31,0.498392283,0.738695226,0,1.4751134,1428.602348,560.6912206,1.805,4.9,-111.4,16.198,8.3145,8.1015,97.05,29.3035,2018-10-18T09:20:00Z,39887,376837
746,18/10/2018 09:39,62,3,A,196.4,32.24,59.62,27.38,0.459241865,0.828391375,0,1.532568836,1440.916638,634.6784463,2.005,6.725,-114.25,16.246,8.309,8.0745,97,28.954,2018-10-18T09:39:00Z,43891,374863
747,18/10/2018 09:58,62,3,A,186.4,30.56,55.78,25.22,0.452133381,0.797569954,0,1.506343521,1418.802018,624.5246125,1.747368421,5.794736842,-88.31578947,16.25736842,8.29,8.061578947,96.26315789,28.49315789,2018-10-18T09:58:00Z,47317,373800
748,18/10/2018 10:17,62,3,A,195.8,32.13,58.41,26.28,0.449922958,0.842664267,0,1.551585647,1499.999965,692.4221484,1.736842105,4.931578947,-92.63157895,16.22789474,8.281052632,8.111578947,96.52631579,27.89052632,2018-10-18T10:17:00Z,51504,375464
749,18/10/2018 10:35,62,4,A,196.2,32.2,57.72,25.52,0.442134442,0.859376614,0,1.562737223,1499.999979,701.5745534,1.826315789,6.242105263,-97.94736842,16.19368421,8.281052632,8.170526316,96.73684211,27.37578947,2018-10-18T10:35:00Z,54881,377997
750,29/10/2018 08:31,63,5,A,200.2,32.86,49.65,16.79,0.33816717,1.146616331,0,1.197906969,349.1653349,194.489906,2.084210526,27.58421053,-107.5263158,12.86263158,8.249473684,8.558421053,94.05263158,23.81578947,2018-10-29T08:31:00Z,62788,380176
751,29/10/2018 08:50,63,5,A,188.4,30.9,43.45,12.55,0.288837745,1.262369641,0,1.265390304,523.2180176,294.6978395,2.068421053,28.57894737,-110.6842105,13.11315789,8.25,8.534210526,94.05263158,23.60947368,2018-10-29T08:50:00Z,64872,377795
752,29/10/2018 09:08,63,5,A,195.4,32.06,46.13,14.07,0.305007587,1.240323244,0,1.247234488,597.0460061,333.0709438,1.7,17.21578947,-118.5263158,13.20736842,8.240526316,8.519473684,94,22.76368421,2018-10-29T09:08:00Z,66678,376320
753,29/10/2018 09:27,63,6,A,188.9,30.98,44.04,13.06,0.296548592,1.232728833,0,1.229020955,661.1869401,370.1994234,1.705263158,21.77894737,-119.7894737,13.24315789,8.235263158,8.523157895,93.73684211,21.92263158,2018-10-29T09:27:00Z,69484,377331
754,29/10/2018 09:46,63,6,A,186.5,30.59,43.86,13.27,0.30255358,1.193051494,0,1.27260662,793.6692364,408.9406577,1.989473684,36.46315789,-110.4210526,13.64684211,8.212631579,8.437368421,92.15789474,19.91947368,2018-10-29T09:46:00Z,72580,378234
755,29/10/2018 10:04,63,7,A,182,29.83,42.69,12.86,0.301241509,1.16847775,0,1.265501718,958.2409782,485.5845761,1.968421053,33.12631579,-110.2631579,13.77789474,8.187894737,8.398421053,92,19.14421053,2018-10-29T10:04:00Z,73662,375822
757,01/04/2019 12:40,71,1,R,12.06,1.51,3.358,1.848,0.550327576,0.03237708,0,0.104730119,1499.999974,118.2005133,39.31578947,25.06842105,-114.0526316,9.290526316,8.062105263,9.802631579,101.6315789,28.3,2019-04-01T12:40:00Z,34472,382205
758,01/04/2019 12:59,71,3,R,9.496,1.083,2.422,1.339,0.552848885,0.023115539,0,0.077340498,1499.999962,85.27853298,35.77368421,14.87894737,-108.8421053,9.298947368,8.05,9.834210526,100.3684211,26.01473684,2019-04-01T12:59:00Z,38075,378926
759,11/06/2019 12:00,76,5,A,13.81,1.801,4.206,2.405,0.571802187,0.03716635,0,0.069297365,469.3964438,18.01335967,-1.563157895,10.73684211,-99.68421053,17.01157895,8.014210526,8.357368421,98.63157895,21.89684211,2019-06-11T12:00:00Z,61820,381197
760,11/06/2019 12:21,76,5,A,13.86,1.809,4.178,2.369,0.567017712,0.037646443,0,0.081236842,1379.527243,33.48890791,-0.8,22.27894737,-106.7894737,17.15894737,8.021578947,8.357894737,97.57894737,19.64578947,2019-06-11T12:21:00Z,64332,378740
761,11/06/2019 12:40,76,5,R,15.08,2.013,4.426,2.413,0.545187528,0.043569229,0,0.088542069,1368.915787,38.93784733,0.794736842,11.21052632,-112,17.35210526,8.052105263,8.394210526,98.21052632,19.26789474,2019-06-11T12:40:00Z,66264,376285
762,11/06/2019 12:59,76,6,A,14.33,1.888,3.763,1.875,0.498272655,0.044711264,0,0.085591685,1499.999985,40.78744194,5.189473684,17.28947368,-115.8947368,17.44947368,8.068421053,8.318947368,97,18.13368421,2019-06-11T12:59:00Z,69472,377246
763,11/06/2019 13:17,76,6,A,14.91,1.985,4.12,2.135,0.518203883,0.045200356,0,0.081250747,1217.602577,39.46522264,-0.236842105,14.96842105,-116.1052632,17.67105263,8.058421053,8.220526316,94.47368421,15.40684211,2019-06-11T13:17:00Z,72620,378186
764,11/06/2019 13:36,76,7,A,14.36,1.894,3.869,1.975,0.510467821,0.0437818,0,0.076225173,1413.895739,40.80913509,-2.215,13.16,-121.1,18.2285,8.0765,8.2965,95.9,14.3265,2019-06-11T13:36:00Z,73872,375361
769,27/06/2019 09:39,77,1,A,40.08,6.18,11.43,5.25,0.459317585,0.158765966,0,0.299420982,1401.821909,120.4265426,74.62631579,5.221578947,-88.89473684,19.17842105,8.097894737,8.51,108.6842105,30.88157895,2019-06-27T09:39:00Z,30624,381938
770,27/06/2019 09:57,77,1,A,38.84,5.974,11.23,5.256,0.468032057,0.150616179,0,0.28215977800000003,1369.3492,120.920656,74.39736842,9.232105263,-108.6315789,19.21157895,8.099473684,8.557894737,109.0526316,30.62473684,2019-06-27T09:57:00Z,35743,381775
771,27/06/2019 10:16,77,3,A,37.13,5.688,10.72,5.032,0.469402985,0.142986734,0,0.265559677,1499.999931,122.839388,74.21736842,1.568947368,-103.2105263,19.42842105,8.111052632,8.828947368,111.5263158,28.22789474,2019-06-27T10:16:00Z,39004,377792
772,27/06/2019 10:35,77,3,A,37.48,5.746,10.84,5.094,0.469926199,0.144283932,0,0.262437873,1499.999991,130.0605823,75.01105263,2.503157895,-105.6315789,19.58263158,8.113684211,8.931052632,112.5789474,27.25684211,2019-06-27T10:35:00Z,43090,375098
773,27/06/2019 10:53,77,3,A,38.11,5.852,11.23,5.378,0.478895815,0.144193367,0,0.277688049,1499.999983,138.2325965,75.228,2.466,-108.5,19.645,8.136,9.2,115.3,26.251,2019-06-27T10:53:00Z,46142,374430
774,27/06/2019 11:12,77,3,A,38.36,5.893,11.36,5.467,0.48125,0.144493299,0,0.269993882,1499.999993,142.4072179,75.01736842,3.212105263,-98.89473684,19.77894737,8.110526316,9.016315789,113.3684211,25.99263158,2019-06-27T11:12:00Z,48115,373887
775,27/06/2019 11:31,77,4,A,37.42,5.737,10.84,5.103,0.470756458,0.143803869,0,0.267360148,1499.999988,145.0470339,75.63315789,4.893157895,-104.3684211,19.82947368,8.114210526,9.06,113.4736842,25.488947370000002,2019-06-27T11:31:00Z,52248,375913
776,27/06/2019 11:50,77,4,A,37.57,5.762,11.13,5.368,0.48230009,0.140973642,0,0.266198336,1499.999989,146.8981312,75.73842105,4.281578947,-107.8421053,19.91578947,8.119473684,9.196842105,114.9473684,24.98631579,2019-06-27T11:50:00Z,55302,379127
777,27/06/2019 12:08,77,4,A,38.85,5.974,11.56,5.586,0.483217993,0.145882813,0,0.270827472,1499.999988,154.7142058,75.72105263,4.421052632,-107.1052632,20.07473684,8.136842105,9.478947368,118.0526316,23.80736842,2019-06-27T12:08:00Z,56968,382671
779,09/07/2019 09:53,78,NA,R,44.99,6.999,11.26,4.261,0.378419183,0.218245279,0,0.27038352,249.8695511,43.99771654,83.30583333,5.388333333,-94.75,20.64833333,8.034166667,7.649166667,96.33333333,22.81416667,2019-07-09T09:53:00Z,59443,384672
782,25/07/2019 07:51,79,1,A,24.16,3.526,7.153,3.627,0.507059975,0.082054988,0,0.15751057,1380.011301,56.2206444,78.09473684,13.01052632,-100.5263158,20.73368421,8.034736842,8.023157895,107.3157895,31.29157895,2019-07-25T07:51:00Z,31719,381994
783,25/07/2019 08:10,79,1,A,24.25,3.542,6.901,3.359,0.486741052,0.085868245,0,0.157154372,1220.755324,63.30084942,77.66842105,16.98947368,-107.3684211,20.77894737,8.035789474,7.975263158,106.6315789,31.05105263,2019-07-25T08:10:00Z,36530,380915
784,25/07/2019 08:28,79,3,A,24.08,3.514,6.857,3.343,0.48753099,0.085051414,0,0.160444796,1499.999968,68.80321304,78.91052632,6.142105263,-101.2631579,20.96947368,8.012105263,7.882631579,104.8421053,29.42473684,2019-07-25T08:28:00Z,39337,377666
785,25/07/2019 08:47,79,3,A,22.88,3.313,6.433,3.12,0.484999223,0.080605078,0,0.133408313,1366.008188,68.53280971,81.20526316,10.23157895,-103.5789474,21.07421053,7.995263158,7.806842105,103.5263158,28.53473684,2019-07-25T08:47:00Z,43276,375710
787,25/07/2019 09:25,79,3,A,22.73,3.288,6.378,3.09,0.484477893,0.080082911,0,0.134529004,1499.99999,77.18764097,82.37368421,5.773684211,-102.7368421,21.34947368,7.986842105,7.937368421,105,27.35368421,2019-07-25T09:25:00Z,48461,373915
788,25/07/2019 09:43,79,3,A,22.46,3.244,6.262,3.018,0.481954647,0.079424901,0,0.131473395,1499.999992,82.36893968,80.75263158,8.9,-102.9473684,21.42789474,7.972105263,7.89,104.1052632,26.74157895,2019-07-25T09:43:00Z,52052,375743
789,25/07/2019 10:02,79,4,A,22.64,3.273,6.286,3.013,0.479319122,0.080575546,0,0.141877223,1499.999991,88.07131888,83.72105263,5.852631579,-104.1578947,21.49263158,7.978421053,8.003157895,105.9473684,26.51684211,2019-07-25T10:02:00Z,55036,378363
790,25/07/2019 10:21,79,4,A,22.53,3.255,6.286,3.031,0.482182628,0.07965654,0,0.133177567,1499.999992,93.69395686,88.07894737,7.515789474,-107.9473684,21.64684211,7.978421053,8.222105263,108.1578947,25.58736842,2019-07-25T10:21:00Z,56426,381814
791,25/07/2019 10:39,79,4,A,24.17,3.529,6.947,3.418,0.49201094,0.084636736,0,0.147047466,1499.999993,97.74699976,87.11052632,9.084210526,-101.7368421,21.73368421,7.94,7.998421053,104.5789474,24.13947368,2019-07-25T10:39:00Z,58174,383784
