,,,Compartiment van RWS (zie rapport),PI curve A(ccept) or R(eject) ,Chl uit FRRF (ug.L),Background corrrected fluorescence,Max fluorescence (background corrected),Fq  (background corrected),Fq / Fm (background corrected),,,Eilers - Peters model parameter,Eilers - Peters model parameter,Eilers - Peters model parameter,This and next columns: Meetvis data,,,,,,,
,date,campaign,box_RWS,flag,Chl,F_bc,Fm_bc,Fq_bc,FqFm_bc,a_LHII,JVPII_bc,alpha,eopt,ps,Fluo,Turb,SensH,Temp,pH,Oxy,Oxy_sat,Sal
306,23/01/2017 14:24,NA,NA,R,74.96,11.99,16.77,4.78,0.285032797,0.49637095,0,0.482425959,208.1314023,42.75388151,NA,NA,NA,NA,NA,NA,NA,NA
307,23/01/2017 14:39,NA,NA,R,72.88,11.65,16.45,4.8,0.291793313,0.471121146,0,0.480652642,213.0465245,42.03789662,NA,NA,NA,NA,NA,NA,NA,NA
308,23/01/2017 14:54,NA,NA,R,72.1,11.52,16.38,4.86,0.296703297,0.458154667,0,0.438440197,207.6445224,43.68730702,NA,NA,NA,NA,NA,NA,NA,NA
309,06/02/2017 14:58,22,5,A,117.1,19.02,20.93,1.91,0.09125657,2.459395539,0,0.58421066,137.7988253,69.24034144,1.021052632,34.11842105,-96.15789474,4.830526316,7.783157895,10.7,91.57894737,13.70368421
310,06/02/2017 15:13,22,5,A,127.4,20.73,24.15,3.42,0.141614907,1.727318158,0,0.730288216,127.232893,54.86156433,0.999473684,27.38684211,-98.57894737,4.893157895,7.797894737,10.68947368,90.42105263,12.63842105
311,06/02/2017 15:28,22,6,A,123.2,20.03,23.78,3.75,0.157695542,1.498799499,0,0.996372402,1499.98871,72.75754761,1.270526316,52.00315789,-100.8421053,5.051052632,7.806315789,10.57368421,89.42105263,11.7
312,06/02/2017 15:44,22,7,A,120.4,19.56,23.34,3.78,0.161953728,1.42514781,0,0.544102849,108.7909944,50.66245412,1.338421053,56.18842105,-103.2105263,5.29,7.78,10.34736842,86.89473684,9.954736842
313,06/02/2017 15:59,22,7,A,117.3,19.05,22.91,3.86,0.168485378,1.334181062,0,0.61872872,123.663692,50.19081343,1.507368421,66.07631579,-110.5789474,5.338947368,7.767894737,10.16842105,85.57894737,9.402105263
314,06/02/2017 16:14,22,9,A,115.3,18.72,22.57,3.85,0.170580416,1.29496694,0,0.631249765,134.82653,54.94682,1.817368421,101.82,-116.3684211,5.377368421,7.762105263,10,84,8.917368421
315,08/02/2017 11:11,22,1,A,194.3,31.88,38.21,6.33,0.165663439,2.270772613,0,1.104677017,146.8284279,109.1899123,0.916842105,36.48210526,-98,4.558947368,7.921578947,9.983684211,93,29.36473684
316,08/02/2017 11:28,22,3,A,196.5,32.25,40.61,8.36,0.205860625,1.848580801,0,1.294027789,179.2781556,107.7499474,0.69,23.64421053,-75.26315789,4.497894737,7.93,10.04736842,93,27.71631579
317,08/02/2017 11:43,22,3,R,191.9,31.49,40.31,8.82,0.218804267,1.698239277,0,0.983045093,152.0880543,105.2466313,0.784736842,25.72105263,-98.52631579,4.447368421,7.932105263,10.19473684,93,25.55315789
318,08/02/2017 11:58,22,3,R,187.8,30.8,39.85,9.05,0.227101631,1.600340773,0,1.097408381,152.415399,101.5860134,0.926842105,33.43105263,-107,4.500526316,7.935263158,10.29473684,92.78947368,24.03421053
319,08/02/2017 12:13,22,3,R,183,30,39.57,9.57,0.241849886,1.463717868,0,0.970614527,150.7755938,95.63693666,1.06,42.652,-78.1,4.458,7.94,10.3,92.8,24.136
320,08/02/2017 12:28,22,3,R,180.1,29.52,38.85,9.33,0.24015444,1.450466624,0,1.054400751,154.609713,94.63687542,0.906315789,31.82368421,-93,4.468421053,7.94,10.3,92.94736842,23.58
321,08/02/2017 12:44,22,4,R,176.7,28.95,38.14,9.19,0.240954379,1.417737258,0,1.72397696,330.3714056,95.36569904,0.847894737,30.13210526,-97.73684211,4.460526316,7.940526316,10.33684211,93,23.27368421
322,08/02/2017 12:59,22,4,R,174.3,28.55,37.66,9.11,0.241901221,1.392675895,0,0.953633081,148.7701104,90.15139362,0.883684211,28.99421053,-100.6315789,4.459473684,7.948947368,10.4,93,22.63315789
323,08/02/2017 13:14,22,4,R,172.7,28.28,37.17,8.89,0.239171375,1.395250583,0,1.442992521,227.5503712,93.7507596,0.933684211,30.26,-102.4736842,4.448947368,7.948947368,10.45263158,93,21.63526316
324,20/02/2017 11:13,23,5,A,227.8,37.46,53.82,16.36,0.303976217,1.454153237,0,1.063065234,141.2483302,108.5095915,0.763157895,13.63421053,-109.1052632,4.723157895,7.797894737,11.2,98,18.01368421
325,20/02/2017 11:28,23,5,A,200.9,32.99,44.47,11.48,0.258151563,1.507959106,0,1.208194641,134.0532801,91.98125661,0.928421053,22.67052632,-108,4.864736842,7.834210526,11.2,97.26315789,16.22894737
326,20/02/2017 11:43,23,5,R,188,30.83,41.3,10.47,0.253510896,1.435023133,0,0.994579184,129.6920129,84.27453754,0.923157895,22.40105263,-99.94736842,5.073684211,7.854736842,11.2,96.42105263,14.29631579
327,20/02/2017 11:59,23,5,R,188.5,30.91,40.56,9.65,0.237919132,1.533033501,0,1.118019637,131.0185138,86.86720641,0.811052632,13.90421053,-106.8947368,5.037368421,7.868421053,11.2,96.57894737,14.48052632
328,20/02/2017 12:14,23,6,R,185,30.33,39.85,9.52,0.238895859,1.498117216,0,1.077598519,131.6068856,84.32309347,0.931052632,22.85157895,-110.2105263,5.124210526,7.870526316,11.17894737,95.89473684,13.62210526
329,20/02/2017 12:29,23,6,R,183.7,30.11,39.3,9.19,0.233842239,1.519391882,0,1.06187483,133.6390433,85.95399802,0.964736842,24.08105263,-109.0526316,5.436315789,7.859473684,10.98947368,93.57894737,11.19842105
330,20/02/2017 12:44,23,7,R,181.3,29.71,38.62,8.91,0.230709477,1.519564799,0,1.117360613,142.5860386,85.89606464,1.031578947,22.90578947,-113.3157895,5.958421053,7.85,10.80526316,92.68421053,9.977368421
331,20/03/2017 08:10,25,5,A,86.93,13.99,25.26,11.27,0.446159937,0.370006328,0,0.5178403,204.0023133,50.86334252,0.923157895,20.73894737,-107.1578947,8.361578947,7.894736842,10.22631579,98.63157895,17.58157895
332,20/03/2017 08:25,25,5,A,46.85,7.308,12.13,4.822,0.397526793,0.216927265,0,0.3053482,219.1671913,27.2366202,0.923157895,22.92684211,-109.4210526,8.476315789,7.946315789,10.3,98.57894737,15.93
333,20/03/2017 08:40,25,5,A,42.85,6.642,10.63,3.988,0.375164628,0.208909887,0,0.302733702,260.4808044,26.26129428,0.941578947,20.63789474,-112.3684211,8.689473684,7.986842105,10.35263158,98,13.89684211
334,20/03/2017 08:56,25,5,R,42.21,6.535,10.32,3.785,0.366763566,0.210252618,0,0.288933342,278.4579283,27.59882469,0.906315789,17.13631579,-120.3157895,8.843684211,8.003157895,10.37368421,98,12.38210526
335,20/03/2017 09:11,25,6,R,40.61,6.268,9.78,3.512,0.359100204,0.205965909,0,0.287637093,310.830966,27.28690611,1.113684211,33.46947368,-104,9.005789474,8.002631579,10.31578947,96.73684211,11.02684211
336,20/03/2017 10:48,25,7,A,47.15,7.358,12.6,5.242,0.416031746,0.208696574,0,0.336741562,315.9828788,31.18451868,1.018947368,20.14105263,-99.94736842,9.558947368,7.984736842,10.13157895,94.31578947,7.886842105
337,20/03/2017 11:04,25,9,R,41.7,6.451,10.31,3.859,0.374296799,0.203372832,0,0.305303424,372.7531693,32.084136,1.245555556,39.92388889,-109.2777778,9.930555556,7.978333333,9.995,93.61111111,7.486111111
338,03/04/2017 12:46,26,5,A,112.7,18.28,27.69,9.41,0.339833875,0.634733662,0,0.640700641,297.7913823,100.6413369,1.286842105,34.82631579,-108.2631579,10.66842105,7.9,9.602105263,94,15.68105263
339,03/04/2017 13:02,26,5,A,85.19,13.7,21.42,7.72,0.360410831,0.448543679,0,0.563069511,298.6194997,71.71426047,1.331052632,38.54105263,-100.7368421,10.75052632,7.908421053,9.624736842,94,15.26315789
340,03/04/2017 13:17,26,5,R,77.14,12.36,19.65,7.29,0.370992366,0.393129383,0,0.521346805,317.0319727,64.72878959,1.342631579,36.53684211,-100.1052632,10.86631579,7.91,9.647368421,94,14.24052632
341,03/04/2017 13:32,26,5,R,75.39,12.07,19.05,6.98,0.366404199,0.388712794,0,0.49753961,338.3189014,69.56252873,1.195263158,25.30894737,-103.5263158,11.11210526,7.9,9.618421053,93,11.99052632
342,03/04/2017 13:47,26,5,R,72.9,11.65,18.57,6.92,0.37264405,0.368904321,0,0.488023355,356.9380392,68.82216824,1.186315789,25.37105263,-104.7368421,11.28894737,7.9,9.602105263,92.94736842,11.49631579
343,03/04/2017 14:02,26,6,R,71.98,11.5,18.13,6.63,0.365692223,0.371077074,0,0.526808823,421.4045357,72.7069212,1.456315789,53.47052632,-106.5263158,11.46947368,7.882105263,9.494210526,91.10526316,9.86
344,03/04/2017 14:17,26,7,R,70.41,11.24,17.5,6.26,0.357714286,0.370776358,0,0.497293116,437.252308,77.29724312,1.523157895,57.55736842,-109.5263158,11.62842105,7.87,9.421052632,90.05263158,8.816842105
345,03/04/2017 14:32,26,9,R,69.66,11.11,17.27,6.16,0.356687898,0.367542607,0,0.490188293,490.332874,81.79356767,1.515,52.73888889,-108.5,11.73444444,7.859444444,9.336111111,89.22222222,8.141111111
346,05/04/2017 09:03,NA,NA,R,107.8,17.47,38.11,20.64,0.541590134,0.380631011,0,1.024797984,527.4737876,101.8889063,NA,NA,NA,NA,NA,NA,NA,NA
347,05/04/2017 09:18,NA,NA,A,93,15,30.49,15.49,0.508035421,0.348400904,0,0.778017822,453.3157329,95.76203247,NA,NA,NA,NA,NA,NA,NA,NA
348,05/04/2017 09:33,NA,NA,A,91.57,14.76,29.81,15.05,0.50486414,0.344979939,0,0.761948797,515.1860383,97.61331234,NA,NA,NA,NA,NA,NA,NA,NA
349,05/04/2017 09:50,NA,NA,A,95.32,15.39,31.2,15.81,0.506730769,0.358379658,0,0.820955892,565.7337971,99.33849336,NA,NA,NA,NA,NA,NA,NA,NA
350,05/04/2017 10:05,NA,NA,A,84.79,13.63,25.89,12.26,0.473541908,0.339640478,0,0.712030669,560.1122385,96.41868377,NA,NA,NA,NA,NA,NA,NA,NA
351,05/04/2017 10:20,NA,NA,A,83.27,13.38,24.96,11.58,0.463942308,0.340309554,0,0.710173157,606.8124193,99.16031678,NA,NA,NA,NA,NA,NA,NA,NA
352,05/04/2017 10:36,NA,NA,A,89.02,14.34,26.81,12.47,0.465124953,0.363799015,0,0.769368058,618.9156423,108.3136365,NA,NA,NA,NA,NA,NA,NA,NA
353,05/04/2017 10:52,NA,NA,A,88.37,14.23,26.29,12.06,0.458729555,0.366041381,0,0.723840378,655.3701911,114.5583481,NA,NA,NA,NA,NA,NA,NA,NA
354,05/04/2017 11:07,NA,NA,A,86.79,13.96,25.65,11.69,0.455750487,0.361443388,0,0.707012818,659.607181,114.516208,NA,NA,NA,NA,NA,NA,NA,NA
355,18/04/2017 11:09,27,5,R,232.5,38.25,44.14,5.89,0.133439058,3.382442954,0,1.888797052,307.4746619,390.7915989,2.011578947,8.524210526,-99.89473684,11.19894737,8.035263158,10.06315789,101.7894737,18.12894737
356,18/04/2017 11:24,27,5,A,176.2,28.86,40.21,11.35,0.282268093,1.206470051,0,1.16694149,343.6387139,186.8186699,2.001578947,14.28210526,-103.6842105,11.24789474,8.02,9.962105263,99.42105263,16.41894737
357,18/04/2017 11:39,27,5,A,152,24.83,36.53,11.7,0.320284698,0.914792378,0,1.102753039,364.6285608,150.7665288,2.012105263,18.22736842,-108.4210526,11.39894737,8.02,9.957894737,99.63157895,16.51105263
358,18/04/2017 11:55,27,5,A,141.6,23.1,34.99,11.89,0.339811375,0.8021509,0,0.97514246,372.0143399,143.4560383,1.447368421,8.841578947,-108.8947368,11.49473684,8.018421053,9.916315789,98.42105263,15.14789474
359,18/04/2017 12:11,27,6,A,133.1,21.69,34.09,12.4,0.363743033,0.703634095,0,0.806472462,340.3034102,125.6971355,1.456842105,12.48736842,-103.8421053,11.61368421,8.007368421,9.857368421,97.63157895,14.19947368
360,18/04/2017 12:26,27,6,A,125.3,20.38,31.3,10.92,0.348881789,0.689299377,0,0.795684598,353.2115619,130.6230536,1.630526316,27.61368421,-107.8947368,11.94578947,7.989473684,9.682105263,95.42105263,12.28473684
361,18/04/2017 12:41,27,7,A,122.3,19.88,30.57,10.69,0.349689238,0.67083563,0,0.803459125,383.1020022,127.3757539,1.457368421,21.40368421,-100.0526316,12.22473684,7.965789474,9.551052632,94,10.65473684
362,20/04/2017 08:35,27,1,A,164.4,26.9,53.3,26.4,0.495309568,0.640851742,0,1.438234042,402.6738568,142.9309843,7.085789474,4.653157895,-100.7894737,10.65947368,8.421052632,11.50526316,123,30.21157895
363,20/04/2017 08:52,27,1,A,160.5,26.26,51.55,25.29,0.490591659,0.631621012,0,1.285024154,424.8853067,152.5998424,5.658421053,5.233157895,-108.0526316,10.68789474,8.388421053,11.36315789,120.6842105,29.28631579
364,20/04/2017 09:12,27,3,A,150.6,24.59,48.58,23.99,0.493824619,0.587581074,0,1.231280525,463.5708217,150.3966315,2.64,1.521578947,-107.3684211,10.72947368,8.313684211,11.27894737,117.7894737,26.40789474
365,20/04/2017 09:30,27,3,A,141.7,23.12,45.02,21.9,0.486450466,0.560829969,0,1.190607854,504.3910223,146.3266605,3.96,3.720526316,-108.6842105,10.82210526,8.268421053,10.95789474,113.9473684,25.26842105
366,20/04/2017 09:46,27,3,A,140.7,22.95,43.95,21,0.4778157,0.566766643,0,1.173379129,551.9967259,150.6659109,3.697368421,2.977894737,-109.5789474,10.93473684,8.245789474,10.94736842,113.2105263,24.44105263
367,20/04/2017 10:04,27,4,A,141.9,23.16,43.52,20.36,0.467830882,0.584159811,0,1.210307967,631.6301523,162.2871871,3.268421053,3.256842105,-104.2105263,10.91789474,8.231578947,10.9,112,23.78263158
368,20/04/2017 10:22,27,4,A,141,22.99,42.71,19.72,0.461718567,0.587548388,0,1.216705802,724.7793565,171.7176941,3.108947368,2.931052632,-104.8421053,10.96263158,8.217368421,10.88947368,111.8421053,22.93684211
369,20/04/2017 10:40,27,4,A,141.4,23.06,42.56,19.5,0.458176692,0.593893153,0,1.181721346,714.8545753,178.0892647,2.678947368,3.093684211,-104.5263158,10.97315789,8.191052632,10.87894737,110.4736842,21.42684211
370,01/05/2017 12:01,28,5,A,177,29,52.36,23.36,0.446142093,0.767020205,0,1.408739457,455.8565679,219.185179,2.650526316,23.80842105,-105.3684211,11.60210526,8.12,9.444736842,98,18.40789474
371,01/05/2017 12:16,28,5,A,148.9,24.32,43.1,18.78,0.435730858,0.658608392,0,1.235410927,493.8712302,170.7006341,2.874210526,30.03947368,-107.0526316,11.66473684,8.11,9.436315789,97.73684211,18.00105263
372,01/05/2017 12:35,28,5,A,147.4,24.06,42.14,18.08,0.429046037,0.661719199,0,1.185177172,520.5174168,169.4879239,2.315789474,31.29631579,-111.1578947,11.79526316,8.083157895,9.370526316,96.10526316,16.31578947
373,01/05/2017 12:41,28,5,R,134.2,21.86,37.36,15.5,0.414882227,0.621737889,0,0.887453343,251.4572409,122.1746127,1.847368421,26.69684211,-112.7368421,11.92157895,8.062631579,9.317894737,95.15789474,15.14263158
374,01/05/2017 12:56,28,5,A,144.3,23.55,41.09,17.54,0.426867851,0.650997725,0,1.160438451,596.6658446,173.3764478,1.593157895,25.58894737,-100.5789474,12.09631579,8.041578947,9.235263158,94.05263158,14.45052632
375,01/05/2017 13:04,28,6,R,131,21.34,36.08,14.74,0.408536585,0.616375642,0,0.910367659,446.1513366,175.0540402,1.570526316,29.64789474,-102.5789474,12.20157895,8.026842105,9.188421053,93.57894737,13.81947368
376,01/05/2017 13:19,28,6,A,141.3,23.05,40.38,17.33,0.429172858,0.633753964,0,1.117591386,712.7276735,213.1547517,1.801052632,59.23684211,-104.9473684,12.33631579,7.992631579,9.042631579,91.52631579,12.34789474
377,01/05/2017 13:26,28,6,R,134.1,21.86,37.99,16.13,0.424585417,0.607529108,0,0.893690719,330.1867361,154.7488647,1.592105263,51.74157895,-102.7368421,12.39526316,7.981578947,8.987368421,90.73684211,11.73263158
378,01/05/2017 13:41,28,7,A,141.8,23.14,40.92,17.78,0.434506354,0.628418889,0,1.123187198,865.0725469,233.5937862,1.598947368,59.24789474,-100.0526316,12.44578947,7.968421053,8.907368421,89.78947368,11.12421053
379,01/05/2017 13:49,28,7,R,125.3,20.38,34.69,14.31,0.41251081,0.582976238,0,0.910556546,1248.450469,302.8361109,1.5555,57.3,-97.35,12.4935,7.9585,8.8625,89,10.709
380,03/05/2017 07:29,28,1,A,186.7,30.61,59.49,28.88,0.485459741,0.744032861,0,1.568583478,423.2728648,175.3959287,6.77,28.77947368,-99.73684211,11.13105263,8.36,9.223684211,101,30.62210526
381,03/05/2017 07:44,28,1,A,176,28.83,53.78,24.95,0.46392711,0.733291917,0,1.415317023,488.4463785,187.2681956,5.188421053,28.03684211,-102,11.12684211,8.356842105,9.217894737,101,30.47894737
382,03/05/2017 08:00,28,3,A,164.8,26.96,49,22.04,0.449795918,0.707271869,0,1.33487263,590.8134255,201.3134776,3.093684211,8.339473684,-103.6315789,11.16578947,8.322631579,9.281052632,100.4210526,28.49526316
383,03/05/2017 08:15,28,3,A,160.4,26.23,47.62,21.39,0.449181016,0.689062958,0,1.310189315,667.1009456,205.3602611,3.135263158,11.68684211,-104.9473684,11.26368421,8.298421053,9.310526316,100,26.96473684
384,03/05/2017 08:31,28,3,A,155.8,25.47,45.7,20.23,0.442669584,0.678939802,0,1.270978636,648.1236174,199.9600305,2.882727273,11.73181818,-101.4545455,11.36636364,8.27,9.360909091,100,25.30909091
385,03/05/2017 08:48,28,3,A,152.4,24.91,44.77,19.86,0.443600625,0.662618543,0,1.232054801,746.3571314,206.8368922,3.53,13.23736842,-93.31578947,11.35,8.273684211,9.361052632,100,25.48315789
386,03/05/2017 09:05,28,4,A,153,25,45.16,20.16,0.446412755,0.660823413,0,1.237345407,732.476608,205.9366812,3.837894737,16.31052632,-93.94736842,11.38789474,8.268947368,9.374210526,100,25.00526316
387,03/05/2017 09:22,28,4,A,153.3,25.05,44.88,19.83,0.44184492,0.668990378,0,1.23722302,744.5366305,214.9934324,3.744210526,17.24368421,-99,11.39526316,8.256842105,9.409473684,100,24.33473684
388,03/05/2017 09:39,28,4,A,150.9,24.65,44.44,19.79,0.445319532,0.65317144,0,1.229409124,869.0707037,223.0863165,3.494444444,18.95111111,-99.72222222,11.43388889,8.23,9.436111111,99.22222222,22.78111111
389,15/05/2017 16:57,29,1,A,169.6,27.77,48.59,20.82,0.428483227,0.764758057,0,1.487324039,722.5523144,257.5112336,2.454736842,10.55105263,-106.2105263,12.73947368,8.311578947,8.710526316,98.26315789,30.96315789
390,15/05/2017 17:12,29,1,A,141.7,23.12,40.03,16.91,0.422433175,0.64582049,0,1.057914905,699.1994749,212.6215746,2.494736842,16.35368421,-107.2105263,12.70947368,8.310526316,8.731052632,98.05263158,30.42105263
391,15/05/2017 17:32,29,3,A,145.8,23.81,41.14,17.33,0.421244531,0.666971271,0,1.092347497,667.2812882,217.0300641,2.380526316,3.453684211,-103.4736842,13.10473684,8.32,9.461052632,105.5263158,28.21578947
392,15/05/2017 17:41,29,3,R,131.6,21.44,36.02,14.58,0.404775125,0.625018645,0,0.868173175,509.9286852,180.9820381,2.701578947,4.18,-104.1052632,13.16421053,8.317894737,9.574736842,106.5263158,27.35315789
393,15/05/2017 17:56,29,3,A,145.7,23.78,40.23,16.45,0.408898832,0.686243095,0,1.100071527,732.515715,214.5169529,3.054736842,11.83421053,-106.8421053,13.23210526,8.292105263,9.458947368,104.4210526,26.02368421
394,15/05/2017 18:12,29,3,R,129.4,21.07,34.42,13.35,0.387855898,0.641026736,0,0.953053137,770.179232,211.4679176,2.980526316,15.74263158,-101.4736842,13.20368421,8.281052632,9.335263158,102.8947368,25.56789474
395,15/05/2017 18:27,29,4,R,123.2,20.03,32.43,12.4,0.38236201,0.618141953,0,0.954679781,872.7785021,210.2832753,3.108947368,17.72263158,-98.63157895,13.21368421,8.28,9.382105263,103.0526316,25.23631579
396,15/05/2017 18:42,29,4,R,120.2,19.54,31.69,12.15,0.383401704,0.601384912,0,0.912709402,918.6696736,213.8528042,3.147894737,21.10947368,-102.1578947,13.24368421,8.269473684,9.364210526,102.4736842,24.43421053
397,16/05/2017 09:19,29,5,A,169.8,27.79,53.66,25.87,0.482109579,0.680181466,0,1.491300268,985.0115776,312.1086718,2.529473684,12.30157895,-105,13.70842105,8.18,9.415789474,101.8421053,21.03631579
398,16/05/2017 09:34,29,5,A,145.6,23.76,44.58,20.82,0.467025572,0.60032687,0,1.154785991,811.2463332,256.1620904,2.421052632,16.91894737,-107.5789474,13.89263158,8.160526316,9.315789474,100.3684211,19.49578947
399,16/05/2017 09:51,29,5,A,145.4,23.73,43.36,19.63,0.452721402,0.61851284,0,1.11044315,923.1773437,269.9570257,2.464210526,26.36105263,-108.5789474,14.03210526,8.145789474,9.241578947,99.21052632,18.41368421
400,16/05/2017 10:10,29,5,A,145.2,23.69,42.51,18.82,0.44271936,0.63142032,0,1.160553711,1088.032392,289.5676715,1.940526316,11.44052632,-112,14.10105263,8.146842105,9.265263158,99.26315789,18.03368421
401,16/05/2017 10:29,29,6,A,142.9,23.32,42.17,18.85,0.447000237,0.615605937,0,1.05294941,1499.999906,329.3212451,1.8375,19.6895,-115,14.257,8.1235,9.1255,97.15,16.5925
402,16/05/2017 10:51,29,7,A,143.9,23.48,42.08,18.6,0.442015209,0.62682006,0,1.114568058,1100.039423,301.7734374,1.351052632,12.87684211,-116.4210526,14.85947368,8.088421053,8.944736842,94.73684211,13.64315789
403,16/05/2017 10:57,29,7,R,122.9,19.99,34.57,14.58,0.421752965,0.559289488,0,0.805887349,387.4289372,172.0773515,1.410526316,16.57421053,-116,15.00105263,8.084736842,8.877894737,94.31578947,13.65263158
404,16/05/2017 11:12,29,9,A,143.5,23.42,41.86,18.44,0.440516006,0.627346104,0,1.077662037,1094.554193,316.2764286,1.406666667,24.64166667,-117.1666667,14.96444444,8.065555556,8.767222222,92.77777778,12.91388889
405,29/05/2017 16:57,30,1,A,165.6,27.1,41.46,14.36,0.346357935,0.92326454,0,1.334362283,656.6684323,329.0711237,2.073157895,14.39894737,-104.1578947,16.69842105,8.217894737,8.370526316,103.7894737,30.94947368
406,29/05/2017 17:12,30,1,A,146,23.84,39.56,15.72,0.397371082,0.707932743,0,1.053666816,748.7445352,286.7507587,2.291052632,23.75578947,-103.1052632,16.71263158,8.225789474,8.442105263,104.4210526,30.35315789
407,29/05/2017 17:18,30,3,R,137,22.34,37.33,14.99,0.40155371,0.656480051,0,0.933334555,573.4261568,268.8328762,2.173684211,9.406842105,-104.4210526,17.21052632,8.261578947,9.022105263,112.1052632,29.53421053
408,29/05/2017 17:33,30,3,A,144.3,23.54,40.48,16.94,0.418478261,0.663766857,0,1.119426859,1063.840452,305.9325136,2.325789474,4.363157895,-107.3684211,17.43631579,8.293684211,9.662631579,119.3157895,27.69105263
409,29/05/2017 17:51,30,3,A,147.9,24.15,41.64,17.49,0.420028818,0.678453448,0,1.139333037,1181.472265,344.7680004,2.891,7.612,-107,17.532,8.293,9.69,118.9,26.651
410,29/05/2017 18:10,30,3,A,148,24.17,42.08,17.91,0.425617871,0.670098743,0,1.125721739,1156.58514,339.9594627,3.271666667,37.65555556,-103.2777778,17.30333333,8.267777778,9.285555556,113.8888889,27.10555556
411,29/05/2017 18:30,30,3,A,144.8,23.63,41.45,17.82,0.429915561,0.648578524,0,1.148368213,1121.578237,333.3244518,2.735263158,13.01631579,-97.89473684,17.51421053,8.28,9.54,116.4210526,25.62052632
412,29/05/2017 18:37,30,4,R,128.7,20.95,35.18,14.23,0.404491188,0.611162881,0,0.874389944,688.3592712,321.8827349,2.755263158,12.15842105,-97.78947368,17.50105263,8.28,9.539473684,116.3157895,25.63263158
413,29/05/2017 18:52,30,4,A,140.9,22.99,40.74,17.75,0.43568974,0.622649503,0,1.040612603,1148.028493,344.5853455,2.762105263,13.48842105,-98.36842105,17.61526316,8.29,9.693157895,118.0526316,25.14736842
414,29/05/2017 18:59,30,4,R,123.1,20.01,33.77,13.76,0.407462245,0.579484365,0,0.80500114,370.6795379,185.4218192,2.757894737,12.97631579,-99.42105263,17.62842105,8.29,9.717894737,118.2631579,25.01263158
415,30/05/2017 11:44,30,5,A,147.7,24.12,51.57,27.45,0.532286213,0.534704813,0,1.094514569,985.8674176,374.0350229,3.127368421,13.07421053,-94.63157895,18.44263158,8.213684211,9.442105263,113.0526316,19.94894737
416,30/05/2017 11:59,30,5,A,132.4,21.57,44.17,22.6,0.511659497,0.497451921,0,1.036488665,1226.554846,368.5544728,2.997894737,13.90526316,-94.84210526,18.43631579,8.217894737,9.476315789,113.4210526,19.96368421
417,30/05/2017 12:14,30,5,A,126.9,20.65,39.6,18.95,0.478535354,0.509199578,0,0.993325291,1338.526149,394.1359678,3.251578947,26.90263158,-100.4210526,18.52578947,8.191578947,9.258421053,110.2105263,19.09263158
418,30/05/2017 12:33,30,5,A,135,22.01,42.87,20.86,0.486587357,0.533754106,0,1.083987415,1422.138063,415.7088073,2.516315789,18.73789474,-99.21052632,18.75210526,8.146842105,8.937894737,105.6315789,17.00947368
419,30/05/2017 12:52,30,5,A,133,21.67,41.79,20.12,0.481454894,0.531111021,0,1.057715961,1499.999848,430.1992254,2.094736842,15.44210526,-103.4210526,18.87684211,8.107368421,8.611052632,101.4210526,15.98684211
420,30/05/2017 13:12,30,6,A,134.5,21.92,42.37,20.45,0.48265282,0.535904876,0,1.015733564,1499.999982,459.7864478,1.679473684,25.03421053,-109,19.07578947,8.052631579,8.181578947,95.89473684,14.24052632
421,30/05/2017 13:32,30,7,A,133.1,21.69,41.76,20.07,0.480603448,0.532542996,0,1.027929066,1499.999988,453.3384187,1.33,22.35631579,-108.5263158,19.16210526,8.014736842,7.924736842,92.36842105,13.15
422,30/05/2017 13:53,30,9,A,134.2,21.86,42.22,20.36,0.482235907,0.534900028,0,1.051592162,1499.999943,453.9871791,1.257857143,28.59428571,-104.9285714,19.23857143,7.983571429,7.682142857,89.35714286,12.31571429
423,12/06/2017 16:08,31,1,A,213.6,35.1,62.43,27.33,0.437770303,0.946112602,0,1.341808562,637.9332571,375.7223693,2.703684211,19.03105263,-109.5263158,17.59,8.175789474,8.104210526,102.2105263,31.65842105
424,12/06/2017 16:23,31,3,A,183.6,30.1,49.09,18.99,0.386840497,0.918156198,0,1.38771261,798.9500971,379.8626183,1.854736842,12.80578947,-106.2105263,17.73421053,8.175789474,7.987368421,100.2105263,30.78789474
425,12/06/2017 16:38,31,3,A,184.2,30.19,49.7,19.51,0.392555332,0.907494997,0,1.354739136,785.3660459,389.2849656,1.457894737,4.063684211,-109.2105263,17.82263158,8.18,8.02,100.2105263,29.88684211
426,12/06/2017 16:53,31,3,A,177.8,29.13,47.64,18.51,0.388539043,0.884683293,0,1.266604505,858.4782807,399.9069285,0.946315789,5.392105263,-107.9473684,17.97947368,8.172631579,7.767894737,96.57894737,28.09368421
427,12/06/2017 17:08,31,3,A,171.8,28.14,45.84,17.7,0.386125654,0.8599584,0,1.299782051,898.0593986,398.1142269,0.950526316,6.724210526,-112.9473684,18.01736842,8.179473684,7.769473684,95.94736842,27.20736842
428,12/06/2017 17:23,31,4,A,167.6,27.43,44.8,17.37,0.387723214,0.834806862,0,1.254196586,957.9548521,406.0089489,0.826315789,7.417368421,-111.7894737,18.06684211,8.175789474,7.685263158,94.68421053,26.69789474
429,12/06/2017 17:38,31,4,A,163.9,26.82,43.16,16.34,0.378591288,0.835930487,0,1.189285522,995.9913719,424.6858401,0.806842105,8.134736842,-100.6842105,18.07736842,8.18,7.686842105,95,26.47526316
