# calculated from SM data
# pelagic primary production in gC/m2/d from 14C metingen
# locations only those related to SM stations
# year - year
# month - month
# monthlymean - monthly mean gross production in gC/m2/d
# date - constructed date
stationname;year;month;monthlyMean;na.rm;date
WS10;2011;10;0.03703225806451613;TRUE;2011-10-15
WS10;2011;11;0.022366666666666667;TRUE;2011-11-15
WS10;2011;12;0.0033548387096774194;TRUE;2011-12-15
WS10;2012;1;0.008774193548387097;TRUE;2012-01-15
WS10;2012;2;0.016965517241379312;TRUE;2012-02-15
WS10;2012;3;0.0940967741935484;TRUE;2012-03-15
WS10;2012;4;0.43173333333333336;TRUE;2012-04-15
WS10;2012;5;1.5641612903225808;TRUE;2012-05-15
WS10;2012;6;0.5904;TRUE;2012-06-15
WS10;2012;7;0.1569032258064516;TRUE;2012-07-15
WS10;2012;8;0.1598709677419355;TRUE;2012-08-15
WS10;2012;9;0.12163333333333333;TRUE;2012-09-15
WS10;2012;10;0.03935483870967742;TRUE;2012-10-15
WS10;2012;11;0.016533333333333334;TRUE;2012-11-15
WS10;2012;12;0.009806451612903225;TRUE;2012-12-15
WS10;2013;1;0.009387096774193549;TRUE;2013-01-15
WS10;2013;2;0.013571428571428571;TRUE;2013-02-15
WS10;2013;3;0.023870967741935485;TRUE;2013-03-15
WS10;2013;4;0.37893333333333334;TRUE;2013-04-15
WS10;2013;5;0.9118064516129032;TRUE;2013-05-15
WS10;2013;6;0.3254666666666667;TRUE;2013-06-15
WS10;2013;7;0.11716129032258064;TRUE;2013-07-15
WS10;2013;8;0.10338709677419355;TRUE;2013-08-15
WS10;2013;9;0.10433333333333333;TRUE;2013-09-15
WS10;2013;10;0.033451612903225805;TRUE;2013-10-15
WS10;2013;11;0.008;TRUE;2013-11-15
WS10;2013;12;0.0115;TRUE;2013-12-15
WS11;2010;1;0.011633333333333334;TRUE;2010-01-15
WS11;2010;2;0.0175;TRUE;2010-02-15
WS11;2010;3;0.1684516129032258;TRUE;2010-03-15
WS11;2010;4;1.5265666666666666;TRUE;2010-04-15
WS11;2010;5;2.1434838709677417;TRUE;2010-05-15
WS11;2010;6;0.45703333333333335;TRUE;2010-06-15
WS11;2010;7;0.3002258064516129;TRUE;2010-07-15
WS11;2010;8;0.13422580645161292;TRUE;2010-08-15
WS11;2010;9;0.1276;TRUE;2010-09-15
WS11;2010;10;0.09645454545454546;TRUE;2010-10-15
WS11;2010;12;0.010421052631578947;TRUE;2010-12-15
WS11;2011;1;0.006516129032258064;TRUE;2011-01-15
WS11;2011;2;0.02217857142857143;TRUE;2011-02-15
WS11;2011;3;0.26938709677419354;TRUE;2011-03-15
WS11;2011;4;1.4922666666666666;TRUE;2011-04-15
WS11;2011;5;0.43151612903225806;TRUE;2011-05-15
WS11;2011;6;0.23726666666666668;TRUE;2011-06-15
WS11;2011;7;0.17290322580645162;TRUE;2011-07-15
WS11;2011;8;0.1368709677419355;TRUE;2011-08-15
WS11;2011;9;0.06726666666666667;TRUE;2011-09-15
WS11;2011;10;0.03529032258064516;TRUE;2011-10-15
WS11;2011;11;0.024399999999999998;TRUE;2011-11-15
WS11;2011;12;0.007516129032258065;TRUE;2011-12-15
WS11;2012;1;0.010548387096774194;TRUE;2012-01-15
WS11;2012;2;0.015586206896551724;TRUE;2012-02-15
WS11;2012;3;0.14119354838709677;TRUE;2012-03-15
WS11;2012;4;1.102;TRUE;2012-04-15
WS11;2012;5;2.951774193548387;TRUE;2012-05-15
WS11;2012;6;1.1485;TRUE;2012-06-15
WS11;2012;7;0.19706451612903225;TRUE;2012-07-15
WS11;2012;8;0.22806451612903225;TRUE;2012-08-15
WS11;2012;9;0.18466666666666667;TRUE;2012-09-15
WS11;2012;10;0.06067741935483871;TRUE;2012-10-15
WS11;2012;11;0.022466666666666666;TRUE;2012-11-15
WS11;2012;12;0.009064516129032259;TRUE;2012-12-15
WS11;2013;1;0.006285714285714286;TRUE;2013-01-15
WS11;2013;2;0.01052;TRUE;2013-02-15
WS11;2013;3;0.020161290322580645;TRUE;2013-03-15
WS11;2013;4;0.32;TRUE;2013-04-15
WS11;2013;5;1.4865806451612904;TRUE;2013-05-15
WS11;2013;6;0.5623666666666667;TRUE;2013-06-15
WS11;2013;7;0.21766666666666667;TRUE;2013-07-15
WS11;2013;8;0.15792592592592591;TRUE;2013-08-15
WS11;2013;9;0.052866666666666666;TRUE;2013-09-15
WS11;2013;10;0.028806451612903225;TRUE;2013-10-15
WS11;2013;11;0.014499999999999999;TRUE;2013-11-15
WS11;2013;12;0.024;TRUE;2013-12-15
WS11;2014;1;0.08983333333333333;TRUE;2014-01-15
WS11;2014;2;0.22289285714285714;TRUE;2014-02-15
WS11;2014;3;0.9578064516129032;TRUE;2014-03-15
WS11;2014;4;0.3632666666666667;TRUE;2014-04-15
WS11;2014;5;0.34125806451612906;TRUE;2014-05-15
WS11;2014;6;0.30496666666666666;TRUE;2014-06-15
WS11;2014;7;0.33316129032258063;TRUE;2014-07-15
WS11;2014;8;0.12009677419354839;TRUE;2014-08-15
WS11;2014;9;0.0577;TRUE;2014-09-15
WS11;2014;10;0.02835483870967742;TRUE;2014-10-15
WS11;2014;11;0.019566666666666666;TRUE;2014-11-15
WS11;2014;12;0.003375;TRUE;2014-12-15
WS11;2015;1;0.003064516129032258;TRUE;2015-01-15
WS11;2015;2;0.004607142857142857;TRUE;2015-02-15
WS11;2015;3;0.013516129032258064;TRUE;2015-03-15
WS11;2015;4;0.057433333333333336;TRUE;2015-04-15
WS11;2015;5;0.10603225806451613;TRUE;2015-05-15
WS11;2015;6;1.9921333333333333;TRUE;2015-06-15
WS11;2015;7;1.4193548387096775;TRUE;2015-07-15
WS11;2015;8;1.4296774193548387;TRUE;2015-08-15
WS11;2015;9;0.1866;TRUE;2015-09-15
WS11;2015;10;0.033161290322580646;TRUE;2015-10-15
WS11;2015;11;0.021266666666666666;TRUE;2015-11-15
WS11;2015;12;0.009428571428571429;TRUE;2015-12-15
WS11;2016;1;0.007;TRUE;2016-01-15
WS11;2016;2;0.003;TRUE;2016-02-15
WS11;2016;3;0.007;TRUE;2016-03-15
WS11;2016;4;0.042;TRUE;2016-04-15
WS11;2016;5;0.165;TRUE;2016-05-15
WS11;2016;6;0.1375;TRUE;2016-06-15
WS11;2016;7;0.40700000000000003;TRUE;2016-07-15
WS11;2016;8;0.115;TRUE;2016-08-15
WS11;2016;9;0.1325;TRUE;2016-09-15
WS11;2016;11;0.01;TRUE;2016-11-15
WS11;2016;12;0.004;TRUE;2016-12-15
WS11;2017;1;0.004;TRUE;2017-01-15
WS11;2017;2;0.008;TRUE;2017-02-15
WS11;2017;3;0.026;TRUE;2017-03-15
WS11;2017;4;0.178;TRUE;2017-04-15
WS11;2017;5;0.2485;TRUE;2017-05-15
WS11;2017;6;0.569;TRUE;2017-06-15
WS11;2017;7;0.17099999999999999;TRUE;2017-07-15
WS11;2017;8;0.15100000000000002;TRUE;2017-08-15
WS11;2017;9;0.075;TRUE;2017-09-15
WS11;2017;10;0.046;TRUE;2017-10-15
WS11;2017;11;0.019;TRUE;2017-11-15
WS11;2017;12;0.002;TRUE;2017-12-15
WS14;2010;1;0.010133333333333333;TRUE;2010-01-15
WS14;2010;2;0.010821428571428572;TRUE;2010-02-15
WS14;2010;3;0.018516129032258064;TRUE;2010-03-15
WS14;2010;4;0.07926666666666667;TRUE;2010-04-15
WS14;2010;5;0.4709032258064516;TRUE;2010-05-15
WS14;2010;6;0.9076666666666666;TRUE;2010-06-15
WS14;2010;7;0.26506451612903226;TRUE;2010-07-15
WS14;2010;8;0.5584516129032258;TRUE;2010-08-15
WS14;2010;9;0.28313333333333335;TRUE;2010-09-15
WS14;2010;10;0.03690322580645161;TRUE;2010-10-15
WS14;2010;11;0.013633333333333332;TRUE;2010-11-15
WS14;2010;12;0.004451612903225806;TRUE;2010-12-15
WS14;2011;1;0.004290322580645161;TRUE;2011-01-15
WS14;2011;2;0.007535714285714285;TRUE;2011-02-15
WS14;2011;3;0.030161290322580647;TRUE;2011-03-15
WS14;2011;4;0.1609;TRUE;2011-04-15
WS14;2011;5;0.6817096774193548;TRUE;2011-05-15
WS14;2011;6;0.29136666666666666;TRUE;2011-06-15
WS14;2011;7;0.13341935483870968;TRUE;2011-07-15
WS14;2011;8;0.1550967741935484;TRUE;2011-08-15
WS14;2011;9;0.061066666666666665;TRUE;2011-09-15
WS14;2011;10;0.040419354838709676;TRUE;2011-10-15
WS14;2011;11;0.022633333333333335;TRUE;2011-11-15
WS14;2011;12;0.006193548387096774;TRUE;2011-12-15
WS14;2012;1;0.0029677419354838712;TRUE;2012-01-15
WS14;2012;2;0.0036551724137931034;TRUE;2012-02-15
WS14;2012;3;0.04080645161290323;TRUE;2012-03-15
WS14;2012;4;0.1114;TRUE;2012-04-15
WS14;2012;5;0.15770967741935485;TRUE;2012-05-15
WS14;2012;6;0.2003;TRUE;2012-06-15
WS14;2012;7;0.13706451612903225;TRUE;2012-07-15
WS14;2012;8;0.11003225806451614;TRUE;2012-08-15
WS14;2012;9;0.08186666666666667;TRUE;2012-09-15
WS14;2012;10;0.03583870967741935;TRUE;2012-10-15
WS14;2012;11;0.009133333333333334;TRUE;2012-11-15
WS14;2012;12;0.0032903225806451613;TRUE;2012-12-15
WS14;2013;1;0.0031935483870967744;TRUE;2013-01-15
WS14;2013;2;0.003142857142857143;TRUE;2013-02-15
WS14;2013;3;0.03174193548387097;TRUE;2013-03-15
WS14;2013;4;0.0392;TRUE;2013-04-15
WS14;2013;5;0.41638709677419355;TRUE;2013-05-15
WS14;2013;6;0.8582333333333333;TRUE;2013-06-15
WS14;2013;7;0.43935483870967745;TRUE;2013-07-15
WS14;2013;8;0.5779032258064516;TRUE;2013-08-15
WS14;2013;9;0.13626666666666667;TRUE;2013-09-15
WS14;2013;10;0.03196774193548387;TRUE;2013-10-15
WS14;2013;11;0.005666666666666666;TRUE;2013-11-15
WS14;2013;12;0.0024444444444444444;TRUE;2013-12-15
WS14;2014;1;0.012083333333333333;TRUE;2014-01-15
WS14;2014;2;0.018321428571428572;TRUE;2014-02-15
WS14;2014;3;0.04906451612903226;TRUE;2014-03-15
WS14;2014;4;0.25730000000000003;TRUE;2014-04-15
WS14;2014;5;0.1859032258064516;TRUE;2014-05-15
WS14;2014;6;0.2286;TRUE;2014-06-15
WS14;2014;7;0.4124193548387097;TRUE;2014-07-15
WS14;2014;8;0.3367741935483871;TRUE;2014-08-15
WS14;2014;9;0.15826666666666667;TRUE;2014-09-15
WS14;2014;10;0.020870967741935482;TRUE;2014-10-15
WS14;2014;11;0.006366666666666666;TRUE;2014-11-15
WS14;2014;12;0.002875;TRUE;2014-12-15
WS14;2015;1;0.0015483870967741935;TRUE;2015-01-15
WS14;2015;2;0.001892857142857143;TRUE;2015-02-15
WS14;2015;3;0.005419354838709678;TRUE;2015-03-15
WS14;2015;4;0.014833333333333334;TRUE;2015-04-15
WS14;2015;5;0.027096774193548386;TRUE;2015-05-15
WS14;2015;6;0.3854666666666667;TRUE;2015-06-15
WS14;2015;7;0.18048387096774193;TRUE;2015-07-15
WS14;2015;8;0.14567741935483872;TRUE;2015-08-15
WS14;2015;9;0.033;TRUE;2015-09-15
WS14;2015;10;0.0066129032258064515;TRUE;2015-10-15
WS14;2015;11;0.0016333333333333334;TRUE;2015-11-15
WS14;2015;12;0.0012857142857142856;TRUE;2015-12-15
WS14;2016;1;0.002;TRUE;2016-01-15
WS14;2016;2;0.003;TRUE;2016-02-15
WS14;2016;3;0.012;TRUE;2016-03-15
WS14;2016;4;0.046;TRUE;2016-04-15
WS14;2016;5;0.066;TRUE;2016-05-15
WS14;2016;6;0.089;TRUE;2016-06-15
WS14;2016;7;0.184;TRUE;2016-07-15
WS14;2016;8;0.024;TRUE;2016-08-15
WS14;2016;9;0.0165;TRUE;2016-09-15
WS14;2016;10;0.019;TRUE;2016-10-15
WS14;2016;11;0.001;TRUE;2016-11-15
WS14;2016;12;0.001;TRUE;2016-12-15
WS14;2017;1;0;TRUE;2017-01-15
WS14;2017;2;0.001;TRUE;2017-02-15
WS14;2017;3;0.01;TRUE;2017-03-15
WS14;2017;4;0.023;TRUE;2017-04-15
WS14;2017;5;0.0215;TRUE;2017-05-15
WS14;2017;6;0.157;TRUE;2017-06-15
WS14;2017;7;0.053;TRUE;2017-07-15
WS14;2017;8;0.0825;TRUE;2017-08-15
WS14;2017;9;0.031;TRUE;2017-09-15
WS14;2017;10;0.011;TRUE;2017-10-15
WS14;2017;11;0.008;TRUE;2017-11-15
WS14;2017;12;0.001;TRUE;2017-12-15
WS15;2010;1;0.0018666666666666666;TRUE;2010-01-15
WS15;2010;2;0.009107142857142857;TRUE;2010-02-15
WS15;2010;3;0.024516129032258065;TRUE;2010-03-15
WS15;2010;4;0.03326666666666667;TRUE;2010-04-15
WS15;2010;5;0.38370967741935486;TRUE;2010-05-15
WS15;2010;6;1.05;TRUE;2010-06-15
WS15;2010;7;0.577516129032258;TRUE;2010-07-15
WS15;2010;8;0.5190645161290323;TRUE;2010-08-15
WS15;2010;9;0.1899;TRUE;2010-09-15
WS15;2010;10;0.06387096774193549;TRUE;2010-10-15
WS15;2010;11;0.010333333333333333;TRUE;2010-11-15
WS15;2010;12;0.0035483870967741938;TRUE;2010-12-15
WS15;2011;1;0.005193548387096774;TRUE;2011-01-15
WS15;2011;2;0.007107142857142857;TRUE;2011-02-15
WS15;2011;3;0.021516129032258066;TRUE;2011-03-15
WS15;2011;4;0.1101;TRUE;2011-04-15
WS15;2011;5;0.963;TRUE;2011-05-15
WS15;2011;6;0.5043333333333333;TRUE;2011-06-15
WS15;2011;7;0.2035483870967742;TRUE;2011-07-15
WS15;2011;8;0.19680645161290322;TRUE;2011-08-15
WS15;2011;9;0.08186666666666667;TRUE;2011-09-15
WS15;2011;10;0.027193548387096773;TRUE;2011-10-15
WS15;2011;11;0.029866666666666666;TRUE;2011-11-15
WS15;2011;12;0.00464516129032258;TRUE;2011-12-15
WS15;2012;1;0.0017419354838709678;TRUE;2012-01-15
WS15;2012;2;0.008448275862068965;TRUE;2012-02-15
WS15;2012;3;0.028870967741935483;TRUE;2012-03-15
WS15;2012;4;0.05836666666666667;TRUE;2012-04-15
WS15;2012;5;0.2249032258064516;TRUE;2012-05-15
WS15;2012;6;0.4877;TRUE;2012-06-15
WS15;2012;7;0.2743548387096774;TRUE;2012-07-15
WS15;2012;8;0.12070967741935483;TRUE;2012-08-15
WS15;2012;9;0.0929;TRUE;2012-09-15
WS15;2012;10;0.034774193548387095;TRUE;2012-10-15
WS15;2012;11;0.010733333333333334;TRUE;2012-11-15
WS15;2012;12;0.0034193548387096775;TRUE;2012-12-15
WS15;2013;1;0.0010967741935483872;TRUE;2013-01-15
WS15;2013;2;0.00425;TRUE;2013-02-15
WS15;2013;3;0.04474193548387097;TRUE;2013-03-15
WS15;2013;4;0.0516;TRUE;2013-04-15
WS15;2013;5;0.09364516129032258;TRUE;2013-05-15
WS15;2013;6;0.2558666666666667;TRUE;2013-06-15
WS15;2013;7;0.863741935483871;TRUE;2013-07-15
WS15;2013;8;0.8689677419354839;TRUE;2013-08-15
WS15;2013;9;0.1995;TRUE;2013-09-15
WS15;2013;10;0.03503225806451613;TRUE;2013-10-15
WS15;2013;11;0.008833333333333334;TRUE;2013-11-15
WS15;2013;12;0.0032222222222222222;TRUE;2013-12-15
WS15;2014;1;0.00567741935483871;TRUE;2014-01-15
WS15;2014;2;0.014071428571428572;TRUE;2014-02-15
WS15;2014;3;0.024193548387096774;TRUE;2014-03-15
WS15;2014;4;0.09906666666666666;TRUE;2014-04-15
WS15;2014;5;0.1702258064516129;TRUE;2014-05-15
WS15;2014;6;0.41023333333333334;TRUE;2014-06-15
WS15;2014;7;0.7028387096774193;TRUE;2014-07-15
WS15;2014;8;0.6748064516129032;TRUE;2014-08-15
WS15;2014;9;0.28300000000000003;TRUE;2014-09-15
WS15;2014;10;0.029580645161290324;TRUE;2014-10-15
WS15;2014;11;0.005866666666666667;TRUE;2014-11-15
WS15;2014;12;0.0016250000000000001;TRUE;2014-12-15
WS15;2015;1;0.0031935483870967744;TRUE;2015-01-15
WS15;2015;2;0.004535714285714286;TRUE;2015-02-15
WS15;2015;3;0.01896774193548387;TRUE;2015-03-15
WS15;2015;4;0.0385;TRUE;2015-04-15
WS15;2015;5;0.06903225806451613;TRUE;2015-05-15
WS15;2015;6;1.1867666666666667;TRUE;2015-06-15
WS15;2015;7;0.5352258064516129;TRUE;2015-07-15
WS15;2015;8;0.30335483870967744;TRUE;2015-08-15
WS15;2015;9;0.0534;TRUE;2015-09-15
WS15;2015;10;0.03006451612903226;TRUE;2015-10-15
WS15;2015;11;0.007833333333333333;TRUE;2015-11-15
WS15;2015;12;0.006;TRUE;2015-12-15
WS15;2016;1;0.004;TRUE;2016-01-15
WS15;2016;2;0.004;TRUE;2016-02-15
WS15;2016;3;0.017;TRUE;2016-03-15
WS15;2016;4;0.069;TRUE;2016-04-15
WS15;2016;5;0.069;TRUE;2016-05-15
WS15;2016;6;0.2235;TRUE;2016-06-15
WS15;2016;7;0.2805;TRUE;2016-07-15
WS15;2016;8;0.0525;TRUE;2016-08-15
WS15;2016;9;0.021;TRUE;2016-09-15
WS15;2016;10;0.017;TRUE;2016-10-15
WS15;2016;11;0.003;TRUE;2016-11-15
WS15;2016;12;0.001;TRUE;2016-12-15
WS15;2017;1;0.001;TRUE;2017-01-15
WS15;2017;2;0.001;TRUE;2017-02-15
WS15;2017;3;0.009;TRUE;2017-03-15
WS15;2017;4;0.0395;TRUE;2017-04-15
WS15;2017;5;0.0565;TRUE;2017-05-15
WS15;2017;6;0.367;TRUE;2017-06-15
WS15;2017;7;0.089;TRUE;2017-07-15
WS15;2017;8;0.257;TRUE;2017-08-15
WS15;2017;9;0.05;TRUE;2017-09-15
WS15;2017;10;0.011;TRUE;2017-10-15
WS15;2017;11;0.011;TRUE;2017-11-15
WS15;2017;12;0.001;TRUE;2017-12-15
WS17;2010;1;0.0019333333333333333;TRUE;2010-01-15
WS17;2010;2;0.005714285714285714;TRUE;2010-02-15
WS17;2010;3;0.03367741935483871;TRUE;2010-03-15
WS17;2010;4;0.0507;TRUE;2010-04-15
WS17;2010;5;0.14625806451612902;TRUE;2010-05-15
WS17;2010;6;1.4904666666666666;TRUE;2010-06-15
WS17;2010;7;0.6835483870967742;TRUE;2010-07-15
WS17;2010;8;0.7500967741935484;TRUE;2010-08-15
WS17;2010;9;0.694;TRUE;2010-09-15
WS17;2010;10;0.20393548387096774;TRUE;2010-10-15
WS17;2010;11;0.019;TRUE;2010-11-15
WS17;2010;12;0.00432258064516129;TRUE;2010-12-15
WS17;2011;1;0.005387096774193549;TRUE;2011-01-15
WS17;2011;2;0.010321428571428572;TRUE;2011-02-15
WS17;2011;3;0.02635483870967742;TRUE;2011-03-15
WS17;2011;4;0.09716666666666667;TRUE;2011-04-15
WS17;2011;5;0.3909032258064516;TRUE;2011-05-15
WS17;2011;6;0.6532666666666667;TRUE;2011-06-15
WS17;2011;7;0.29529032258064514;TRUE;2011-07-15
WS17;2011;8;0.5090322580645161;TRUE;2011-08-15
WS17;2011;9;0.1591;TRUE;2011-09-15
WS17;2011;10;0.03270967741935484;TRUE;2011-10-15
WS17;2011;11;0.011;TRUE;2011-11-15
WS17;2011;12;0.008838709677419355;TRUE;2011-12-15
WS17;2012;1;0.0035483870967741938;TRUE;2012-01-15
WS17;2012;2;0.008517241379310345;TRUE;2012-02-15
WS17;2012;3;0.042967741935483875;TRUE;2012-03-15
WS17;2012;4;0.1138;TRUE;2012-04-15
WS17;2012;5;0.5339354838709678;TRUE;2012-05-15
WS17;2012;6;0.798;TRUE;2012-06-15
WS17;2012;7;0.9613225806451613;TRUE;2012-07-15
WS17;2012;8;0.8912258064516129;TRUE;2012-08-15
WS17;2012;9;0.2958;TRUE;2012-09-15
WS17;2012;10;0.034741935483870966;TRUE;2012-10-15
WS17;2012;11;0.008233333333333334;TRUE;2012-11-15
WS17;2012;12;0.004548387096774194;TRUE;2012-12-15
WS17;2013;1;0.0034193548387096775;TRUE;2013-01-15
WS17;2013;2;0.014892857142857143;TRUE;2013-02-15
WS17;2013;3;0.08109677419354838;TRUE;2013-03-15
WS17;2013;4;0.19716666666666666;TRUE;2013-04-15
WS17;2013;5;0.10203225806451613;TRUE;2013-05-15
WS17;2013;6;0.6880666666666667;TRUE;2013-06-15
WS17;2013;7;2.087967741935484;TRUE;2013-07-15
WS17;2013;8;1.6577741935483872;TRUE;2013-08-15
WS17;2013;9;0.9075;TRUE;2013-09-15
WS17;2013;10;0.1269032258064516;TRUE;2013-10-15
WS17;2013;11;0.015533333333333333;TRUE;2013-11-15
WS17;2013;12;0.005555555555555556;TRUE;2013-12-15
WS17;2014;1;0.005483870967741935;TRUE;2014-01-15
WS17;2014;2;0.018035714285714287;TRUE;2014-02-15
WS17;2014;3;0.031129032258064515;TRUE;2014-03-15
WS17;2014;4;0.03663333333333333;TRUE;2014-04-15
WS17;2014;5;0.4627741935483871;TRUE;2014-05-15
WS17;2014;6;0.6567;TRUE;2014-06-15
WS17;2014;7;0.5949032258064516;TRUE;2014-07-15
WS17;2014;8;1.0943225806451613;TRUE;2014-08-15
WS17;2014;9;0.3661333333333333;TRUE;2014-09-15
WS17;2014;10;0.08361290322580645;TRUE;2014-10-15
WS17;2014;11;0.0125;TRUE;2014-11-15
WS17;2014;12;0.003;TRUE;2014-12-15
WS17;2015;1;0.0035806451612903226;TRUE;2015-01-15
WS17;2015;2;0.00625;TRUE;2015-02-15
WS17;2015;3;0.01635483870967742;TRUE;2015-03-15
WS17;2015;4;0.056133333333333334;TRUE;2015-04-15
WS17;2015;5;0.09974193548387097;TRUE;2015-05-15
WS17;2015;6;1.4569333333333334;TRUE;2015-06-15
WS17;2015;7;1.0016129032258065;TRUE;2015-07-15
WS17;2015;8;0.9526774193548387;TRUE;2015-08-15
WS17;2015;9;0.19593333333333332;TRUE;2015-09-15
WS17;2015;10;0.03512903225806452;TRUE;2015-10-15
WS17;2015;11;0.004566666666666667;TRUE;2015-11-15
WS17;2015;12;0.004;TRUE;2015-12-15
WS17;2016;1;0.005;TRUE;2016-01-15
WS17;2016;2;0.009;TRUE;2016-02-15
WS17;2016;3;0.031;TRUE;2016-03-15
WS17;2016;4;0.093;TRUE;2016-04-15
WS17;2016;5;0.0865;TRUE;2016-05-15
WS17;2016;6;0.367;TRUE;2016-06-15
WS17;2016;7;0.4465;TRUE;2016-07-15
WS17;2016;8;0.2445;TRUE;2016-08-15
WS17;2016;9;0.07;TRUE;2016-09-15
WS17;2016;10;0.026;TRUE;2016-10-15
WS17;2016;11;0.005;TRUE;2016-11-15
WS17;2016;12;0.002;TRUE;2016-12-15
WS17;2017;1;0.005;TRUE;2017-01-15
WS17;2017;2;0.002;TRUE;2017-02-15
WS17;2017;3;0.011;TRUE;2017-03-15
WS17;2017;4;0.052000000000000005;TRUE;2017-04-15
WS17;2017;5;0.0985;TRUE;2017-05-15
WS17;2017;6;0.751;TRUE;2017-06-15
WS17;2017;7;0.5775;TRUE;2017-07-15
WS17;2017;8;0.47;TRUE;2017-08-15
WS17;2017;9;0.076;TRUE;2017-09-15
WS17;2017;10;0.013;TRUE;2017-10-15
WS17;2017;11;0.006;TRUE;2017-11-15
WS17;2017;12;0.001;TRUE;2017-12-15
WS4;2010;1;0.009966666666666667;TRUE;2010-01-15
WS4;2010;2;0.02342857142857143;TRUE;2010-02-15
WS4;2010;3;0.12341935483870968;TRUE;2010-03-15
WS4;2010;4;1.4236;TRUE;2010-04-15
WS4;2010;5;1.1005483870967743;TRUE;2010-05-15
WS4;2010;6;0.8919333333333334;TRUE;2010-06-15
WS4;2010;7;0.6228064516129033;TRUE;2010-07-15
WS4;2010;8;0.4278709677419355;TRUE;2010-08-15
WS4;2010;9;0.12006666666666667;TRUE;2010-09-15
WS4;2010;10;0.028161290322580645;TRUE;2010-10-15
WS4;2010;11;0.0214;TRUE;2010-11-15
WS4;2010;12;0.013612903225806453;TRUE;2010-12-15
WS4;2011;1;0.014290322580645162;TRUE;2011-01-15
WS4;2011;2;0.022214285714285714;TRUE;2011-02-15
WS4;2011;3;0.11070967741935483;TRUE;2011-03-15
WS4;2011;4;0.6133;TRUE;2011-04-15
WS4;2011;5;0.5619354838709677;TRUE;2011-05-15
WS4;2011;6;0.38133333333333336;TRUE;2011-06-15
WS4;2011;7;0.3569032258064516;TRUE;2011-07-15
WS4;2011;8;0.3041935483870968;TRUE;2011-08-15
WS4;2011;9;0.11703333333333334;TRUE;2011-09-15
WS4;2011;10;0.06532258064516129;TRUE;2011-10-15
WS4;2011;11;0.0268;TRUE;2011-11-15
WS4;2011;12;0.010387096774193548;TRUE;2011-12-15
WS4;2012;1;0.005419354838709678;TRUE;2012-01-15
WS4;2012;2;0.018827586206896552;TRUE;2012-02-15
WS4;2012;3;0.17906451612903226;TRUE;2012-03-15
WS4;2012;4;0.2624;TRUE;2012-04-15
WS4;2012;5;0.7208387096774194;TRUE;2012-05-15
WS4;2012;6;0.7861666666666667;TRUE;2012-06-15
WS4;2012;7;0.1296774193548387;TRUE;2012-07-15
WS4;2012;8;0.16970967741935483;TRUE;2012-08-15
WS4;2012;9;0.0977;TRUE;2012-09-15
WS4;2012;10;0.030451612903225806;TRUE;2012-10-15
WS4;2012;11;0.0279;TRUE;2012-11-15
WS4;2012;12;0.004806451612903226;TRUE;2012-12-15
WS4;2013;1;0.008258064516129033;TRUE;2013-01-15
WS4;2013;2;0.009964285714285714;TRUE;2013-02-15
WS4;2013;3;0.045806451612903226;TRUE;2013-03-15
WS4;2013;4;0.24753333333333333;TRUE;2013-04-15
WS4;2013;5;0.6918387096774193;TRUE;2013-05-15
WS4;2013;6;0.35133333333333333;TRUE;2013-06-15
WS4;2013;7;0.8059677419354838;TRUE;2013-07-15
WS4;2013;8;0.3555483870967742;TRUE;2013-08-15
WS4;2013;9;0.24036666666666667;TRUE;2013-09-15
WS4;2013;10;0.05519354838709677;TRUE;2013-10-15
WS4;2013;11;0.013933333333333334;TRUE;2013-11-15
WS4;2013;12;0.021666666666666667;TRUE;2013-12-15
WS6;2010;1;0.013766666666666667;TRUE;2010-01-15
WS6;2010;2;0.020142857142857143;TRUE;2010-02-15
WS6;2010;3;0.18951612903225806;TRUE;2010-03-15
WS6;2010;4;2.1307666666666667;TRUE;2010-04-15
WS6;2010;5;1.3590645161290322;TRUE;2010-05-15
WS6;2010;6;0.8101333333333334;TRUE;2010-06-15
WS6;2010;7;0.7196774193548388;TRUE;2010-07-15
WS6;2010;8;0.3240967741935484;TRUE;2010-08-15
WS6;2010;9;0.1499;TRUE;2010-09-15
WS6;2010;10;0.11974193548387096;TRUE;2010-10-15
WS6;2010;11;0.0365;TRUE;2010-11-15
WS6;2010;12;0.010870967741935484;TRUE;2010-12-15
WS6;2011;1;0.012516129032258065;TRUE;2011-01-15
WS6;2011;2;0.05864285714285714;TRUE;2011-02-15
WS6;2011;3;0.2112258064516129;TRUE;2011-03-15
WS6;2011;4;0.26476666666666665;TRUE;2011-04-15
WS6;2011;5;0.4906774193548387;TRUE;2011-05-15
WS6;2011;6;0.5647;TRUE;2011-06-15
WS6;2011;7;0.5836774193548387;TRUE;2011-07-15
WS6;2011;8;0.2688709677419355;TRUE;2011-08-15
WS6;2011;9;0.13543333333333332;TRUE;2011-09-15
WS6;2011;10;0.03454838709677419;TRUE;2011-10-15
WS6;2011;11;0.0225;TRUE;2011-11-15
WS6;2011;12;0.008580645161290323;TRUE;2011-12-15
WS6;2012;1;0.011967741935483871;TRUE;2012-01-15
WS6;2012;2;0.03741379310344828;TRUE;2012-02-15
WS6;2012;3;0.3090967741935484;TRUE;2012-03-15
WS6;2012;4;1.0581666666666667;TRUE;2012-04-15
