# calculated from Scheldemonitor
# Daggemiddeld debiet in m3/s or Dag gemiddeld debiet in m³/s
# locatie Grens België-Nederland calc/Zeeschelde
# year - year
# month - month
# monthlymean - monthly mean Q in m3/d
# date - constructed date
2001;1;341.13773077436355;2001-01-15
2001;2;299.37297265605713;2001-02-15
2001;3;354.8882909799114;2001-03-15
2001;4;338.63157865954884;2001-04-15
2001;5;158.5975480298874;2001-05-15
2001;6;109.62877984479103;2001-06-15
2001;7;115.7772824381694;2001-07-15
2001;8;87.25976735244836;2001-08-15
2001;9;212.39424589298116;2001-09-15
2001;10;152.1983121637081;2001-10-15
2001;11;200.13863932279762;2001-11-15
2001;12;251.94303868657562;2001-12-15
2002;1;247.46589397164988;2002-01-15
2002;2;432.6264389495005;2002-02-15
2002;3;347.92702185763665;2002-03-15
2002;4;152.5549121886974;2002-04-15
2002;5;144.75286210932177;2002-05-15
2002;6;114.30831210572592;2002-06-15
2002;7;107.62130605364206;2002-07-15
2002;8;154.08885972401993;2002-08-15
2002;9;91.6474116279616;2002-09-15
2002;10;110.61971445063018;2002-10-15
2002;11;268.3771241801577;2002-11-15
2002;12;267.73202444228923;2002-12-15
2003;1;360.6722815966766;2003-01-15
2003;2;225.87893349295825;2003-02-15
2003;3;164.56826791894287;2003-03-15
2003;4;113.61383866544709;2003-04-15
2003;5;128.14934861398643;2003-05-15
2003;6;89.14991445800251;2003-06-15
2003;7;77.09983635489257;2003-07-15
2003;8;50.03214661776282;2003-08-15
2003;9;52.08916660618908;2003-09-15
2003;10;69.25988199686135;2003-10-15
2003;11;73.56845821983465;2003-11-15
2003;12;109.84403977634959;2003-12-15
2004;1;234.70179861954134;2004-01-15
2004;2;168.1757385392096;2004-02-15
2004;3;123.25159301799484;2004-03-15
2004;4;90.29705029989731;2004-04-15
2004;5;77.35359590587439;2004-05-15
2004;6;64.12969108199334;2004-06-15
2004;7;80.19870836066414;2004-07-15
2004;8;86.47396145158632;2004-08-15
2004;9;66.9720831730381;2004-09-15
2004;10;69.6717103533026;2004-10-15
2004;11;102.4053648977908;2004-11-15
2004;12;128.7112369051973;2004-12-15
2005;1;129.42283854431;2005-01-15
2005;2;212.17675685170852;2005-02-15
2005;3;141.00941834460443;2005-03-15
2005;4;113.43839024133554;2005-04-15
2005;5;94.24384676270722;2005-05-15
2005;6;56.044112541832185;2005-06-15
2005;7;90.36833293570847;2005-07-15
2005;8;82.47233836382449;2005-08-15
2005;9;60.53943746765529;2005-09-15
2005;10;68.79990742936465;2005-10-15
2005;11;98.11129861891891;2005-11-15
2005;12;133.24037379982758;2005-12-15
2006;1;105.8841688654994;2006-01-15
2006;2;165.35935051449425;2006-02-15
2006;3;166.48654795701964;2006-03-15
2006;4;126.07248028262445;2006-04-15
2006;5;127.19272057613483;2006-05-15
2006;6;79.4431790534705;2006-06-15
2006;7;49.61741135803969;2006-07-15
2006;8;125.64386739749136;2006-08-15
2006;9;56.71453647150302;2006-09-15
2006;10;65.10950948667804;2006-10-15
2006;11;100.80134237501466;2006-11-15
2006;12;158.3785325122129;2006-12-15
2007;1;207.69394243380117;2007-01-15
2007;2;207.1317437339493;2007-02-15
2007;3;219.98328197552;2007-03-15
2007;4;69.81073461106013;2007-04-15
2007;5;75.98073627309473;2007-05-15
2007;6;84.51074072680522;2007-06-15
2007;7;116.03656144563314;2007-07-15
2007;8;86.22375278849583;2007-08-15
2007;9;67.09110256083714;2007-09-15
2007;10;92.03593426288727;2007-10-15
2007;11;126.59162766914301;2007-11-15
2007;12;204.02018869087723;2007-12-15
2008;1;176.342178850995;2008-01-15
2008;2;135.9457609244676;2008-02-15
2008;3;291.5560692074758;2008-03-15
2008;4;143.79174476365742;2008-04-15
2008;5;97.7400862842805;2008-05-15
2008;6;123.79030790230945;2008-06-15
2008;7;80.16943895322343;2008-07-15
2008;8;95.20684481109996;2008-08-15
2008;9;70.61274998185677;2008-09-15
2008;10;103.80548864080502;2008-10-15
2008;11;150.09403605750344;2008-11-15
2008;12;168.20417846883012;2008-12-15
2009;1;164.68133415807822;2009-01-15
2009;2;218.8524100183903;2009-02-15
2009;3;155.65240212554204;2009-03-15
2009;4;110.43279831917792;2009-04-15
2009;5;75.06314896067249;2009-05-15
2009;6;63.82044271418485;2009-06-15
2009;7;63.26834473147297;2009-07-15
2009;8;43.862918486654216;2009-08-15
2009;9;40.063851538368766;2009-09-15
2009;10;64.67110289404471;2009-10-15
2009;11;115.27014604651673;2009-11-15
